,i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields
0,1,3,5,3,2,2,14,27,8
1,1,4,5,3,2,2,19,36,16
2,1,5,5,3,2,2,24,45,32
3,1,6,5,3,2,2,29,54,64
4,1,7,5,3,2,2,34,63,128
5,1,8,5,3,2,2,39,72,256
6,1,9,5,3,2,2,44,81,512
