i_sample,n_cores,step,method,execution_time
10,16,2,1,0.0004833509447053075
10,16,2,2,0.40299939597025514
10,16,2,3,0.4011220879619941
10,16,3,1,0.00010671303607523441
10,16,3,2,0.39123672991991043
10,16,3,3,0.00010052497964352369
10,20,1,1,0.367247230024077
10,20,1,2,0.5293773839948699
10,20,1,3,0.5386843660380691
10,20,2,1,0.00047427695244550705
10,20,2,2,0.4955753419781104
10,20,2,3,0.4944959800923243
10,20,3,1,0.0002513149520382285
10,20,3,2,3.364099924918264
10,20,3,3,3.1404158039949834
10,24,1,1,0.6140945829683915
10,24,1,2,0.8205009090015665
10,24,1,3,0.6427682399516925
10,24,2,1,0.0005894650239497423
10,24,2,2,0.46296376292593777
10,24,2,3,0.46804294001776725
10,24,3,1,0.02981630596332252
10,24,3,2,3.278389916056767
10,24,3,3,3.2627104440471157
11,2,1,1,0.5219307950465009
11,2,1,2,0.3692010178929195
11,2,1,3,0.388808082905598
11,2,2,1,0.0004797389265149832
11,2,2,2,0.08859555900562555
11,2,2,3,0.08780505391769111
11,2,3,1,0.03078119200654328
11,2,3,2,0.57454554294236
11,2,3,3,0.5753738010535017
11,4,1,1,0.5967039510142058
11,4,1,2,0.3097109131049365
11,4,1,3,0.27692852704785764
11,4,2,1,0.0007030490087345243
11,4,2,2,0.12455827801022679
11,4,2,3,0.11812270106747746
11,4,3,1,0.019556268001906574
11,4,3,2,0.8736437439220026
11,4,3,3,0.8884078860282898
11,8,1,1,0.6325383569346741
11,8,1,2,0.36879753100220114
11,8,1,3,0.38570378301665187
11,8,2,1,0.0005586990155279636
11,8,2,2,0.23246766394004226
11,8,2,3,0.23146818694658577
11,8,3,1,0.00011234800331294537
11,8,3,2,0.2029600989772007
11,8,3,3,0.00011047499720007181
11,12,1,1,0.6958055880386382
11,12,1,2,0.43141196307260543
11,12,1,3,0.4367775919381529
11,12,2,1,0.0007102919043973088
11,12,2,2,0.32863634696695954
11,12,2,3,0.31352825998328626
11,12,3,1,0.03582541400101036
11,12,3,2,2.089002088061534
11,12,3,3,2.0641270210035145
11,16,1,1,0.5465491419890895
11,16,1,2,0.4392101380508393
11,16,1,3,0.4337526538874954
11,16,2,1,0.0005533159710466862
11,16,2,2,0.39022153604310006
11,16,2,3,0.390002275002189
11,16,3,1,0.0012406640453264117
11,16,3,2,2.1388704259879887
11,16,3,3,2.026841489947401
11,20,1,1,0.40933640499133617
11,20,1,2,0.46186258003581315
11,20,1,3,0.4589229431003332
11,20,2,1,0.0003947169752791524
11,20,2,2,0.36712090799119323
11,20,2,3,0.3620206949999556
11,20,3,1,9.815802332013845e-05
11,20,3,2,0.3421117420075461
11,20,3,3,8.834805339574814e-05
11,24,1,1,0.3704420169815421
11,24,1,2,0.5137918819673359
11,24,1,3,0.5212427580263466
11,24,2,1,0.00043713394552469254
11,24,2,2,0.4226585649885237
11,24,2,3,0.4247964050155133
11,24,3,1,0.00020354706794023514
11,24,3,2,2.9252339280210435
11,24,3,3,2.932091705966741
12,2,1,1,0.6105741600040346
12,2,1,2,0.505115450010635
12,2,1,3,0.40550897899083793
12,2,2,1,0.0008474609348922968
12,2,2,2,0.09437936497852206
12,2,2,3,0.08909945201594383
12,2,3,1,0.20183034799993038
12,2,3,2,0.9869379529263824
12,2,3,3,1.1077563659055158
12,4,1,1,0.579376911977306
12,4,1,2,0.22673055506311357
12,4,1,3,0.24714841099921614
12,4,2,1,0.000817973050288856
12,4,2,2,0.12831695599015802
12,4,2,3,0.12363393395207822
12,4,3,1,0.003029930987395346
12,4,3,2,0.7262424910441041
12,4,3,3,0.7111038520233706
12,8,1,1,0.5210138380061835
12,8,1,2,0.24447099503595382
12,8,1,3,0.2514586109900847
12,8,2,1,0.0005624790210276842
12,8,2,2,0.18721693998668343
12,8,2,3,0.17776917095761746
12,8,3,1,0.0003323749406263232
12,8,3,2,1.1362077069934458
12,8,3,3,1.1465319819981232
12,12,1,1,0.568015185999684
12,12,1,2,0.3876567860133946
12,12,1,3,0.48657078796532005
12,12,2,1,0.0007361180614680052
12,12,2,2,0.2548510310007259
12,12,2,3,0.2600620810408145
12,12,3,1,1.4808924179524183
12,12,3,2,2.3125102890189737
12,12,3,3,2.334663489018567
12,16,1,1,0.6176867539761588
12,16,1,2,0.3522397169144824
12,16,1,3,0.3525261030299589
12,16,2,1,0.0009240990038961172
12,16,2,2,0.19745593203697354
12,16,2,3,0.2094762510387227
12,16,3,1,4.718927270965651
12,16,3,2,4.3208265529247
12,16,3,3,4.512064864044078
12,20,1,1,0.669970375020057
12,20,1,2,0.36120151192881167
12,20,1,3,0.36115916608832777
12,20,2,1,0.0007206459995359182
12,20,2,2,0.18389456591103226
12,20,2,3,0.1868618200533092
12,20,3,1,17.697008581017144
12,20,3,2,10.251014920999296
12,20,3,3,10.357867943006568
12,24,1,1,0.6161903140600771
12,24,1,2,0.3771063109161332
12,24,1,3,0.3836025020573288
12,24,2,1,0.0006826180033385754
12,24,2,2,0.2233676250325516
12,24,2,3,0.2181549509987235
12,24,3,1,1.546330107958056
12,24,3,2,2.1190360399195924
12,24,3,3,2.3369583459571004
13,2,1,1,1.3373102359473705
13,2,1,2,0.7730115209706128
13,2,1,3,0.7875839850166813
13,2,2,1,0.0024150239769369364
13,2,2,2,0.06349808897357434
13,2,2,3,0.07608462299685925
13,2,3,1,1932.9657663869439
13,2,3,2,4765.359236974036
13,2,3,3,5028.748033448937
13,4,1,1,0.4232188130263239
13,4,1,2,0.6849959749961272
13,4,1,3,0.689142840099521
13,4,2,1,0.000436873990111053
13,4,2,2,0.5661436669761315
13,4,2,3,0.5547597479308024
13,4,3,1,0.00010245910380035639
13,4,3,2,0.5479062490630895
13,4,3,3,7.937697228044271e-05
13,8,1,1,0.5480266399681568
13,8,1,2,1.245601000962779
13,8,1,3,1.1354284619446844
13,8,2,1,0.0007615949725732207
13,8,2,2,0.9949006759561598
13,8,2,3,1.0003002129960805
13,8,3,1,0.23202900297474116
13,8,3,2,7.284124800935388
13,8,3,3,4.947140236035921
13,12,1,1,0.7467481589410454
13,12,1,2,0.9330973949981853
13,12,1,3,0.924777657026425
13,12,2,1,0.0006259660003706813
13,12,2,2,0.7201189260231331
13,12,2,3,0.7312606120249256
13,12,3,1,0.20959841401781887
13,12,3,2,5.146922979038209
13,12,3,3,4.743717013974674
13,16,1,1,0.6153966039419174
13,16,1,2,0.925596761982888
13,16,1,3,0.9127259149681777
13,16,2,1,0.0003868399653583765
13,16,2,2,0.790986570995301
13,16,2,3,0.7826554590137675
13,16,3,1,0.00010010995902121067
13,16,3,2,0.7662257490446791
13,16,3,3,0.0001317289425060153
13,20,1,1,0.4911232360173017
13,20,1,2,1.0838177890982479
13,20,1,3,1.0748701900010929
13,20,2,1,0.0005128789925947785
13,20,2,2,0.9636271139606833
13,20,2,3,0.9603691869415343
13,20,3,1,0.0015388100873678923
13,20,3,2,6.6393928290344775
13,20,3,3,6.651879162993282
13,24,1,1,0.4527392740128562
13,24,1,2,1.2263523139990866
13,24,1,3,1.2252327819587663
13,24,2,1,0.00033231591805815697
13,24,2,2,1.125058272969909
13,24,2,3,1.1337809100514278
