,i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
0,1,3,5,4,2,2,12,13,0,0.06395506858825684,2.6226043701171875e-05,5.507469177246094e-05
1,1,4,5,4,2,2,17,22,0,0.08798003196716309,3.314018249511719e-05,0.00011920928955078125
2,1,5,5,4,2,2,22,31,0,0.12659239768981934,6.413459777832031e-05,0.0003058910369873047
3,1,6,5,4,2,2,27,40,0,0.14412832260131836,5.269050598144531e-05,0.0010907649993896484
4,1,7,5,4,2,2,32,49,0,0.17575955390930176,5.602836608886719e-05,0.0014543533325195312
5,1,8,5,4,2,2,37,58,0,0.2292015552520752,7.510185241699219e-05,0.003375530242919922
6,1,9,5,4,2,2,42,67,0,0.23130559921264648,8.487701416015625e-05,0.008406639099121094
