,i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
19,10,10,5,3,2,2,30,60,1024,0.3030271530151367,0.0001571178436279297,0.06754851341247559
20,11,10,5,4,2,2,58,104,2048,0.44956111907958984,0.0001537799835205078,0.0644524097442627
21,11,10,5,3,2,2,60,120,1024,0.4218790531158447,0.00016427040100097656,0.2569429874420166
22,12,10,5,4,2,2,19,17,1,0.38316822052001953,0.00014925003051757812,8.988380432128906e-05
23,12,10,5,3,2,2,20,20,1,0.39860105514526367,0.00015926361083984375,0.00013756752014160156
24,13,10,5,4,2,2,29,52,1024,0.37915492057800293,0.00025653839111328125,0.023497819900512695
25,13,10,5,3,2,2,30,60,1024,0.3507564067840576,0.00016045570373535156,0.06171989440917969
26,14,10,5,4,2,2,19,17,1,0.2786850929260254,0.0001399517059326172,8.487701416015625e-05
27,14,10,5,3,2,2,20,20,1,0.3222954273223877,0.00016117095947265625,0.00014400482177734375
28,15,10,5,4,2,2,29,17,1,0.30014991760253906,0.0002372264862060547,0.00014400482177734375
29,15,10,5,3,2,2,30,20,1,0.33705806732177734,0.00017976760864257812,0.00014925003051757812
30,16,10,5,4,2,2,29,52,1024,0.30783700942993164,0.000148773193359375,0.021104812622070312
31,16,10,5,3,2,2,30,60,1024,0.3225562572479248,0.00015497207641601562,0.05446028709411621
32,17,10,5,4,2,2,38,34,2,0.36140871047973633,0.0001423358917236328,0.00018548965454101562
33,17,10,5,3,2,2,40,40,1,0.34271931648254395,0.00019693374633789062,0.00036787986755371094
34,18,10,5,4,2,2,19,17,1,0.25231504440307617,0.00015115737915039062,8.988380432128906e-05
35,18,10,5,3,2,2,20,20,1,0.3107588291168213,0.00016427040100097656,0.00013685226440429688
36,19,10,5,4,2,2,19,17,1,0.2432093620300293,0.0001659393310546875,8.988380432128906e-05
37,19,10,5,3,2,2,20,20,1,0.2650175094604492,0.0002598762512207031,0.00026345252990722656
38,20,10,5,4,2,2,29,52,1024,0.29320859909057617,0.0001533031463623047,0.017017602920532227
39,20,10,5,3,2,2,30,60,1024,0.2622416019439697,0.00021910667419433594,0.059470415115356445
40,21,10,5,4,2,2,19,17,1,0.3310883045196533,0.00030422210693359375,0.00018405914306640625
41,21,10,5,3,2,2,20,20,1,0.31795787811279297,0.00020003318786621094,0.00014066696166992188
42,22,10,5,4,2,2,19,17,1,0.23102235794067383,0.00014352798461914062,8.392333984375e-05
43,22,10,5,3,2,2,20,20,1,0.24774861335754395,0.0001583099365234375,0.0001373291015625
44,23,10,5,4,2,2,29,52,1024,0.30466198921203613,0.0001399517059326172,0.01645827293395996
45,23,10,5,3,2,2,30,60,1024,0.29756832122802734,0.0001652240753173828,0.05951261520385742
46,24,10,5,4,2,2,47,126,39366,0.3628993034362793,0.00015783309936523438,0.8635571002960205
47,24,10,5,3,2,2,50,150,59049,0.4253816604614258,0.0001671314239501953,6.972115755081177
48,25,10,5,4,2,2,57,153,59049,0.39309263229370117,0.00016689300537109375,1.4868168830871582
49,25,10,5,3,2,2,60,180,59049,0.450847864151001,0.00016641616821289062,10.27431058883667
50,26,10,5,4,2,2,19,17,1,0.27161216735839844,0.00016808509826660156,8.916854858398438e-05
51,26,10,5,3,2,2,20,20,1,0.2552955150604248,0.00014925003051757812,0.00013756752014160156
52,27,10,5,4,2,2,29,26,2,0.31531596183776855,0.0001556873321533203,0.00016355514526367188
53,27,10,5,3,2,2,30,30,1,0.29538893699645996,0.00018072128295898438,0.0002396106719970703
54,28,10,5,4,2,2,19,17,1,0.23684453964233398,0.00011563301086425781,8.082389831542969e-05
55,28,10,5,3,2,2,20,20,1,0.26287198066711426,0.00014591217041015625,0.0001385211944580078
56,29,10,5,4,2,2,19,17,1,0.2043132781982422,0.00023984909057617188,0.00015616416931152344
57,29,10,5,3,2,2,20,20,1,0.19632577896118164,0.0001404285430908203,0.00024199485778808594
58,30,10,5,4,2,2,19,17,1,0.25830602645874023,0.000141143798828125,9.34600830078125e-05
59,30,10,5,3,2,2,20,20,1,0.2787497043609619,0.00017309188842773438,0.00017261505126953125
60,31,10,5,4,2,2,29,26,2,0.2895548343658447,0.0001499652862548828,0.00018215179443359375
61,31,10,5,3,2,2,30,30,1,0.31321096420288086,0.00018644332885742188,0.0003273487091064453
62,32,10,5,4,2,2,29,26,2,0.3008904457092285,0.00013756752014160156,0.0001571178436279297
63,32,10,5,3,2,2,30,30,1,0.28240060806274414,0.00015020370483398438,0.00023794174194335938
64,33,10,5,4,2,2,29,52,1024,0.26831817626953125,0.00013375282287597656,0.018652677536010742
65,33,10,5,3,2,2,30,60,1024,0.32619333267211914,0.00020194053649902344,0.06808352470397949
66,34,10,5,4,2,2,19,17,1,0.23960113525390625,0.00012731552124023438,8.702278137207031e-05
67,34,10,5,3,2,2,20,20,1,0.25078654289245605,0.0002932548522949219,0.0002942085266113281
68,35,10,5,4,2,2,19,17,1,0.21233224868774414,0.00013136863708496094,8.797645568847656e-05
69,35,10,5,3,2,2,20,20,1,0.22146821022033691,0.00022125244140625,0.000217437744140625
70,36,10,5,4,2,2,19,17,1,0.38707566261291504,0.0001704692840576172,0.00011515617370605469
71,36,10,5,3,2,2,20,20,1,0.3360726833343506,0.00016188621520996094,0.00014257431030273438
72,37,10,5,4,2,2,38,68,1024,0.3543248176574707,0.00013113021850585938,0.02447366714477539
73,37,10,5,3,2,2,40,80,1024,0.37415552139282227,0.00014352798461914062,0.12927937507629395
74,38,10,5,4,2,2,29,52,1024,0.2579233646392822,0.00013518333435058594,0.017316818237304688
75,38,10,5,3,2,2,30,60,1024,0.2500932216644287,0.00014591217041015625,0.055243730545043945
76,39,10,5,4,2,2,19,17,1,0.21073532104492188,0.0001342296600341797,0.00011467933654785156
77,39,10,5,3,2,2,20,20,1,0.22593331336975098,0.0002849102020263672,0.00015854835510253906
78,40,10,5,4,2,2,39,105,59049,0.35985779762268066,0.00015687942504882812,0.9970099925994873
79,40,10,5,3,2,2,40,120,59049,0.3779723644256592,0.0001437664031982422,4.322718143463135
80,41,10,5,4,2,2,20,18,2,0.2581958770751953,0.0002086162567138672,0.00023818016052246094
81,41,10,5,3,2,2,20,20,1,0.24965453147888184,0.00014209747314453125,0.0001347064971923828
82,42,10,5,4,2,2,19,17,1,0.2882416248321533,0.00021839141845703125,0.00013446807861328125
83,42,10,5,3,2,2,20,20,1,0.28533029556274414,0.00013947486877441406,0.00013685226440429688
84,43,10,5,4,2,2,29,35,11,0.40564775466918945,0.00013494491577148438,0.0005218982696533203
85,43,10,5,3,2,2,30,40,2,0.40857863426208496,0.00013971328735351562,0.0007610321044921875
86,44,10,5,4,2,2,49,176,1048576,0.3953373432159424,0.0001513957977294922,19.79540777206421
87,44,10,5,3,2,2,50,200,1048576,0.4511876106262207,0.00015878677368164062,108.76167941093445
88,45,10,5,4,2,2,29,50,512,0.2745358943939209,0.00017499923706054688,0.011385679244995117
89,45,10,5,3,2,2,30,60,1024,0.2567439079284668,0.00013494491577148438,0.05489659309387207
90,46,10,5,4,2,2,29,26,2,0.30832362174987793,0.00013780593872070312,0.00014901161193847656
91,46,10,5,3,2,2,30,30,1,0.3123812675476074,0.00014400482177734375,0.00024580955505371094
92,47,10,5,4,2,2,39,35,3,0.4092833995819092,0.0002837181091308594,0.0005860328674316406
93,47,10,5,3,2,2,40,40,1,0.4502379894256592,0.0003638267517089844,0.0007190704345703125
94,48,10,5,4,2,2,19,17,1,0.3669145107269287,0.00014829635620117188,9.870529174804688e-05
95,48,10,5,3,2,2,20,20,1,0.348435640335083,0.00017309188842773438,0.00017833709716796875
96,49,10,5,4,2,2,19,17,1,0.27813029289245605,0.00015544891357421875,0.00010704994201660156
97,49,10,5,3,2,2,20,20,1,0.27066588401794434,0.00020599365234375,0.00018262863159179688
98,50,10,5,4,2,2,19,17,1,0.263871431350708,0.000186920166015625,0.00011563301086425781
99,50,10,5,3,2,2,20,20,1,0.26215434074401855,0.0001437664031982422,0.00013947486877441406
100,1,11,5,4,2,2,21,19,1,0.2738797664642334,0.0001850128173828125,0.00010132789611816406
101,1,11,5,3,2,2,22,22,1,0.26271820068359375,0.00014662742614746094,0.00014829635620117188
102,2,11,5,4,2,2,21,19,1,0.3290424346923828,0.00014400482177734375,9.608268737792969e-05
103,2,11,5,3,2,2,22,22,1,0.3501102924346924,0.00015878677368164062,0.00024890899658203125
104,3,11,5,4,2,2,42,76,2048,0.33731746673583984,0.0001366138458251953,0.0464022159576416
105,3,11,5,3,2,2,44,88,2048,0.3644542694091797,0.00015473365783691406,0.20642709732055664
106,4,11,5,4,2,2,31,56,1024,0.3140144348144531,0.0001456737518310547,0.018116235733032227
107,4,11,5,3,2,2,33,66,2048,0.30715250968933105,0.0002498626708984375,0.14965081214904785
108,5,11,5,4,2,2,33,30,3,0.2805757522583008,0.0002434253692626953,0.0002543926239013672
109,5,11,5,3,2,2,33,33,1,0.25628185272216797,0.00015878677368164062,0.0002815723419189453
110,6,11,5,4,2,2,21,19,1,0.28346896171569824,0.0001895427703857422,0.00013113021850585938
111,6,11,5,3,2,2,22,22,1,0.3570084571838379,0.0003123283386230469,0.000331878662109375
112,7,11,5,4,2,2,22,20,2,0.3035571575164795,0.00016450881958007812,0.00016069412231445312
113,7,11,5,3,2,2,22,22,1,0.3475625514984131,0.00029206275939941406,0.0002980232238769531
114,8,11,5,4,2,2,53,144,177147,0.47998046875,0.0001621246337890625,3.8691818714141846
115,8,11,5,3,2,2,55,165,177147,0.4916057586669922,0.00016880035400390625,21.739267349243164
116,9,11,5,4,2,2,31,56,1024,0.32550740242004395,0.0001823902130126953,0.018518924713134766
117,9,11,5,3,2,2,33,66,2048,0.3424036502838135,0.0002353191375732422,0.12254834175109863
118,10,11,5,4,2,2,32,29,2,0.3768918514251709,0.00018930435180664062,0.0002446174621582031
119,10,11,5,3,2,2,33,33,1,0.413923978805542,0.0002827644348144531,0.0005013942718505859
120,11,11,5,4,2,2,21,19,1,0.36759448051452637,0.000186920166015625,0.00011897087097167969
121,11,11,5,3,2,2,22,22,1,0.3438587188720703,0.0002002716064453125,0.0002048015594482422
122,12,11,5,4,2,2,21,19,1,0.4185757637023926,0.00018453598022460938,0.00011539459228515625
123,12,11,5,3,2,2,22,22,1,0.41557741165161133,0.0001933574676513672,0.0001857280731201172
124,13,11,5,4,2,2,21,19,1,0.2645113468170166,0.00021529197692871094,0.00013566017150878906
125,13,11,5,3,2,2,22,22,1,0.289989709854126,0.000240325927734375,0.00024080276489257812
126,14,11,5,4,2,2,32,54,0,0.321657657623291,0.0001838207244873047,4.673004150390625e-05
127,14,11,5,3,2,2,33,66,2048,0.3387179374694824,0.0001609325408935547,0.12163567543029785
128,15,11,5,4,2,2,33,30,3,0.3418102264404297,0.00018286705017089844,0.0003001689910888672
129,15,11,5,3,2,2,33,33,1,0.4221384525299072,0.0001494884490966797,0.00025153160095214844
130,16,11,5,4,2,2,32,29,2,0.36993932723999023,0.00024199485778808594,0.0003349781036376953
131,16,11,5,3,2,2,33,33,1,0.41219258308410645,0.00020432472229003906,0.0003402233123779297
132,17,11,5,4,2,2,31,28,1,0.3901381492614746,0.00018286705017089844,0.00018405914306640625
133,17,11,5,3,2,2,33,33,1,0.4251668453216553,0.00015044212341308594,0.0002613067626953125
134,18,11,5,4,2,2,52,188,2097152,0.3622431755065918,0.00015091896057128906,42.031495094299316
135,18,11,5,3,2,2,55,220,4194304,0.36948108673095703,0.0001742839813232422,500.87150049209595
136,19,11,5,4,2,2,65,295,48828125,0.5195105075836182,0.0001728534698486328,1125.8660385608673
137,19,11,5,3,2,2,66,330,48828125,0.553337812423706,0.00023555755615234375,7173.479015111923
138,20,11,5,4,2,2,21,19,1,0.3089323043823242,0.00018596649169921875,0.00014710426330566406
139,20,11,5,3,2,2,22,22,1,0.339601993560791,0.0002238750457763672,0.00022745132446289062
140,21,11,5,4,2,2,22,20,2,0.2727189064025879,0.00018548965454101562,0.0001819133758544922
141,21,11,5,3,2,2,22,22,1,0.2739701271057129,0.0002429485321044922,0.00020241737365722656
142,22,11,5,4,2,2,21,19,1,0.32767820358276367,0.00012922286987304688,8.320808410644531e-05
143,22,11,5,3,2,2,22,22,1,0.339672327041626,0.00020360946655273438,0.00019502639770507812
144,23,11,5,4,2,2,21,19,1,0.2818143367767334,0.0001385211944580078,8.58306884765625e-05
145,23,11,5,3,2,2,22,22,1,0.2446897029876709,0.00014853477478027344,0.0001423358917236328
146,24,11,5,4,2,2,21,9,0,0.442425012588501,0.0003192424774169922,8.511543273925781e-05
147,24,11,5,3,2,2,22,11,1,0.43982744216918945,0.00014710426330566406,6.890296936035156e-05
148,25,11,5,4,2,2,21,19,1,0.21719861030578613,0.0001285076141357422,8.225440979003906e-05
149,25,11,5,3,2,2,22,22,1,0.2527463436126709,0.0003070831298828125,0.00031065940856933594
150,26,11,5,4,2,2,32,58,2048,0.49849462509155273,0.0003447532653808594,0.06791567802429199
151,26,11,5,3,2,2,33,66,2048,0.36817288398742676,0.0002067089080810547,0.13262176513671875
152,27,11,5,4,2,2,44,80,4096,0.400745153427124,0.00014138221740722656,0.09563755989074707
153,27,11,5,3,2,2,44,88,2048,0.39580702781677246,0.00015687942504882812,0.2076413631439209
154,28,11,5,4,2,2,22,9,0,0.29506373405456543,0.00013828277587890625,3.719329833984375e-05
155,28,11,5,3,2,2,22,11,1,0.27129483222961426,0.0001518726348876953,7.009506225585938e-05
156,29,11,5,4,2,2,22,20,2,0.33235955238342285,0.00017547607421875,0.00016427040100097656
157,29,11,5,3,2,2,22,22,1,0.30703091621398926,0.0002148151397705078,0.00019598007202148438
158,30,11,5,4,2,2,21,0,0,0.3226156234741211,0.00013327598571777344,3.4332275390625e-05
159,30,11,5,3,2,2,22,0,0,0.30810046195983887,0.00014972686767578125,3.600120544433594e-05
160,31,11,5,4,2,2,53,134,68192,0.4194962978363037,0.00014257431030273438,1.566523551940918
161,31,11,5,3,2,2,55,154,63296,0.5306601524353027,0.0002651214599609375,8.266430616378784
162,32,11,5,4,2,2,21,19,1,0.2897524833679199,0.00013446807861328125,9.584426879882812e-05
163,32,11,5,3,2,2,22,22,1,0.32282447814941406,0.0006232261657714844,0.0006012916564941406
164,33,11,5,4,2,2,21,19,1,0.3437774181365967,0.00029277801513671875,0.00019502639770507812
165,33,11,5,3,2,2,22,22,1,0.38157033920288086,0.00020623207092285156,0.0003101825714111328
166,34,11,5,4,2,2,32,58,2048,0.3255789279937744,0.0001971721649169922,0.04880070686340332
167,34,11,5,3,2,2,33,66,2048,0.36231207847595215,0.00041866302490234375,0.14536523818969727
168,35,11,5,4,2,2,31,56,1024,0.3549950122833252,0.0003070831298828125,0.03662586212158203
169,35,11,5,3,2,2,33,66,2048,0.3762969970703125,0.0001957416534423828,0.12992167472839355
170,36,11,5,4,2,2,21,19,1,0.2672431468963623,0.00013113021850585938,8.106231689453125e-05
171,36,11,5,3,2,2,22,22,1,0.2692911624908447,0.0001499652862548828,0.0001533031463623047
172,37,11,5,4,2,2,32,38,1024,0.3492605686187744,0.00013327598571777344,0.012251615524291992
173,37,11,5,3,2,2,33,44,2048,0.37246227264404297,0.00015592575073242188,0.052362680435180664
174,38,11,5,4,2,2,21,19,1,0.26328611373901367,0.00015282630920410156,8.58306884765625e-05
175,38,11,5,3,2,2,22,22,1,0.30457639694213867,0.0002944469451904297,0.00030517578125
176,39,11,5,4,2,2,53,106,4095,0.49259066581726074,0.00018930435180664062,0.1407480239868164
177,39,11,5,3,2,2,55,121,2049,0.4534187316894531,0.00016808509826660156,0.43099451065063477
178,40,11,5,4,2,2,32,58,2048,0.3398923873901367,0.00014472007751464844,0.03617238998413086
179,40,11,5,3,2,2,33,66,2048,0.4078245162963867,0.0003440380096435547,0.145904541015625
180,41,11,5,4,2,2,42,76,2048,0.5033178329467773,0.00035643577575683594,0.07620978355407715
181,41,11,5,3,2,2,44,88,2048,0.4643442630767822,0.00033473968505859375,0.22418880462646484
182,42,11,5,4,2,2,21,19,1,0.2819969654083252,0.0001366138458251953,8.225440979003906e-05
183,42,11,5,3,2,2,22,22,1,0.29181480407714844,0.00015020370483398438,0.000141143798828125
184,43,11,5,4,2,2,21,19,1,0.3315465450286865,0.0003628730773925781,0.00023412704467773438
185,43,11,5,3,2,2,22,22,1,0.3619844913482666,0.00021696090698242188,0.00019741058349609375
186,44,11,5,4,2,2,21,9,0,0.3737819194793701,0.00014138221740722656,3.4332275390625e-05
187,44,11,5,3,2,2,22,11,1,0.33008480072021484,0.00014448165893554688,6.866455078125e-05
188,45,11,5,4,2,2,32,58,2048,0.32099008560180664,0.00013589859008789062,0.0344696044921875
189,45,11,5,3,2,2,33,66,2048,0.42018604278564453,0.0003018379211425781,0.14376306533813477
190,46,11,5,4,2,2,21,19,1,0.2874908447265625,0.00013113021850585938,8.296966552734375e-05
191,46,11,5,3,2,2,22,22,1,0.3085510730743408,0.00017547607421875,0.00014543533325195312
192,47,11,5,4,2,2,21,19,1,0.26645565032958984,0.00017762184143066406,0.00011730194091796875
193,47,11,5,3,2,2,22,22,1,0.2652552127838135,0.00015234947204589844,0.00014472007751464844
194,48,11,5,4,2,2,21,19,1,0.2674136161804199,0.00016236305236816406,9.012222290039062e-05
195,48,11,5,3,2,2,22,22,1,0.3146939277648926,0.0001995563507080078,0.00020241737365722656
196,49,11,5,4,2,2,22,20,2,0.3134465217590332,0.00019979476928710938,0.0001823902130126953
197,49,11,5,3,2,2,22,22,1,0.3101637363433838,0.00015211105346679688,0.00014662742614746094
198,50,11,5,4,2,2,42,76,2048,0.5047905445098877,0.00021767616271972656,0.06025862693786621
199,50,11,5,3,2,2,44,88,2048,0.4686434268951416,0.00016236305236816406,0.20243382453918457
200,1,12,5,4,2,2,23,21,1,0.34305429458618164,0.0003230571746826172,0.00020933151245117188
201,1,12,5,3,2,2,24,24,1,0.4308609962463379,0.00041961669921875,0.00043845176696777344
202,2,12,5,4,2,2,48,46,6,0.5928711891174316,0.00034046173095703125,0.00133514404296875
203,2,12,5,3,2,2,48,48,1,0.531623363494873,0.0002346038818359375,0.0006957054138183594
204,3,12,5,4,2,2,23,21,1,0.3117234706878662,0.00020766258239746094,0.00013780593872070312
205,3,12,5,3,2,2,24,24,2,0.3119962215423584,0.00015997886657714844,0.0001590251922607422
206,4,12,5,4,2,2,23,21,1,0.2402644157409668,0.0001537799835205078,0.00010442733764648438
207,4,12,5,3,2,2,24,24,1,0.2558715343475342,0.00017070770263671875,0.00016450881958007812
208,5,12,5,4,2,2,23,21,1,0.34375953674316406,0.0001728534698486328,9.489059448242188e-05
209,5,12,5,3,2,2,24,24,1,0.31464266777038574,0.00019049644470214844,0.00019598007202148438
210,6,12,5,4,2,2,23,21,1,0.2710707187652588,0.00015282630920410156,9.632110595703125e-05
211,6,12,5,3,2,2,24,24,1,0.2627542018890381,0.00017380714416503906,0.0001666545867919922
212,7,12,5,4,2,2,23,21,1,0.31143975257873535,0.00015616416931152344,9.632110595703125e-05
213,7,12,5,3,2,2,24,24,1,0.3124370574951172,0.00016617774963378906,0.00016069412231445312
214,8,12,5,4,2,2,35,32,2,0.350813627243042,0.00015211105346679688,0.00018978118896484375
215,8,12,5,3,2,2,36,36,1,0.3898732662200928,0.00017309188842773438,0.0003266334533691406
216,9,12,5,4,2,2,25,23,3,0.27054834365844727,0.00020766258239746094,0.00025773048400878906
217,9,12,5,3,2,2,24,24,1,0.26880359649658203,0.0001838207244873047,0.00016164779663085938
218,10,12,5,4,2,2,23,21,1,0.3006143569946289,0.00014781951904296875,9.417533874511719e-05
219,10,12,5,3,2,2,24,24,1,0.39977145195007324,0.0002617835998535156,0.0004775524139404297
220,11,12,5,4,2,2,23,21,1,0.281890869140625,0.00020623207092285156,0.00013017654418945312
221,11,12,5,3,2,2,24,24,1,0.3347463607788086,0.0003764629364013672,0.00037789344787597656
222,12,12,5,4,2,2,23,21,1,0.3345797061920166,0.00020575523376464844,0.00013303756713867188
223,12,12,5,3,2,2,24,24,1,0.3313560485839844,0.00017523765563964844,0.00016570091247558594
224,13,12,5,4,2,2,23,21,1,0.29477572441101074,0.00020551681518554688,0.0001323223114013672
225,13,12,5,3,2,2,24,24,1,0.35717248916625977,0.00021004676818847656,0.00016379356384277344
226,14,12,5,4,2,2,35,32,2,0.3406076431274414,0.00015163421630859375,0.0002353191375732422
227,14,12,5,3,2,2,36,36,1,0.37940502166748047,0.00017142295837402344,0.0002913475036621094
228,15,12,5,4,2,2,24,22,2,0.37445926666259766,0.0001506805419921875,0.00014257431030273438
229,15,12,5,3,2,2,24,24,1,0.3655211925506592,0.00016689300537109375,0.00015687942504882812
230,16,12,5,4,2,2,23,21,1,0.2951381206512451,0.000156402587890625,9.775161743164062e-05
231,16,12,5,3,2,2,24,24,1,0.3103909492492676,0.0001723766326904297,0.00016427040100097656
232,17,12,5,4,2,2,46,84,4096,0.40343165397644043,0.00017380714416503906,0.09763956069946289
233,17,12,5,3,2,2,48,96,4096,0.416947603225708,0.00016570091247558594,0.440474271774292
234,18,12,5,4,2,2,23,21,1,0.28701138496398926,0.00014829635620117188,9.274482727050781e-05
235,18,12,5,3,2,2,24,24,1,0.267681360244751,0.0001659393310546875,0.00015926361083984375
236,19,12,5,4,2,2,24,22,2,0.35439491271972656,0.0001506805419921875,0.00013947486877441406
237,19,12,5,3,2,2,24,24,1,0.33624958992004395,0.00029349327087402344,0.0002071857452392578
238,20,12,5,4,2,2,23,21,1,0.3105487823486328,0.00015115737915039062,9.34600830078125e-05
239,20,12,5,3,2,2,24,24,1,0.31389713287353516,0.0001671314239501953,0.0001571178436279297
240,21,12,5,4,2,2,23,21,1,0.33593320846557617,0.00015211105346679688,9.322166442871094e-05
241,21,12,5,3,2,2,24,24,1,0.33240795135498047,0.0002224445343017578,0.00022363662719726562
242,22,12,5,4,2,2,23,21,1,0.32243990898132324,0.00025653839111328125,0.0001442432403564453
243,22,12,5,3,2,2,24,24,1,0.36005234718322754,0.0001704692840576172,0.0001609325408935547
244,23,12,5,4,2,2,35,64,4096,0.4151327610015869,0.00018596649169921875,0.08412671089172363
245,23,12,5,3,2,2,36,72,4096,0.4170079231262207,0.0001747608184814453,0.2557082176208496
246,24,12,5,4,2,2,23,21,1,0.3137350082397461,0.00015354156494140625,9.822845458984375e-05
247,24,12,5,3,2,2,24,24,1,0.30667567253112793,0.00023794174194335938,0.0001647472381591797
248,25,12,5,4,2,2,57,41,1,0.5457248687744141,0.0003123283386230469,0.000301361083984375
249,25,12,5,3,2,2,60,48,1,0.6113274097442627,0.00033736228942871094,0.0010752677917480469
250,26,12,5,4,2,2,34,62,2048,0.5022580623626709,0.0002162456512451172,0.049947500228881836
251,26,12,5,3,2,2,36,72,4096,0.47676825523376465,0.0002980232238769531,0.2669370174407959
252,27,12,5,4,2,2,23,21,1,0.39717984199523926,0.00022864341735839844,0.0001513957977294922
253,27,12,5,3,2,2,24,24,1,0.4108712673187256,0.00019073486328125,0.00016069412231445312
254,28,12,5,4,2,2,23,21,1,0.3178374767303467,0.0001552104949951172,9.72747802734375e-05
255,28,12,5,3,2,2,24,24,1,0.3271677494049072,0.0001823902130126953,0.00016355514526367188
256,29,12,5,4,2,2,23,21,1,0.3061637878417969,0.00020813941955566406,0.00013399124145507812
257,29,12,5,3,2,2,24,24,1,0.30078625679016113,0.00016951560974121094,0.00016236305236816406
258,30,12,5,4,2,2,23,21,1,0.3113372325897217,0.0001556873321533203,9.679794311523438e-05
259,30,12,5,3,2,2,24,24,1,0.3533008098602295,0.0003864765167236328,0.00036144256591796875
260,31,12,5,4,2,2,34,62,2048,0.4446220397949219,0.0002872943878173828,0.0604400634765625
261,31,12,5,3,2,2,36,72,4096,0.4000563621520996,0.00023365020751953125,0.26764798164367676
262,32,12,5,4,2,2,23,21,1,0.3323056697845459,0.00020074844360351562,0.00013375282287597656
263,32,12,5,3,2,2,24,24,1,0.32353854179382324,0.00021910667419433594,0.00022482872009277344
264,33,12,5,4,2,2,58,106,6144,0.48061418533325195,0.00015926361083984375,0.1808922290802002
265,33,12,5,3,2,2,60,120,4096,0.6269893646240234,0.000217437744140625,0.6785178184509277
266,34,12,5,4,2,2,46,84,4096,0.4351541996002197,0.0001804828643798828,0.09988570213317871
267,34,12,5,3,2,2,48,96,4096,0.4472832679748535,0.0001811981201171875,0.43980932235717773
268,35,12,5,4,2,2,29,25,5,0.3968050479888916,0.0003204345703125,0.00063323974609375
269,35,12,5,3,2,2,24,24,1,0.3370082378387451,0.00023627281188964844,0.0002536773681640625
270,36,12,5,4,2,2,35,32,2,0.2871584892272949,0.0001609325408935547,0.0001926422119140625
271,36,12,5,3,2,2,36,36,1,0.2926168441772461,0.00016689300537109375,0.0002837181091308594
272,37,12,5,4,2,2,23,21,1,0.3061099052429199,0.00021600723266601562,0.0001399517059326172
273,37,12,5,3,2,2,24,24,1,0.35980987548828125,0.00025844573974609375,0.00023365020751953125
274,38,12,5,4,2,2,70,128,8192,0.7720987796783447,0.00039124488830566406,0.3176755905151367
275,38,12,5,3,2,2,72,144,4096,0.6342344284057617,0.0002741813659667969,0.972339391708374
276,39,12,5,4,2,2,23,21,1,0.38553285598754883,0.00014781951904296875,9.417533874511719e-05
277,39,12,5,3,2,2,24,24,1,0.3112757205963135,0.00015878677368164062,0.00015044212341308594
278,40,12,5,4,2,2,23,21,1,0.28324389457702637,0.00015544891357421875,9.441375732421875e-05
279,40,12,5,3,2,2,24,24,1,0.3155784606933594,0.00024366378784179688,0.0002353191375732422
280,41,12,5,4,2,2,46,84,4096,0.4504740238189697,0.00034999847412109375,0.13051891326904297
281,41,12,5,3,2,2,48,96,4096,0.47791314125061035,0.00017690658569335938,0.4441370964050293
