i_sample,n_cores,step,method,execution_time
1,2,1,1,0.7777233890374191
1,2,1,2,0.35312697204062715
1,2,1,3,0.3349907019874081
1,2,2,1,0.0005059069953858852
1,2,2,2,0.02850022102938965
1,2,2,3,0.029547673009801656
1,2,3,1,0.14236241299659014
1,2,3,2,0.5351241739699617
1,2,3,3,0.7609979779808782
1,4,1,1,0.6029334720224142
1,4,1,2,0.21310301998164505
1,4,1,3,0.20229890599148348
1,4,2,1,0.0005607589846476912
1,4,2,2,0.04124161700019613
1,4,2,3,0.04055769799742848
1,4,3,1,0.0035653169616125524
1,4,3,2,0.1874661769834347
1,4,3,3,0.20902373304124922
1,8,1,1,0.3695604879758321
1,8,1,2,0.1416014059795998
1,8,1,3,0.1494213089463301
1,8,2,1,0.0004770130035467446
1,8,2,2,0.05980554496636614
1,8,2,3,0.06369397201342508
1,8,3,1,0.00024902098812162876
1,8,3,2,0.28397547802887857
1,8,3,3,0.2729989369981922
1,12,1,1,0.6594580030068755
1,12,1,2,0.24710171902552247
1,12,1,3,0.24295659497147426
1,12,2,1,0.0007283510058186948
1,12,2,2,0.09584096196340397
1,12,2,3,0.07601431699004024
1,12,3,1,0.002124269027262926
1,12,3,2,0.41834392095915973
1,12,3,3,0.40139735501725227
1,16,1,1,0.889631926023867
1,16,1,2,0.3182289859978482
1,16,1,3,0.3020371099701151
1,16,2,1,0.0009393909713253379
1,16,2,2,0.10891972901299596
1,16,2,3,0.08969513699412346
1,16,3,1,75.72984523500782
1,16,3,2,35.88032045803266
1,16,3,3,38.69773019902641
1,20,1,1,0.5402010750258341
1,20,1,2,0.33885037095751613
1,20,1,3,0.3255698819993995
1,20,2,1,0.0005730220000259578
1,20,2,2,0.2118059570202604
1,20,2,3,0.1879586689756252
1,20,3,1,0.37893312599044293
1,20,3,2,1.5276470329845324
1,20,3,3,1.838296141999308
1,24,1,1,0.43062135099899024
1,24,1,2,0.27503888396313414
1,24,1,3,0.3195242130314
1,24,2,1,0.0004234460066072643
1,24,2,2,0.1933190079871565
1,24,2,3,0.17856103304075077
1,24,3,1,0.00026402901858091354
1,24,3,2,1.1894238530076109
1,24,3,3,1.08723858196754
2,2,1,1,0.7500259499647655
2,2,1,2,0.4092901670373976
2,2,1,3,0.37687480595195666
2,2,2,1,0.000988344952929765
2,2,2,2,0.04530772002181038
2,2,2,3,0.03920561098493636
2,2,3,1,16.123212223988958
2,2,3,2,38.07385539798997
2,2,3,3,42.82522452797275
2,4,1,1,0.4937648369814269
2,4,1,2,0.21267153701046482
2,4,1,3,0.20184013398829848
2,4,2,1,0.0009077959693968296
2,4,2,2,0.07000714301830158
2,4,2,3,0.06473092699889094
2,4,3,1,0.01829191402066499
2,4,3,2,0.3718569619813934
2,4,3,3,0.4028053529909812
2,8,1,1,0.473851201008074
2,8,1,2,0.2077628580154851
2,8,1,3,0.2174866339773871
2,8,2,1,0.0004894229932688177
2,8,2,2,0.09985530702397227
2,8,2,3,0.0978288070182316
2,8,3,1,0.00026945798890665174
2,8,3,2,0.5312899620039389
2,8,3,3,0.5219375159940682
2,12,1,1,0.4548194579547271
2,12,1,2,0.4185147510142997
2,12,1,3,0.23591737903188914
