i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,2,2,2,3,22,56,25,3.183765172958374,0.0002574920654296875,0.009656429290771484
1,3,5,2,2,2,4,23,90,13,3.2470414638519287,0.00029969215393066406,0.01174783706665039
1,3,5,2,2,2,5,31,216,17,4.473020076751709,0.0002491474151611328,0.03266334533691406
1,3,5,2,2,2,6,39,408,21,4.768895387649536,0.0002872943878173828,0.11671805381774902
1,4,5,2,2,2,4,27,84,61,2.5056910514831543,0.0001811981201171875,0.015636920928955078
1,4,5,2,2,2,5,28,82,33,3.094129800796509,0.00027751922607421875,0.014693737030029297
1,4,5,2,2,2,6,43,314,83,2.9415268898010254,0.00043845176696777344,0.12121391296386719
1,4,5,2,2,2,7,44,310,65,4.981577157974243,0.0005321502685546875,0.30904173851013184
1,4,5,2,2,2,8,52,544,61,5.4962592124938965,0.0002009868621826172,0.9287991523742676
1,5,5,2,2,2,5,32,80,151,3.7353029251098633,0.00014209747314453125,0.030324220657348633
1,5,5,2,2,2,6,33,110,145,4.084067106246948,0.00013518333435058594,0.06232595443725586
1,5,5,2,2,2,7,41,254,209,2.7075138092041016,0.000457763671875,0.21192550659179688
1,5,5,2,2,2,8,49,320,113,5.956641435623169,0.00016808509826660156,0.8040287494659424
1,5,5,2,2,2,9,57,530,149,5.939518690109253,0.00020456314086914062,1.476600170135498
1,5,5,2,2,2,10,65,680,169,6.580692529678345,0.00025272369384765625,8.354169130325317
1,6,5,2,2,2,6,30,60,513,3.7270171642303467,0.00013399124145507812,0.021918296813964844
1,6,5,2,2,2,7,38,102,289,3.8719239234924316,0.00019049644470214844,0.07454824447631836
1,6,5,2,2,2,8,46,204,513,5.187932968139648,0.00044846534729003906,0.6740036010742188
1,6,5,2,2,2,9,54,408,625,5.4417030811309814,0.00021028518676757812,4.697401523590088
1,6,5,2,2,2,10,62,330,353,6.770996809005737,0.0006158351898193359,4.41132926940918
