i_sample,n_local_networks,n_global_edges,v_topology,n_output_variables,n_clauses_function,step,method,execution_time,n_local_attractors,n_pair_attractors,n_attractor_fields
9,7,7,2,2,2,1,1,0.34375572501448914,24.0,,
9,7,7,2,2,2,1,2,0.15312303300015628,24.0,,
9,7,7,2,2,2,1,3,0.13041071797488257,24.0,,
9,7,7,2,2,2,2,1,0.00026239402359351516,,22.0,
9,7,7,2,2,2,2,2,0.06553584797075018,,22.0,
9,7,7,2,2,2,2,3,0.060076214955188334,,22.0,
9,7,7,2,2,2,3,1,0.0005066979792900383,,,4.0
9,7,7,2,2,2,3,2,0.32542769599240273,,,4.0
9,7,7,2,2,2,3,3,0.3235958989826031,,,4.0
9,7,8,2,2,2,1,1,0.3230240379925817,17.0,,
9,7,8,2,2,2,1,2,0.14396041497820988,17.0,,
9,7,8,2,2,2,1,3,0.13994461199035868,17.0,,
9,7,8,2,2,2,2,1,0.00021825399016961455,,29.0,
9,7,8,2,2,2,2,2,0.06579733401304111,,29.0,
9,7,8,2,2,2,2,3,0.06841896602418274,,29.0,
9,7,8,2,2,2,3,1,0.00026546703884378076,,,1.0
9,7,8,2,2,2,3,2,0.3663866050192155,,,1.0
9,7,8,2,2,2,3,3,0.3719023910234682,,,1.0
9,7,9,2,2,2,1,1,0.6192714169737883,72.0,,
9,7,9,2,2,2,1,2,0.19380516197998077,72.0,,
9,7,9,2,2,2,1,3,0.1854682780103758,72.0,,
9,7,9,2,2,2,2,1,0.0005770290154032409,,480.0,
9,7,9,2,2,2,2,2,0.06439722498180345,,480.0,
9,7,9,2,2,2,2,3,0.06822606403147802,,480.0,
9,7,9,2,2,2,3,1,30.084419674996752,,,16384.0
9,7,9,2,2,2,3,2,24.34346134401858,,,16384.0
9,7,9,2,2,2,3,3,24.196433220000472,,,16384.0
9,7,10,2,2,2,1,1,0.3169266150216572,20.0,,
9,7,10,2,2,2,1,2,0.1450219330145046,20.0,,
9,7,10,2,2,2,1,3,0.13278664799872786,20.0,,
9,7,10,2,2,2,2,1,0.0003619170165620744,,44.0,
9,7,10,2,2,2,2,2,0.09120915504172444,,44.0,
9,7,10,2,2,2,2,3,0.07793819298967719,,44.0,
9,7,10,2,2,2,3,1,0.0006728500011377037,,,1.0
9,7,10,2,2,2,3,2,0.6516289539868012,,,1.0
9,7,10,2,2,2,3,3,0.6608635769807734,,,1.0
9,7,11,2,2,2,1,1,0.5681854520225897,29.0,,
9,7,11,2,2,2,1,2,0.19819810800254345,29.0,,
9,7,11,2,2,2,1,3,0.18390236602863297,29.0,,
9,7,11,2,2,2,2,1,0.0005783560336567461,,60.0,
9,7,11,2,2,2,2,2,0.09559791098581627,,60.0,
9,7,11,2,2,2,2,3,0.12857053900370374,,60.0,
9,7,11,2,2,2,3,1,0.011865266016684473,,,128.0
9,7,11,2,2,2,3,2,0.8492313160095364,,,128.0
9,7,11,2,2,2,3,3,0.7642191089689732,,,128.0
10,7,6,2,2,2,1,1,0.4261904389713891,33.0,,
10,7,6,2,2,2,1,2,0.2670976530062035,33.0,,
10,7,6,2,2,2,1,3,0.2752667779568583,33.0,,
10,7,6,2,2,2,2,1,0.0002801329828798771,,89.0,
10,7,6,2,2,2,2,2,0.08277728600660339,,89.0,
10,7,6,2,2,2,2,3,0.0792843839735724,,89.0,
10,7,6,2,2,2,3,1,0.25989708595443517,,,2187.0
10,7,6,2,2,2,3,2,0.5720024880138226,,,2187.0
10,7,6,2,2,2,3,3,0.6056548819760792,,,2187.0
10,7,7,2,2,2,1,1,0.5607005610363558,63.0,,
10,7,7,2,2,2,1,2,0.2267820509732701,63.0,,
10,7,7,2,2,2,1,3,0.2122637249995023,63.0,,
10,7,7,2,2,2,2,1,0.00038971402682363987,,246.0,
10,7,7,2,2,2,2,2,0.0727048460394144,,246.0,
10,7,7,2,2,2,2,3,0.07208933494985104,,246.0,
10,7,7,2,2,2,3,1,5.58418783597881,,,20906.0
10,7,7,2,2,2,3,2,5.254055351018906,,,20906.0
10,7,7,2,2,2,3,3,4.731334969983436,,,20906.0
10,7,8,2,2,2,1,1,0.543557879049331,34.0,,
10,7,8,2,2,2,1,2,0.18258564796997234,34.0,,
10,7,8,2,2,2,1,3,0.19999316905159503,34.0,,
10,7,8,2,2,2,2,1,0.0005351940053515136,,100.0,
10,7,8,2,2,2,2,2,0.07808632601518184,,100.0,
10,7,8,2,2,2,2,3,0.07331875100499019,,100.0,
10,7,8,2,2,2,3,1,0.03596574696712196,,,128.0
10,7,8,2,2,2,3,2,0.6721437830128707,,,128.0
10,7,8,2,2,2,3,3,0.48974174697650596,,,128.0
10,7,9,2,2,2,1,1,0.5978440420003608,46.0,,
10,7,9,2,2,2,1,2,0.16927124600624666,46.0,,
10,7,9,2,2,2,1,3,0.1572933960123919,46.0,,
10,7,9,2,2,2,2,1,0.0003096060245297849,,171.0,
10,7,9,2,2,2,2,2,0.06494387297425419,,171.0,
10,7,9,2,2,2,2,3,0.07450200198218226,,171.0,
10,7,9,2,2,2,3,1,0.6237641680054367,,,648.0
10,7,9,2,2,2,3,2,1.087108981970232,,,648.0
10,7,9,2,2,2,3,3,1.152441592013929,,,648.0
10,7,10,2,2,2,1,1,0.48434329498559237,40.0,,
10,7,10,2,2,2,1,2,0.18459477298893034,40.0,,
10,7,10,2,2,2,1,3,0.1852732109837234,40.0,,
10,7,10,2,2,2,2,1,0.000445098034106195,,144.0,
10,7,10,2,2,2,2,2,0.08463492500595748,,144.0,
10,7,10,2,2,2,2,3,0.06872207700507715,,144.0,
10,7,10,2,2,2,3,1,0.13070656504714862,,,132.0
10,7,10,2,2,2,3,2,0.6644775139866397,,,132.0
10,7,10,2,2,2,3,3,0.6995828869985417,,,132.0
10,7,11,2,2,2,1,1,0.7623416360002011,37.0,,
10,7,11,2,2,2,1,2,0.40536041703308,37.0,,
10,7,11,2,2,2,1,3,0.2511108430335298,37.0,,
10,7,11,2,2,2,2,1,0.0009409720078110695,,104.0,
10,7,11,2,2,2,2,2,0.10611216595862061,,104.0,
10,7,11,2,2,2,2,3,0.11056894902139902,,104.0,
10,7,11,2,2,2,3,1,0.012328662967775017,,,2.0
10,7,11,2,2,2,3,2,0.6557831130339764,,,2.0
10,7,11,2,2,2,3,3,0.6129336699959822,,,2.0
