i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,7,5,2,2,2,7,15,2,0,0.7735161781311035,0.0004601478576660156,0.00015926361083984375
1,7,5,2,2,2,8,17,4,0,0.8004910945892334,0.00028586387634277344,8.630752563476562e-05
1,7,5,2,2,2,9,18,13,0,0.732201337814331,0.0003807544708251953,0.00011348724365234375
1,7,5,2,2,2,10,20,16,0,0.826765775680542,0.0003674030303955078,0.00010800361633300781
1,8,5,2,2,2,8,17,7,0,0.7404201030731201,0.0002796649932861328,0.00011086463928222656
1,8,5,2,2,2,9,19,10,0,0.9228222370147705,0.0003192424774169922,0.00013017654418945312
1,8,5,2,2,2,10,20,14,0,0.9220705032348633,0.0003407001495361328,0.00014066696166992188
1,8,5,2,2,2,11,22,17,0,0.9393463134765625,0.0003795623779296875,0.0001404285430908203
1,8,5,2,2,2,12,24,20,0,0.9920508861541748,0.00041103363037109375,0.00013899803161621094
2,7,5,2,2,2,7,28,56,128,0.6213185787200928,0.0002624988555908203,0.008463144302368164
2,7,5,2,2,2,8,32,96,128,0.7314705848693848,0.0003299713134765625,0.041686296463012695
2,7,5,2,2,2,9,36,152,128,0.8642282485961914,0.00035190582275390625,0.14188456535339355
2,7,5,2,2,2,10,40,200,128,1.1407699584960938,0.0003840923309326172,0.35897135734558105
2,8,5,2,2,2,8,34,68,256,1.036449670791626,0.00030493736267089844,0.03751206398010254
2,8,5,2,2,2,9,38,92,256,1.444068431854248,0.0005040168762207031,0.10456991195678711
2,8,5,2,2,2,10,42,124,256,1.446408987045288,0.0004608631134033203,0.2835812568664551
2,8,5,2,2,2,11,46,140,256,1.1600091457366943,0.0004305839538574219,0.5023341178894043
2,8,5,2,2,2,12,50,212,256,1.2670257091522217,0.0004608631134033203,1.2080466747283936
3,7,5,2,2,2,7,21,21,9,0.39554405212402344,0.0001914501190185547,0.0005640983581542969
3,7,5,2,2,2,8,23,30,5,0.47826480865478516,0.00025463104248046875,0.0011777877807617188
3,7,5,2,2,2,9,25,45,5,0.5729010105133057,0.00029921531677246094,0.0022802352905273438
3,7,5,2,2,2,10,27,58,5,0.7357494831085205,0.000331878662109375,0.003490447998046875
3,8,5,2,2,2,8,24,21,1,0.5481843948364258,0.0002720355987548828,0.0003509521484375
3,8,5,2,2,2,9,26,29,1,0.6392648220062256,0.00030922889709472656,0.0005669593811035156
3,8,5,2,2,2,10,28,38,1,0.7058897018432617,0.00033926963806152344,0.0010831356048583984
3,8,5,2,2,2,11,30,53,1,0.7765824794769287,0.00039267539978027344,0.0019519329071044922
3,8,5,2,2,2,12,32,74,1,0.8483185768127441,0.0004210472106933594,0.004422426223754883
4,7,5,2,2,2,7,21,4,0,0.6675934791564941,0.0002548694610595703,9.703636169433594e-05
4,7,5,2,2,2,8,23,6,0,0.7928173542022705,0.0002899169921875,9.846687316894531e-05
4,7,5,2,2,2,9,25,8,0,0.9898009300231934,0.0003173351287841797,0.00010061264038085938
4,7,5,2,2,2,10,27,10,0,0.9221251010894775,0.00035309791564941406,9.989738464355469e-05
4,8,5,2,2,2,8,24,6,0,0.7252843379974365,0.00028824806213378906,0.00010585784912109375
4,8,5,2,2,2,9,26,8,0,0.8427414894104004,0.00031948089599609375,0.00010657310485839844
4,8,5,2,2,2,10,28,14,0,0.8487210273742676,0.0003387928009033203,0.0001163482666015625
4,8,5,2,2,2,11,30,17,0,1.0492956638336182,0.00038623809814453125,0.00012493133544921875
4,8,5,2,2,2,12,32,20,0,1.0700592994689941,0.00041294097900390625,0.00013875961303710938
5,7,5,2,2,2,7,42,88,2048,0.7051777839660645,0.00031185150146484375,0.08585190773010254
5,7,5,2,2,2,8,50,124,2048,0.9006967544555664,0.0003159046173095703,0.23125433921813965
5,7,5,2,2,2,9,58,188,1024,1.3948516845703125,0.0006415843963623047,0.556873083114624
5,7,5,2,2,2,10,66,300,512,1.5574228763580322,0.0005426406860351562,1.2494628429412842
5,8,5,2,2,2,8,47,132,2048,1.1389217376708984,0.0003235340118408203,0.41364145278930664
5,8,5,2,2,2,9,55,200,2048,1.3459792137145996,0.0004200935363769531,1.774690866470337
5,8,5,2,2,2,10,56,232,2048,1.3581128120422363,0.0008552074432373047,2.484675168991089
5,8,5,2,2,2,11,64,268,2048,1.4671406745910645,0.00045561790466308594,4.757890462875366
5,8,5,2,2,2,12,72,336,1024,1.422781229019165,0.0005552768707275391,9.785636186599731
6,7,5,2,2,2,7,81,622,285516,1.6322457790374756,0.00045943260192871094,13.923032760620117
6,7,5,2,2,2,8,95,1250,325647,1.9876089096069336,0.0006272792816162109,551.4224219322205
6,7,5,2,2,2,9,98,1335,253206,1.9180266857147217,0.0006957054138183594,834.4549751281738
6,7,5,2,2,2,10,112,1756,222327,2.2968332767486572,0.0007822513580322266,1932.7327568531036
6,8,5,2,2,2,8,80,408,1292941,1.59051513671875,0.0005478858947753906,46.58074998855591
6,8,5,2,2,2,9,94,813,1564821,2.054516553878784,0.00044846534729003906,1267.5974457263947
6,8,5,2,2,2,10,108,1150,1482660,2.3005287647247314,0.0006003379821777344,4053.0850732326508
6,8,5,2,2,2,11,122,1571,1278981,2.7833821773529053,0.0006785392761230469,12848.391890764236
6,8,5,2,2,2,12,136,2068,1390167,3.0246260166168213,0.0007510185241699219,29431.208826303482
7,7,5,2,2,2,7,42,162,2952,1.1260766983032227,0.0004467964172363281,0.09781289100646973
7,7,5,2,2,2,8,50,260,3336,1.387293815612793,0.00041675567626953125,0.8083198070526123
7,7,5,2,2,2,9,51,318,2992,1.425732135772705,0.0006251335144042969,2.0084452629089355
7,7,5,2,2,2,10,59,456,3760,1.5620715618133545,0.0008006095886230469,6.472570419311523
7,8,5,2,2,2,8,47,204,11232,1.3159511089324951,0.00036525726318359375,1.8600800037384033
7,8,5,2,2,2,9,55,382,11776,1.4803385734558105,0.0003991127014160156,9.397918462753296
7,8,5,2,2,2,10,63,520,13856,1.690565824508667,0.0006809234619140625,32.48136568069458
7,8,5,2,2,2,11,71,606,14816,1.9841716289520264,0.0008649826049804688,71.69613122940063
7,8,5,2,2,2,12,79,764,16832,2.0692782402038574,0.0006127357482910156,181.84889602661133
8,7,5,2,2,2,7,15,6,0,0.9405028820037842,0.00034737586975097656,0.00013208389282226562
8,7,5,2,2,2,8,16,10,0,0.9082365036010742,0.0002818107604980469,0.0001049041748046875
8,7,5,2,2,2,9,18,13,0,1.1502258777618408,0.0003800392150878906,0.0001380443572998047
8,7,5,2,2,2,10,20,16,0,1.276766300201416,0.0003490447998046875,0.00011706352233886719
8,8,5,2,2,2,8,17,8,0,1.0763568878173828,0.0002703666687011719,9.751319885253906e-05
8,8,5,2,2,2,9,18,11,0,1.1419553756713867,0.00030350685119628906,0.00010037422180175781
8,8,5,2,2,2,10,20,14,0,1.2461187839508057,0.00032258033752441406,0.00010132789611816406
8,8,5,2,2,2,11,22,17,0,1.3863346576690674,0.0003707408905029297,0.00010824203491210938
8,8,5,2,2,2,12,24,20,0,1.5562140941619873,0.0004966259002685547,0.0001385211944580078
9,7,5,2,2,2,7,15,17,1,0.8087849617004395,0.0002522468566894531,0.0002429485321044922
9,7,5,2,2,2,8,17,23,1,1.0099945068359375,0.0003027915954589844,0.00040793418884277344
9,7,5,2,2,2,9,19,29,1,1.1329727172851562,0.00031876564025878906,0.0006272792816162109
9,7,5,2,2,2,10,20,32,1,1.1652631759643555,0.00035071372985839844,0.0007688999176025391
9,8,5,2,2,2,8,17,15,1,0.9257254600524902,0.0002837181091308594,0.00020766258239746094
9,8,5,2,2,2,9,19,22,1,1.0021045207977295,0.00033473968505859375,0.0002911090850830078
9,8,5,2,2,2,10,21,26,1,1.228353500366211,0.0004324913024902344,0.0006427764892578125
9,8,5,2,2,2,11,23,36,1,1.3878977298736572,0.0003960132598876953,0.0009074211120605469
9,8,5,2,2,2,12,25,52,1,1.615823745727539,0.00042176246643066406,0.0013966560363769531
10,7,5,2,2,2,7,15,13,1,0.9130127429962158,0.0003376007080078125,0.00024628639221191406
10,7,5,2,2,2,8,17,24,1,1.0526008605957031,0.00037217140197753906,0.0004563331604003906
10,7,5,2,2,2,9,19,28,1,1.2005329132080078,0.00032973289489746094,0.0004222393035888672
10,7,5,2,2,2,10,21,41,1,1.409294605255127,0.0004334449768066406,0.0008053779602050781
10,8,5,2,2,2,8,16,16,2,0.9122164249420166,0.0002639293670654297,0.00022482872009277344
10,8,5,2,2,2,9,18,22,2,1.082838773727417,0.00026154518127441406,0.0003058910369873047
10,8,5,2,2,2,10,20,30,2,1.2817058563232422,0.00046539306640625,0.0007524490356445312
10,8,5,2,2,2,11,22,40,2,1.4348795413970947,0.00033926963806152344,0.0009758472442626953
10,8,5,2,2,2,12,24,52,2,1.460010051727295,0.0003814697265625,0.0018448829650878906
11,7,5,2,2,2,7,15,5,0,0.7378191947937012,0.0004127025604248047,0.00015401840209960938
11,7,5,2,2,2,8,17,7,0,0.8544139862060547,0.00031876564025878906,9.560585021972656e-05
11,7,5,2,2,2,9,19,10,0,0.9220843315124512,0.00030994415283203125,9.965896606445312e-05
11,7,5,2,2,2,10,20,16,0,0.9872915744781494,0.0005195140838623047,0.00015807151794433594
11,8,5,2,2,2,8,17,8,0,0.8638739585876465,0.0004215240478515625,0.00012803077697753906
11,8,5,2,2,2,9,18,11,0,0.8511075973510742,0.0002930164337158203,9.942054748535156e-05
11,8,5,2,2,2,10,20,14,0,0.9473409652709961,0.00034308433532714844,9.679794311523438e-05
11,8,5,2,2,2,11,22,17,0,1.0572409629821777,0.00044035911560058594,0.0001232624053955078
11,8,5,2,2,2,12,24,20,0,1.2383623123168945,0.0005402565002441406,0.00015020370483398438
12,7,5,2,2,2,7,57,235,47996,1.3606925010681152,0.0004601478576660156,1.4141020774841309
12,7,5,2,2,2,8,67,428,54056,1.6647117137908936,0.0004839897155761719,10.24109435081482
12,7,5,2,2,2,9,69,495,46031,1.7167706489562988,0.00040411949157714844,20.83753252029419
12,7,5,2,2,2,10,79,782,46745,1.9010365009307861,0.0005397796630859375,129.41854166984558
12,8,5,2,2,2,8,64,288,222706,1.5346932411193848,0.0003552436828613281,10.028320789337158
12,8,5,2,2,2,9,74,481,226006,1.9434175491333008,0.0006539821624755859,112.94515752792358
12,8,5,2,2,2,10,84,674,233266,2.0432910919189453,0.00047898292541503906,352.80095911026
12,8,5,2,2,2,11,94,857,241291,2.3120834827423096,0.0007162094116210938,914.7917847633362
12,8,5,2,2,2,12,104,1272,270331,2.536350965499878,0.0007007122039794922,2307.654862165451
13,7,5,2,2,2,7,25,54,192,0.8457767963409424,0.00036787986755371094,0.00852656364440918
13,7,5,2,2,2,8,29,72,192,0.964799165725708,0.0003123283386230469,0.02666497230529785
13,7,5,2,2,2,9,33,106,192,1.0951616764068604,0.0004489421844482422,0.11407971382141113
13,7,5,2,2,2,10,37,156,192,1.2294855117797852,0.0006756782531738281,0.2691788673400879
13,8,5,2,2,2,8,28,68,384,0.949744462966919,0.00030684471130371094,0.01743769645690918
13,8,5,2,2,2,9,28,74,256,0.9820160865783691,0.0004889965057373047,0.028773069381713867
13,8,5,2,2,2,10,32,108,256,1.1116294860839844,0.0006303787231445312,0.08502078056335449
13,8,5,2,2,2,11,36,126,256,1.2502503395080566,0.0004241466522216797,0.16221952438354492
13,8,5,2,2,2,12,40,176,256,1.3525416851043701,0.0005457401275634766,0.42626333236694336
14,7,5,2,2,2,7,24,40,16,0.85988450050354,0.0002586841583251953,0.0014765262603759766
14,7,5,2,2,2,8,28,60,16,1.0099992752075195,0.0004482269287109375,0.0067768096923828125
14,7,5,2,2,2,9,32,70,8,1.1253423690795898,0.0005428791046142578,0.007050514221191406
14,7,5,2,2,2,10,36,88,4,1.2539284229278564,0.00042700767517089844,0.005526304244995117
14,8,5,2,2,2,8,27,38,8,0.9707603454589844,0.0003910064697265625,0.006910800933837891
14,8,5,2,2,2,9,28,44,8,1.0156707763671875,0.0003974437713623047,0.005797624588012695
14,8,5,2,2,2,10,32,60,8,1.1640887260437012,0.0006120204925537109,0.015825271606445312
14,8,5,2,2,2,11,36,84,8,1.2202625274658203,0.0004169940948486328,0.027152061462402344
14,8,5,2,2,2,12,40,108,4,1.204742431640625,0.0004787445068359375,0.03565716743469238
15,7,5,2,2,2,7,33,78,619,1.2439558506011963,0.0003693103790283203,0.03151655197143555
15,7,5,2,2,2,8,39,188,799,1.4639570713043213,0.0005533695220947266,0.1832735538482666
15,7,5,2,2,2,9,45,238,951,1.6030187606811523,0.0003895759582519531,0.44937610626220703
15,7,5,2,2,2,10,51,302,1167,1.8168883323669434,0.00045418739318847656,0.697110652923584
15,8,5,2,2,2,8,37,84,2395,1.360572338104248,0.0005178451538085938,0.05660724639892578
15,8,5,2,2,2,9,38,110,1513,1.4144959449768066,0.0004296302795410156,0.12943100929260254
15,8,5,2,2,2,10,44,216,2101,1.630171775817871,0.00039386749267578125,0.8600239753723145
15,8,5,2,2,2,11,50,298,2101,1.8234703540802002,0.0006191730499267578,2.20024037361145
15,8,5,2,2,2,12,56,362,2101,2.040464162826538,0.0004832744598388672,4.6779608726501465
16,7,5,2,2,2,7,28,84,2187,0.8579633235931396,0.0002789497375488281,0.17773890495300293
16,7,5,2,2,2,8,34,120,2187,1.0169517993927002,0.0003285408020019531,0.45951223373413086
16,7,5,2,2,2,9,40,174,2187,1.1562585830688477,0.00045871734619140625,1.6937541961669922
16,7,5,2,2,2,10,46,246,2187,1.3253633975982666,0.0005042552947998047,2.2918765544891357
16,8,5,2,2,2,8,37,126,6561,1.0707154273986816,0.0003592967987060547,2.013007879257202
16,8,5,2,2,2,9,43,177,6561,1.2400851249694824,0.0006706714630126953,4.135472536087036
16,8,5,2,2,2,10,49,300,6561,1.3887734413146973,0.00046062469482421875,14.232814311981201
16,8,5,2,2,2,11,55,336,6561,1.5664865970611572,0.0005269050598144531,26.426341772079468
16,8,5,2,2,2,12,61,462,6561,1.7013258934020996,0.0006785392761230469,64.17213153839111
17,7,5,2,2,2,7,24,46,128,1.0038211345672607,0.0002589225769042969,0.004650592803955078
17,7,5,2,2,2,8,28,78,128,1.2035603523254395,0.00032258033752441406,0.023253440856933594
17,7,5,2,2,2,9,32,110,128,1.4077842235565186,0.0003254413604736328,0.0607762336730957
17,7,5,2,2,2,10,36,144,128,1.5437414646148682,0.00037598609924316406,0.15072298049926758
17,8,5,2,2,2,8,27,62,256,1.1250739097595215,0.0003070831298828125,0.046072959899902344
17,8,5,2,2,2,9,28,74,256,1.1319119930267334,0.0003218650817871094,0.06536316871643066
17,8,5,2,2,2,10,32,92,256,1.401219367980957,0.00036835670471191406,0.15331244468688965
17,8,5,2,2,2,11,36,142,256,1.569014310836792,0.00041484832763671875,0.43456172943115234
17,8,5,2,2,2,12,40,168,256,1.7090480327606201,0.0004432201385498047,0.9037621021270752
18,7,5,2,2,2,7,24,8,0,0.8146049976348877,0.00025582313537597656,0.0001277923583984375
18,7,5,2,2,2,8,25,12,1,0.8504347801208496,0.00028443336486816406,0.00015854835510253906
18,7,5,2,2,2,9,29,17,1,0.978327751159668,0.0005435943603515625,0.00031280517578125
18,7,5,2,2,2,10,33,22,1,1.1479015350341797,0.00047779083251953125,0.0005016326904296875
18,8,5,2,2,2,8,27,11,0,0.9049391746520996,0.0003268718719482422,0.00017070770263671875
18,8,5,2,2,2,9,31,16,0,1.0523812770843506,0.0003139972686767578,0.00016689300537109375
18,8,5,2,2,2,10,32,18,1,1.0866320133209229,0.0003941059112548828,0.00024509429931640625
18,8,5,2,2,2,11,36,23,1,1.0652363300323486,0.00041222572326660156,0.0003101825714111328
18,8,5,2,2,2,12,40,28,1,1.309211254119873,0.0005037784576416016,0.00037741661071777344
19,7,5,2,2,2,7,21,12,0,1.005462884902954,0.0003085136413574219,0.00015544891357421875
19,7,5,2,2,2,8,23,18,0,1.125145673751831,0.0002853870391845703,0.00012350082397460938
19,7,5,2,2,2,9,25,24,0,1.2126586437225342,0.0003178119659423828,0.00016641616821289062
19,7,5,2,2,2,10,27,30,0,1.3213210105895996,0.0004296302795410156,0.00019788742065429688
19,8,5,2,2,2,8,24,14,0,1.1116943359375,0.0003113746643066406,0.0001327991485595703
19,8,5,2,2,2,9,26,20,0,1.2334685325622559,0.0003185272216796875,0.00012636184692382812
19,8,5,2,2,2,10,28,26,0,1.3401265144348145,0.0003571510314941406,0.0001595020294189453
19,8,5,2,2,2,11,30,32,0,1.467278003692627,0.00051116943359375,0.0002582073211669922
19,8,5,2,2,2,12,32,40,0,1.536775827407837,0.00040912628173828125,0.0001971721649169922
20,7,5,2,2,2,7,27,27,1,1.0651919841766357,0.0003135204315185547,0.0005946159362792969
20,7,5,2,2,2,8,29,37,1,1.1352267265319824,0.00028967857360839844,0.0008785724639892578
20,7,5,2,2,2,9,31,46,1,1.367931604385376,0.00030803680419921875,0.0011181831359863281
20,7,5,2,2,2,10,33,65,1,1.4662346839904785,0.00035643577575683594,0.0019335746765136719
20,8,5,2,2,2,8,31,36,1,1.2087621688842773,0.000335693359375,0.0010001659393310547
20,8,5,2,2,2,9,33,52,1,1.3272500038146973,0.00032067298889160156,0.002205371856689453
20,8,5,2,2,2,10,36,64,1,1.4022321701049805,0.00048041343688964844,0.0038254261016845703
20,8,5,2,2,2,11,38,82,1,1.6636862754821777,0.0005407333374023438,0.005710124969482422
20,8,5,2,2,2,12,40,96,1,1.7210187911987305,0.0004150867462158203,0.00927591323852539
21,7,5,2,2,2,7,36,93,364,0.9972710609436035,0.0004105567932128906,0.027593374252319336
21,7,5,2,2,2,8,40,130,352,1.111637830734253,0.0003848075866699219,0.07898211479187012
21,7,5,2,2,2,9,44,169,288,1.2737765312194824,0.00044417381286621094,0.18314790725708008
21,7,5,2,2,2,10,48,226,262,1.247748851776123,0.0004353523254394531,0.4138944149017334
21,8,5,2,2,2,8,41,110,655,1.2047486305236816,0.0003783702850341797,0.07683038711547852
21,8,5,2,2,2,9,45,169,670,1.2955780029296875,0.0006277561187744141,0.2677586078643799
21,8,5,2,2,2,10,49,218,698,1.380213737487793,0.0006859302520751953,0.664952278137207
21,8,5,2,2,2,11,53,261,566,1.510502815246582,0.0005054473876953125,1.222797155380249
