i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,5,5,2,2,2,5,26,58,32,0.614372730255127,0.00020313262939453125,0.0024373531341552734
1,5,10,2,2,2,5,18,10,0,1.466862678527832,0.0001888275146484375,0.00011968612670898438
1,5,15,2,2,2,5,43,130,675,5.724156618118286,0.0002532005310058594,0.02295660972595215
1,5,20,2,2,2,5,33,63,243,6.558878660202026,0.0002856254577636719,0.008489608764648438
2,5,5,2,2,2,5,29,105,243,0.7803676128387451,0.00034928321838378906,0.03417086601257324
2,5,10,2,2,2,5,22,52,32,1.0622353553771973,0.000225067138671875,0.0039825439453125
2,5,15,2,2,2,5,29,105,243,2.1727867126464844,0.0002560615539550781,0.03325366973876953
2,5,20,2,2,2,5,15,17,1,4.490597724914551,0.000247955322265625,0.0003478527069091797
3,5,5,2,2,2,5,40,96,64,0.974250316619873,0.0003371238708496094,0.021914243698120117
3,5,10,2,2,2,5,18,10,0,1.088881254196167,0.00024247169494628906,0.000152587890625
3,5,15,2,2,2,5,46,148,448,5.627714157104492,0.00030803680419921875,0.1050863265991211
3,5,20,2,2,2,5,36,152,1024,3.581730842590332,0.0002639293670654297,0.15008044242858887
4,5,5,2,2,2,5,20,45,72,0.6896820068359375,0.0002684593200683594,0.011167287826538086
4,5,10,2,2,2,5,40,125,675,1.6222114562988281,0.0001888275146484375,0.20064997673034668
4,5,15,2,2,2,5,25,80,432,1.5333175659179688,0.00018668174743652344,0.05759859085083008
4,5,20,2,2,2,5,25,30,9,4.0845417976379395,0.00027942657470703125,0.003683328628540039
5,5,5,2,2,2,5,22,34,2,0.742131233215332,0.00029277801513671875,0.0008237361907958984
5,5,10,2,2,2,5,15,8,0,1.1942110061645508,0.00018024444580078125,8.273124694824219e-05
5,5,15,2,2,2,5,32,67,24,4.845746040344238,0.0002448558807373047,0.00384521484375
5,5,20,2,2,2,5,41,143,302,3.021719455718994,0.0002338886260986328,0.02716541290283203
6,5,5,2,2,2,5,39,245,3125,0.9188637733459473,0.0003476142883300781,0.5353660583496094
6,5,10,2,2,2,5,18,26,2,1.2138590812683105,0.0002334117889404297,0.0005271434783935547
6,5,15,2,2,2,5,53,123,3,5.747021913528442,0.0002448558807373047,0.014477014541625977
6,5,20,2,2,2,5,34,44,32,6.9742913246154785,0.000255584716796875,0.00334930419921875
7,5,5,2,2,2,5,29,33,9,0.8433315753936768,0.0002319812774658203,0.0007801055908203125
7,5,10,2,2,2,5,18,36,32,1.4357256889343262,0.00025081634521484375,0.0021393299102783203
7,5,15,2,2,2,5,19,19,1,1.0750699043273926,0.00020170211791992188,0.00031495094299316406
7,5,20,2,2,2,5,36,116,432,8.049800634384155,0.0003139972686767578,0.04119300842285156
8,5,5,2,2,2,5,15,21,1,0.6616230010986328,0.00029969215393066406,0.0005080699920654297
8,5,10,2,2,2,5,15,29,1,1.650231122970581,0.00018858909606933594,0.0009832382202148438
8,5,15,2,2,2,5,32,168,1024,2.5323843955993652,0.00021648406982421875,0.1054830551147461
8,5,20,2,2,2,5,19,6,0,4.678898811340332,0.0002567768096923828,0.0001049041748046875
9,5,5,2,2,2,5,15,20,1,0.6692616939544678,0.00019359588623046875,0.00023746490478515625
9,5,10,2,2,2,5,11,7,1,0.8961327075958252,0.00023221969604492188,0.00017189979553222656
9,5,15,2,2,2,5,22,24,2,2.1803627014160156,0.00025844573974609375,0.0006339550018310547
9,5,20,2,2,2,5,41,138,243,5.523421287536621,0.0003485679626464844,0.08745694160461426
10,5,5,2,2,2,5,11,12,1,0.6020383834838867,0.00029754638671875,0.000270843505859375
10,5,10,2,2,2,5,50,300,7776,2.6134259700775146,0.00022482872009277344,1.50612211227417
10,5,15,2,2,2,5,22,48,32,1.850726842880249,0.00024127960205078125,0.0043714046478271484
10,5,20,2,2,2,5,37,57,72,5.802654027938843,0.0003361701965332031,0.010798931121826172
11,5,5,2,2,2,5,18,38,32,0.7407903671264648,0.00020623207092285156,0.0012514591217041016
11,5,10,2,2,2,5,18,28,32,1.4887490272521973,0.0002014636993408203,0.0007987022399902344
11,5,15,2,2,2,5,18,0,0,1.939934253692627,0.00025463104248046875,8.344650268554688e-05
11,5,20,2,2,2,5,49,168,243,3.2436742782592773,0.00022459030151367188,0.030848264694213867
12,5,5,2,2,2,5,18,32,32,0.5602736473083496,0.00028133392333984375,0.0013616085052490234
12,5,10,2,2,2,5,68,222,1024,1.8744797706604004,0.00022840499877929688,0.03568243980407715
12,5,15,2,2,2,5,30,44,32,2.371389865875244,0.00020503997802734375,0.0010080337524414062
12,5,20,2,2,2,5,43,195,3125,7.403645277023315,0.00040149688720703125,0.09398555755615234
13,5,5,2,2,2,5,25,63,72,0.8539965152740479,0.0002288818359375,0.0020482540130615234
13,5,10,2,2,2,5,25,36,9,1.1350972652435303,0.00018644332885742188,0.0004978179931640625
13,5,15,2,2,2,5,19,16,5,2.7725303173065186,0.00022673606872558594,0.00023984909057617188
13,5,20,2,2,2,5,43,180,1600,10.774184703826904,0.0003707408905029297,0.03406071662902832
14,5,5,2,2,2,5,15,10,1,0.6174230575561523,0.00017452239990234375,0.0001399517059326172
14,5,10,2,2,2,5,20,45,72,1.3400380611419678,0.0002300739288330078,0.008871793746948242
14,5,15,2,2,2,5,70,420,10584,4.813623905181885,0.00032448768615722656,7.484074831008911
14,5,20,2,2,2,5,60,215,3811,9.529674291610718,0.00028014183044433594,1.4140002727508545
15,5,5,2,2,2,5,10,10,1,0.335007905960083,0.00021409988403320312,0.0001442432403564453
15,5,10,2,2,2,5,50,90,108,2.081399917602539,0.0002677440643310547,0.013909101486206055
15,5,15,2,2,2,5,10,10,1,1.687875509262085,0.00022721290588378906,0.00015807151794433594
15,5,20,2,2,2,5,30,120,1024,3.0280535221099854,0.0002665519714355469,0.05305290222167969
16,5,5,2,2,2,5,12,18,2,0.5770995616912842,0.0002818107604980469,0.00038743019104003906
16,5,10,2,2,2,5,11,15,1,1.030609369277954,0.00022530555725097656,0.00024437904357910156
16,5,15,2,2,2,5,33,135,243,1.414109468460083,0.000255584716796875,0.04532647132873535
16,5,20,2,2,2,5,58,492,7776,7.2411558628082275,0.0004131793975830078,2.536486864089966
17,5,5,2,2,2,5,15,15,1,0.5715293884277344,0.0002799034118652344,0.00026106834411621094
17,5,10,2,2,2,5,40,175,3125,1.3308310508728027,0.00020623207092285156,0.17516469955444336
17,5,15,2,2,2,5,30,30,0,2.9522931575775146,0.0002391338348388672,0.0001976490020751953
17,5,20,2,2,2,5,10,10,1,1.4814531803131104,0.00019478797912597656,0.0001246929168701172
18,5,5,2,2,2,5,18,32,32,0.8021574020385742,0.00025963783264160156,0.0016787052154541016
18,5,10,2,2,2,5,26,20,4,1.943946361541748,0.0001857280731201172,0.0002751350402832031
18,5,15,2,2,2,5,40,148,1024,2.7409074306488037,0.0002636909484863281,0.12394499778747559
18,5,20,2,2,2,5,11,10,1,2.8645405769348145,0.00030231475830078125,0.00013709068298339844
