i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,2,2,2,3,15,21,10,0.3967139720916748,0.0001499652862548828,0.0003771781921386719
1,4,5,2,2,2,4,21,28,8,0.6519374847412109,0.00014543533325195312,0.0011816024780273438
1,5,5,2,2,2,5,26,43,8,0.9603803157806396,0.0002620220184326172,0.0026903152465820312
1,6,5,2,2,2,6,31,38,32,1.1790001392364502,0.0002269744873046875,0.0032792091369628906
1,7,5,2,2,2,7,36,37,144,1.3293797969818115,0.0003437995910644531,0.0338129997253418
1,8,5,2,2,2,8,41,56,96,1.5200073719024658,0.0003299713134765625,0.04295706748962402
1,9,5,2,2,2,9,46,75,288,1.6866185665130615,0.0005092620849609375,0.11380195617675781
2,3,5,2,2,2,3,9,6,1,0.32564854621887207,0.00012683868408203125,9.703636169433594e-05
2,4,5,2,2,2,4,15,16,2,0.5314726829528809,0.00017261505126953125,0.00034308433532714844
2,5,5,2,2,2,5,18,18,2,0.6825985908508301,0.00031948089599609375,0.0004177093505859375
2,6,5,2,2,2,6,21,20,8,0.7329487800598145,0.0002300739288330078,0.0007152557373046875
2,7,5,2,2,2,7,24,18,16,0.9089212417602539,0.0002651214599609375,0.0006208419799804688
2,8,5,2,2,2,8,27,20,16,0.8426895141601562,0.0004451274871826172,0.0036988258361816406
2,9,5,2,2,2,9,30,26,4,1.001436710357666,0.00032591819763183594,0.0014271736145019531
3,3,5,2,2,2,3,6,3,0,0.314237117767334,0.00014638900756835938,6.771087646484375e-05
3,4,5,2,2,2,4,8,4,0,0.43791866302490234,0.00017142295837402344,8.20159912109375e-05
3,5,5,2,2,2,5,11,6,0,0.6133906841278076,0.0001976490020751953,5.5789947509765625e-05
3,6,5,2,2,2,6,13,5,0,0.7200782299041748,0.0002346038818359375,5.698204040527344e-05
3,7,5,2,2,2,7,15,4,0,0.9271810054779053,0.0002751350402832031,5.91278076171875e-05
3,8,5,2,2,2,8,17,8,0,0.9799304008483887,0.00030994415283203125,6.198883056640625e-05
3,9,5,2,2,2,9,19,7,0,0.990215539932251,0.00033783912658691406,6.628036499023438e-05
4,3,5,2,2,2,3,9,12,2,0.4270923137664795,0.00013375282287597656,0.00021266937255859375
4,4,5,2,2,2,4,15,18,2,0.637200117111206,0.00017595291137695312,0.0004184246063232422
4,5,5,2,2,2,5,18,20,8,0.8907220363616943,0.00023126602172851562,0.0011475086212158203
4,6,5,2,2,2,6,21,24,8,1.1489942073822021,0.0002911090850830078,0.002427339553833008
4,7,5,2,2,2,7,24,28,8,1.2246859073638916,0.0003383159637451172,0.00183868408203125
4,8,5,2,2,2,8,27,36,4,1.4177420139312744,0.0003757476806640625,0.0014293193817138672
4,9,5,2,2,2,9,30,44,16,1.5247595310211182,0.00041103363037109375,0.0028717517852783203
5,3,5,2,2,2,3,6,6,2,0.4324305057525635,0.00016689300537109375,0.00013709068298339844
5,4,5,2,2,2,4,9,9,1,0.5874097347259521,0.0002186298370361328,0.0001659393310546875
5,5,5,2,2,2,5,10,10,2,0.610764741897583,0.00021648406982421875,0.00019311904907226562
5,6,5,2,2,2,6,13,17,1,0.8023595809936523,0.0002655982971191406,0.0002396106719970703
5,7,5,2,2,2,7,15,22,1,0.9088091850280762,0.0003287792205810547,0.0003046989440917969
5,8,5,2,2,2,8,17,18,1,1.0662868022918701,0.0002701282501220703,0.00020503997802734375
