i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,4,2,2,7,8,4,0.2215876579284668,0.00016498565673828125,0.00014066696166992188
2,3,5,4,2,2,10,12,8,0.5586581230163574,0.00012230873107910156,0.0001704692840576172
3,3,5,4,2,2,10,12,8,0.1824018955230713,8.797645568847656e-05,0.00012063980102539062
4,3,5,4,2,2,12,14,8,0.7154765129089355,0.0001513957977294922,0.00021886825561523438
5,3,5,4,2,2,8,5,2,0.8611106872558594,0.00023937225341796875,0.0002186298370361328
6,3,5,4,2,2,8,3,1,0.1794576644897461,0.00010371208190917969,8.654594421386719e-05
7,3,5,4,2,2,8,5,2,0.9583263397216797,0.0001277923583984375,0.00014543533325195312
8,3,5,4,2,2,16,20,16,0.6674690246582031,0.00012969970703125,0.0003066062927246094
9,3,5,4,2,2,5,3,1,0.35054636001586914,8.678436279296875e-05,6.723403930664062e-05
10,3,5,4,2,2,5,3,1,0.42086362838745117,0.00021004676818847656,0.0001800060272216797
11,3,5,4,2,2,9,15,9,0.3985302448272705,0.00023651123046875,0.000324249267578125
12,3,5,4,2,2,7,8,4,0.6653838157653809,0.00012087821960449219,0.0001232624053955078
13,3,5,4,2,2,5,3,1,0.6561272144317627,0.00010418891906738281,8.034706115722656e-05
14,3,5,4,2,2,5,2,0,0.4725813865661621,0.00011014938354492188,6.0558319091796875e-05
15,3,5,4,2,2,8,5,2,0.5728781223297119,0.00015282630920410156,0.0001480579376220703
16,3,5,4,2,2,5,3,1,0.14459562301635742,0.0001354217529296875,0.00010704994201660156
17,3,5,4,2,2,5,3,1,0.751896858215332,9.679794311523438e-05,7.724761962890625e-05
18,3,5,4,2,2,5,3,1,1.0579559803009033,0.00017499923706054688,0.00016260147094726562
19,3,5,4,2,2,13,16,12,0.1702113151550293,0.000141143798828125,0.00029158592224121094
20,3,5,4,2,2,5,1,0,0.1989600658416748,0.00012612342834472656,7.200241088867188e-05
21,3,5,4,2,2,9,6,3,0.13184595108032227,8.630752563476562e-05,7.915496826171875e-05
22,3,5,4,2,2,5,3,1,0.4190230369567871,0.00011992454528808594,8.940696716308594e-05
23,3,5,4,2,2,8,5,2,0.25931596755981445,9.012222290039062e-05,7.891654968261719e-05
24,3,5,4,2,2,5,1,0,0.412992000579834,0.00010204315185546875,5.7697296142578125e-05
25,3,5,4,2,2,5,3,1,0.49242448806762695,0.00011587142944335938,8.7738037109375e-05
26,3,5,4,2,2,5,3,1,0.5299777984619141,9.322166442871094e-05,7.486343383789062e-05
27,3,5,4,2,2,8,10,8,0.22601699829101562,0.00015306472778320312,0.00015163421630859375
28,3,5,4,2,2,11,21,27,0.8913736343383789,0.0001575946807861328,0.0004398822784423828
29,3,5,4,2,2,5,3,1,0.3681521415710449,0.00010752677917480469,8.535385131835938e-05
30,3,5,4,2,2,11,14,12,0.5632047653198242,0.00011086463928222656,0.0001862049102783203
31,3,5,4,2,2,16,36,50,1.0894653797149658,0.00012803077697753906,0.0007116794586181641
32,3,5,4,2,2,11,7,3,0.21876120567321777,9.799003601074219e-05,9.1552734375e-05
33,3,5,4,2,2,14,27,36,0.20687270164489746,0.0001366138458251953,0.000396728515625
34,3,5,4,2,2,6,4,2,0.15298008918762207,9.679794311523438e-05,7.534027099609375e-05
35,3,5,4,2,2,5,3,1,0.37741804122924805,0.00013566017150878906,0.00010991096496582031
