i_sample,n_local_networks,n_global_edges,v_topology,n_output_variables,n_clauses_function,step,method,execution_time,n_local_attractors,n_pair_attractors,n_attractor_fields
38,7,9,2,2,2,2,1,0.0005944650038145483,,66.0,
38,7,9,2,2,2,2,2,0.2653422639996279,,66.0,
38,7,9,2,2,2,2,3,0.24634734301071148,,66.0,
38,7,9,2,2,2,3,1,8.474799687974155e-05,,,0.0
38,7,9,2,2,2,3,2,0.22854005900444463,,,0.0
38,7,9,2,2,2,3,3,0.00015331999748013914,,,0.0
38,7,10,2,2,2,1,1,0.6808970879937988,20.0,,
38,7,10,2,2,2,1,2,0.402357448998373,20.0,,
38,7,10,2,2,2,1,3,0.4104381919896696,20.0,,
38,7,10,2,2,2,2,1,0.0005256599979475141,,0.0,
38,7,10,2,2,2,2,2,0.2766392750054365,,0.0,
38,7,10,2,2,2,2,3,0.24887811399821658,,0.0,
38,7,10,2,2,2,3,1,8.585899195168167e-05,,,0.0
38,7,10,2,2,2,3,2,0.2270340219984064,,,0.0
38,7,10,2,2,2,3,3,0.00019707399769686162,,,0.0
38,7,11,2,2,2,1,1,1.3618000389978988,59.0,,
38,7,11,2,2,2,1,2,0.4972275019972585,59.0,,
38,7,11,2,2,2,1,3,0.48645947000477463,59.0,,
38,7,11,2,2,2,2,1,0.000879169994732365,,336.0,
38,7,11,2,2,2,2,2,0.26012339699082077,,336.0,
38,7,11,2,2,2,2,3,0.2829141980037093,,336.0,
38,7,11,2,2,2,3,1,9.638251134994789,,,1008.0
38,7,11,2,2,2,3,2,5.950345749995904,,,1008.0
38,7,11,2,2,2,3,3,5.858899387996644,,,1008.0
39,7,6,2,2,2,1,1,0.36197179098962806,21.0,,
39,7,6,2,2,2,1,2,0.3466299059946323,21.0,,
39,7,6,2,2,2,1,3,0.34157649098779075,21.0,,
39,7,6,2,2,2,2,1,0.00034134299494326115,,28.0,
39,7,6,2,2,2,2,2,0.2833280220074812,,28.0,
39,7,6,2,2,2,2,3,0.27640778198838234,,28.0,
39,7,6,2,2,2,3,1,0.0002920840051956475,,,1.0
39,7,6,2,2,2,3,2,1.514759152996703,,,1.0
39,7,6,2,2,2,3,3,1.494495035003638,,,1.0
39,7,7,2,2,2,1,1,0.7570798639935674,15.0,,
39,7,7,2,2,2,1,2,0.5250444670091383,15.0,,
39,7,7,2,2,2,1,3,0.46897619900119025,15.0,,
39,7,7,2,2,2,2,1,0.0003700780071085319,,17.0,
39,7,7,2,2,2,2,2,0.30754134099697694,,17.0,
39,7,7,2,2,2,2,3,0.2629581130022416,,17.0,
39,7,7,2,2,2,3,1,0.00024044199381023645,,,1.0
39,7,7,2,2,2,3,2,1.510444068000652,,,1.0
39,7,7,2,2,2,3,3,1.4757266050000908,,,1.0
39,7,8,2,2,2,1,1,0.9687106469937135,34.0,,
39,7,8,2,2,2,1,2,0.6538888409995707,34.0,,
39,7,8,2,2,2,1,3,0.5725810049916618,34.0,,
39,7,8,2,2,2,2,1,0.0005460020038299263,,100.0,
39,7,8,2,2,2,2,2,0.2922565560002113,,100.0,
39,7,8,2,2,2,2,3,0.2718736870010616,,100.0,
39,7,8,2,2,2,3,1,0.03410032500687521,,,128.0
39,7,8,2,2,2,3,2,1.9156685469934018,,,128.0
39,7,8,2,2,2,3,3,1.8879199590010103,,,128.0
39,7,9,2,2,2,1,1,0.724450120003894,38.0,,
39,7,9,2,2,2,1,2,0.394591574993683,38.0,,
39,7,9,2,2,2,1,3,0.3967151310062036,38.0,,
39,7,9,2,2,2,2,1,0.0007029599946690723,,132.0,
39,7,9,2,2,2,2,2,0.25268256399431266,,132.0,
39,7,9,2,2,2,2,3,0.2413160480064107,,132.0,
39,7,9,2,2,2,3,1,0.08106489900092129,,,128.0
39,7,9,2,2,2,3,2,1.8798194960108958,,,128.0
39,7,9,2,2,2,3,3,1.949277133011492,,,128.0
39,7,10,2,2,2,1,1,0.6657912499940721,21.0,,
39,7,10,2,2,2,1,2,0.43153531599091366,21.0,,
39,7,10,2,2,2,1,3,0.40398004700546153,21.0,,
39,7,10,2,2,2,2,1,0.0005578319978667423,,41.0,
39,7,10,2,2,2,2,2,0.3111159339896403,,41.0,
39,7,10,2,2,2,2,3,0.28378100399277173,,41.0,
39,7,10,2,2,2,3,1,0.0008375140023417771,,,1.0
39,7,10,2,2,2,3,2,2.619809746000101,,,1.0
39,7,10,2,2,2,3,3,2.302603606993216,,,1.0
39,7,11,2,2,2,1,1,1.168254653995973,52.0,,
39,7,11,2,2,2,1,2,0.4851883609953802,52.0,,
39,7,11,2,2,2,1,3,0.48720674400101416,52.0,,
39,7,11,2,2,2,2,1,0.0010279109992552549,,408.0,
39,7,11,2,2,2,2,2,0.31086015499022324,,408.0,
39,7,11,2,2,2,2,3,0.2722134409996215,,408.0,
39,7,11,2,2,2,3,1,7.654561032002675,,,2187.0
39,7,11,2,2,2,3,2,6.521098793993588,,,2187.0
39,7,11,2,2,2,3,3,5.082261916992138,,,2187.0
40,7,6,2,2,2,1,1,0.6643120090011507,30.0,,
40,7,6,2,2,2,1,2,0.4164967459946638,30.0,,
40,7,6,2,2,2,1,3,0.4304036730027292,30.0,,
40,7,6,2,2,2,2,1,0.0005547339969780296,,68.0,
40,7,6,2,2,2,2,2,0.26180599399958737,,68.0,
40,7,6,2,2,2,2,3,0.24772497899539303,,68.0,
40,7,6,2,2,2,3,1,0.00431223600753583,,,128.0
40,7,6,2,2,2,3,2,1.3849347249924904,,,128.0
40,7,6,2,2,2,3,3,1.7810686199954944,,,128.0
40,7,7,2,2,2,1,1,0.6236192669894081,33.0,,
40,7,7,2,2,2,1,2,0.453629463998368,33.0,,
40,7,7,2,2,2,1,3,0.44204784800240304,33.0,,
40,7,7,2,2,2,2,1,0.0006065219931770116,,56.0,
40,7,7,2,2,2,2,2,0.2538863980007591,,56.0,
40,7,7,2,2,2,2,3,0.23576639099337626,,56.0,
40,7,7,2,2,2,3,1,0.0018618759931996465,,,45.0
40,7,7,2,2,2,3,2,1.349911344004795,,,45.0
40,7,7,2,2,2,3,3,1.408423863002099,,,45.0
40,7,8,2,2,2,1,1,0.5818790229968727,16.0,,
40,7,8,2,2,2,1,2,0.40312039700802416,16.0,,
40,7,8,2,2,2,1,3,0.3908738650061423,16.0,,
40,7,8,2,2,2,2,1,0.0004147569998167455,,10.0,
40,7,8,2,2,2,2,2,0.25682687599328347,,10.0,
40,7,8,2,2,2,2,3,0.23955977101286408,,10.0,
40,7,8,2,2,2,3,1,0.00012765500287059695,,,0.0
40,7,8,2,2,2,3,2,0.45844511399627663,,,0.0
40,7,8,2,2,2,3,3,0.4669247019919567,,,0.0
40,7,9,2,2,2,1,1,0.6334147809975548,36.0,,
40,7,9,2,2,2,1,2,0.38599436498770956,36.0,,
40,7,9,2,2,2,1,3,0.3915541070018662,36.0,,
40,7,9,2,2,2,2,1,0.00047130900202319026,,112.0,
40,7,9,2,2,2,2,2,0.257322347999434,,112.0,
40,7,9,2,2,2,2,3,0.2385898950014962,,112.0,
40,7,9,2,2,2,3,1,0.040303913003299385,,,128.0
40,7,9,2,2,2,3,2,1.8235248150012922,,,128.0
40,7,9,2,2,2,3,3,1.8754199139948469,,,128.0
40,7,10,2,2,2,1,1,1.0198044670105446,66.0,,
40,7,10,2,2,2,1,2,0.4318312639952637,66.0,,
40,7,10,2,2,2,1,3,0.4246598309982801,66.0,,
40,7,10,2,2,2,2,1,0.0009360769909108058,,572.0,
40,7,10,2,2,2,2,2,0.24820613300835248,,572.0,
40,7,10,2,2,2,2,3,0.25034883100306615,,572.0,
40,7,10,2,2,2,3,1,13.757723718998022,,,4170.0
40,7,10,2,2,2,3,2,7.464058343000943,,,4170.0
40,7,10,2,2,2,3,3,7.3923109400057,,,4170.0
40,7,11,2,2,2,1,1,0.5908884889940964,37.0,,
40,7,11,2,2,2,1,2,0.3283795769966673,37.0,,
40,7,11,2,2,2,1,3,0.3397499999991851,37.0,,
40,7,11,2,2,2,2,1,0.0006366290035657585,,112.0,
40,7,11,2,2,2,2,2,0.21836395699938294,,112.0,
40,7,11,2,2,2,2,3,0.23516437600483187,,112.0,
40,7,11,2,2,2,3,1,0.010557753004832193,,,2.0
40,7,11,2,2,2,3,2,2.223410260005039,,,2.0
40,7,11,2,2,2,3,3,2.3719322519900743,,,2.0
41,7,6,2,2,2,1,1,0.6169067680020817,35.0,,
41,7,6,2,2,2,1,2,0.3245374160032952,35.0,,
41,7,6,2,2,2,1,3,0.3382956140121678,35.0,,
41,7,6,2,2,2,2,1,0.0005125960014993325,,42.0,
41,7,6,2,2,2,2,2,0.28617094400397036,,42.0,
41,7,6,2,2,2,2,3,0.2746560090017738,,42.0,
41,7,6,2,2,2,3,1,0.008174176997272298,,,128.0
41,7,6,2,2,2,3,2,1.3434756529895822,,,128.0
41,7,6,2,2,2,3,3,1.3517232970043551,,,128.0
41,7,7,2,2,2,1,1,0.8542794289969606,35.0,,
41,7,7,2,2,2,1,2,0.3499162029911531,35.0,,
41,7,7,2,2,2,1,3,0.3597026269999333,35.0,,
41,7,7,2,2,2,2,1,0.0004514519969234243,,42.0,
41,7,7,2,2,2,2,2,0.2684038850129582,,42.0,
41,7,7,2,2,2,2,3,0.25305980200937483,,42.0,
41,7,7,2,2,2,3,1,0.003341025992995128,,,9.0
41,7,7,2,2,2,3,2,1.4304340899980161,,,9.0
41,7,7,2,2,2,3,3,1.6246013380005024,,,9.0
41,7,8,2,2,2,1,1,0.38871118100360036,16.0,,
41,7,8,2,2,2,1,2,0.3414715079998132,16.0,,
41,7,8,2,2,2,1,3,0.3374810539971804,16.0,,
41,7,8,2,2,2,2,1,0.0004020140040665865,,22.0,
41,7,8,2,2,2,2,2,0.2449844490038231,,22.0,
41,7,8,2,2,2,2,3,0.2170800909952959,,22.0,
41,7,8,2,2,2,3,1,0.0003049179940717295,,,1.0
41,7,8,2,2,2,3,2,1.57372454200231,,,1.0
41,7,8,2,2,2,3,3,1.5748299770057201,,,1.0
41,7,9,2,2,2,1,1,0.5277839339978527,25.0,,
41,7,9,2,2,2,1,2,0.3644385470106499,25.0,,
41,7,9,2,2,2,1,3,0.35805550499935634,25.0,,
41,7,9,2,2,2,2,1,0.0006571830017492175,,32.0,
41,7,9,2,2,2,2,2,0.26083392500004265,,32.0,
41,7,9,2,2,2,2,3,0.2393812509981217,,32.0,
41,7,9,2,2,2,3,1,0.0005108140030642971,,,1.0
41,7,9,2,2,2,3,2,1.750849735995871,,,1.0
41,7,9,2,2,2,3,3,1.8049292799987597,,,1.0
41,7,10,2,2,2,1,1,0.7606464909913484,46.0,,
41,7,10,2,2,2,1,2,0.540731108005275,46.0,,
41,7,10,2,2,2,1,3,0.39139649500430096,46.0,,
41,7,10,2,2,2,2,1,0.0007613210036652163,,354.0,
41,7,10,2,2,2,2,2,0.25599095699726604,,354.0,
41,7,10,2,2,2,2,3,0.24790706401108764,,354.0,
41,7,10,2,2,2,3,1,9.78337865100184,,,2187.0
41,7,10,2,2,2,3,2,5.675241588003701,,,2187.0
41,7,10,2,2,2,3,3,5.605583686003229,,,2187.0
41,7,11,2,2,2,1,1,0.8557012490055058,29.0,,
41,7,11,2,2,2,1,2,0.37425046499993186,29.0,,
41,7,11,2,2,2,1,3,0.3687319759919774,29.0,,
41,7,11,2,2,2,2,1,0.0007491610012948513,,80.0,
41,7,11,2,2,2,2,2,0.2543407049961388,,80.0,
41,7,11,2,2,2,2,3,0.259779261003132,,80.0,
41,7,11,2,2,2,3,1,0.007599076008773409,,,3.0
41,7,11,2,2,2,3,2,2.2058666579978308,,,3.0
41,7,11,2,2,2,3,3,2.256683191997581,,,3.0
42,7,6,2,2,2,1,1,0.6268680640059756,24.0,,
42,7,6,2,2,2,1,2,0.42010232800384983,24.0,,
42,7,6,2,2,2,1,3,0.41079666498990264,24.0,,
42,7,6,2,2,2,2,1,0.0003930969978682697,,18.0,
42,7,6,2,2,2,2,2,0.2466784690041095,,18.0,
42,7,6,2,2,2,2,3,0.24586874300439376,,18.0,
42,7,6,2,2,2,3,1,0.0008031379984458908,,,8.0
42,7,6,2,2,2,3,2,1.2908989810093772,,,8.0
42,7,6,2,2,2,3,3,1.6338041919952957,,,8.0
42,7,7,2,2,2,1,1,0.6307402480015298,30.0,,
42,7,7,2,2,2,1,2,0.3730086049909005,30.0,,
42,7,7,2,2,2,1,3,0.36420120199909434,30.0,,
42,7,7,2,2,2,2,1,0.0003942930052289739,,60.0,
42,7,7,2,2,2,2,2,0.23773204399913084,,60.0,
42,7,7,2,2,2,2,3,0.2367717159941094,,60.0,
42,7,7,2,2,2,3,1,0.017902681007399224,,,128.0
42,7,7,2,2,2,3,2,1.2999538540025242,,,128.0
42,7,7,2,2,2,3,3,1.471743095011334,,,128.0
42,7,8,2,2,2,1,1,0.8327117000008002,34.0,,
42,7,8,2,2,2,1,2,0.43381796100584324,34.0,,
42,7,8,2,2,2,1,3,0.40141519499593414,34.0,,
42,7,8,2,2,2,2,1,0.0004991899913875386,,50.0,
42,7,8,2,2,2,2,2,0.2367592969967518,,50.0,
42,7,8,2,2,2,2,3,0.23904166799911764,,50.0,
42,7,8,2,2,2,3,1,0.0030630719993496314,,,4.0
42,7,8,2,2,2,3,2,1.4956831470044563,,,4.0
42,7,8,2,2,2,3,3,1.5439904039958492,,,4.0
42,7,9,2,2,2,1,1,0.8733553369966103,47.0,,
42,7,9,2,2,2,1,2,0.39908755000215024,47.0,,
42,7,9,2,2,2,1,3,0.40267896599834785,47.0,,
42,7,9,2,2,2,2,1,0.0005965130112599581,,231.0,
42,7,9,2,2,2,2,2,0.24085529999865685,,231.0,
42,7,9,2,2,2,2,3,0.22149555099895224,,231.0,
42,7,9,2,2,2,3,1,3.932759878996876,,,2187.0
42,7,9,2,2,2,3,2,3.3115096910041757,,,2187.0
42,7,9,2,2,2,3,3,3.1803761150076753,,,2187.0
42,7,10,2,2,2,1,1,0.5899666679906659,21.0,,
42,7,10,2,2,2,1,2,0.3279513580055209,21.0,,
42,7,10,2,2,2,1,3,0.31548517700866796,21.0,,
42,7,10,2,2,2,2,1,0.0004980500089004636,,36.0,
42,7,10,2,2,2,2,2,0.2303242319903802,,36.0,
42,7,10,2,2,2,2,3,0.21971501300868113,,36.0,
42,7,10,2,2,2,3,1,0.0007295019895536825,,,1.0
42,7,10,2,2,2,3,2,1.8800157090008724,,,1.0
42,7,10,2,2,2,3,3,1.9536580749991117,,,1.0
42,7,11,2,2,2,1,1,1.287941103000776,46.0,,
42,7,11,2,2,2,1,2,0.4686850500002038,46.0,,
42,7,11,2,2,2,1,3,0.46260039700428024,46.0,,
42,7,11,2,2,2,2,1,0.000852975994348526,,138.0,
42,7,11,2,2,2,2,2,0.24314534199947957,,138.0,
42,7,11,2,2,2,2,3,0.23786448400642257,,138.0,
42,7,11,2,2,2,3,1,0.04704193799989298,,,4.0
42,7,11,2,2,2,3,2,2.151922592005576,,,4.0
42,7,11,2,2,2,3,3,2.2350319770048372,,,4.0
43,7,6,2,2,2,1,1,0.42654498599586077,15.0,,
43,7,6,2,2,2,1,2,0.3803127729916014,15.0,,
43,7,6,2,2,2,1,3,0.37102960799529683,15.0,,
43,7,6,2,2,2,2,1,0.00032000200008042157,,15.0,
43,7,6,2,2,2,2,2,0.2430506610107841,,15.0,
43,7,6,2,2,2,2,3,0.22848100200644694,,15.0,
43,7,6,2,2,2,3,1,0.00030356200295500457,,,1.0
43,7,6,2,2,2,3,2,1.2789651040075114,,,1.0
43,7,6,2,2,2,3,3,1.2759715779975522,,,1.0
43,7,7,2,2,2,1,1,0.581333791007637,15.0,,
43,7,7,2,2,2,1,2,0.36819381300301757,15.0,,
43,7,7,2,2,2,1,3,0.3881910700001754,15.0,,
43,7,7,2,2,2,2,1,0.0003865750040858984,,15.0,
43,7,7,2,2,2,2,2,0.23556663098861463,,15.0,
43,7,7,2,2,2,2,3,0.21994954299589153,,15.0,
43,7,7,2,2,2,3,1,0.000241008005104959,,,1.0
43,7,7,2,2,2,3,2,1.2979100220109103,,,1.0
43,7,7,2,2,2,3,3,1.47135397499369,,,1.0
43,7,8,2,2,2,1,1,0.8621743200055789,28.0,,
43,7,8,2,2,2,1,2,0.3942640800087247,28.0,,
43,7,8,2,2,2,1,3,0.4023445499915397,28.0,,
43,7,8,2,2,2,2,1,0.0005488120077643543,,52.0,
43,7,8,2,2,2,2,2,0.2495266299956711,,52.0,
43,7,8,2,2,2,2,3,0.22204855098971166,,52.0,
43,7,8,2,2,2,3,1,0.004368809997686185,,,31.0
43,7,8,2,2,2,3,2,1.4855189900117693,,,31.0
43,7,8,2,2,2,3,3,1.5992286989931017,,,31.0
43,7,9,2,2,2,1,1,0.865587610998773,65.0,,
43,7,9,2,2,2,1,2,0.4321007990074577,65.0,,
43,7,9,2,2,2,1,3,0.42477635901013855,65.0,,
43,7,9,2,2,2,2,1,0.0008168539934558794,,524.0,
43,7,9,2,2,2,2,2,0.24568899199948646,,524.0,
43,7,9,2,2,2,2,3,0.2213913239975227,,524.0,
43,7,9,2,2,2,3,1,36.817103523004334,,,16384.0
43,7,9,2,2,2,3,2,14.782088713996927,,,16384.0
43,7,9,2,2,2,3,3,14.845987783002784,,,16384.0
43,7,10,2,2,2,1,1,0.5830139000026975,34.0,,
43,7,10,2,2,2,1,2,0.4222172709996812,34.0,,
43,7,10,2,2,2,1,3,0.6286059050034964,34.0,,
43,7,10,2,2,2,2,1,0.0005120260029798374,,90.0,
43,7,10,2,2,2,2,2,0.1943738330010092,,90.0,
43,7,10,2,2,2,2,3,0.23362210800405592,,90.0,
43,7,10,2,2,2,3,1,0.012536753987660632,,,26.0
43,7,10,2,2,2,3,2,1.8792641340114642,,,26.0
43,7,10,2,2,2,3,3,2.0050423270004103,,,26.0
43,7,11,2,2,2,1,1,1.2960358319978695,52.0,,
43,7,11,2,2,2,1,2,0.4403390660008881,52.0,,
43,7,11,2,2,2,1,3,0.46724092100339476,52.0,,
43,7,11,2,2,2,2,1,0.0008868399891071022,,376.0,
43,7,11,2,2,2,2,2,0.23258617499959655,,376.0,
43,7,11,2,2,2,2,3,0.23003368999343365,,376.0,
43,7,11,2,2,2,3,1,3.646019396997872,,,1073.0
43,7,11,2,2,2,3,2,4.30341194900393,,,1073.0
43,7,11,2,2,2,3,3,3.7692412110045552,,,1073.0
44,7,6,2,2,2,1,1,0.38822700100718066,14.0,,
44,7,6,2,2,2,1,2,0.2638358879921725,14.0,,
44,7,6,2,2,2,1,3,0.25370739900972694,14.0,,
44,7,6,2,2,2,2,1,0.00027202299679629505,,0.0,
44,7,6,2,2,2,2,2,0.20485041401116177,,0.0,
44,7,6,2,2,2,2,3,0.22048599399568047,,0.0,
44,7,6,2,2,2,3,1,8.712599810678512e-05,,,0.0
44,7,6,2,2,2,3,2,0.2250025869871024,,,0.0
44,7,6,2,2,2,3,3,0.00013877899618819356,,,0.0
44,7,7,2,2,2,1,1,0.5590621680021286,49.0,,
44,7,7,2,2,2,1,2,0.30038013799639884,49.0,,
44,7,7,2,2,2,1,3,0.3079262050014222,49.0,,
44,7,7,2,2,2,2,1,0.0006186729879118502,,161.0,
44,7,7,2,2,2,2,2,0.23668802800239064,,161.0,
44,7,7,2,2,2,2,3,0.22560582400183193,,161.0,
44,7,7,2,2,2,3,1,0.2125884959968971,,,5323.0
44,7,7,2,2,2,3,2,1.5015435440000147,,,5323.0
44,7,7,2,2,2,3,3,1.4812624529877212,,,5323.0
44,7,8,2,2,2,1,1,0.6175446220004233,25.0,,
44,7,8,2,2,2,1,2,0.41734020299918484,25.0,,
44,7,8,2,2,2,1,3,0.4234448370116297,25.0,,
44,7,8,2,2,2,2,1,0.0005667640070896596,,56.0,
44,7,8,2,2,2,2,2,0.26179118700383697,,56.0,
44,7,8,2,2,2,2,3,0.22634583499166183,,56.0,
44,7,8,2,2,2,3,1,0.012788357998942956,,,128.0
44,7,8,2,2,2,3,2,1.4957502689940156,,,128.0
44,7,8,2,2,2,3,3,1.9161309100018116,,,128.0
44,7,9,2,2,2,1,1,0.44849078099650797,18.0,,
44,7,9,2,2,2,1,2,0.33084374500322156,18.0,,
44,7,9,2,2,2,1,3,0.3321811420028098,18.0,,
44,7,9,2,2,2,2,1,0.0005494359938893467,,34.0,
44,7,9,2,2,2,2,2,0.26082421399769373,,34.0,
44,7,9,2,2,2,2,3,0.23066901101265103,,34.0,
44,7,9,2,2,2,3,1,0.0005463199922814965,,,1.0
44,7,9,2,2,2,3,2,1.7835694580135169,,,1.0
44,7,9,2,2,2,3,3,1.830599673994584,,,1.0
44,7,10,2,2,2,1,1,0.847315262988559,33.0,,
44,7,10,2,2,2,1,2,0.4135909150063526,33.0,,
44,7,10,2,2,2,1,3,0.4246214989980217,33.0,,
44,7,10,2,2,2,2,1,0.0005524180014617741,,80.0,
44,7,10,2,2,2,2,2,0.2578412510047201,,80.0,
44,7,10,2,2,2,2,3,0.25243723500170745,,80.0,
44,7,10,2,2,2,3,1,0.004870246004429646,,,2.0
44,7,10,2,2,2,3,2,2.014896806998877,,,2.0
44,7,10,2,2,2,3,3,1.9876994129881496,,,2.0
44,7,11,2,2,2,1,1,0.6618369520001579,37.0,,
44,7,11,2,2,2,1,2,0.33893391099991277,37.0,,
44,7,11,2,2,2,1,3,0.3535272260050988,37.0,,
44,7,11,2,2,2,2,1,0.0007201300031738356,,120.0,
44,7,11,2,2,2,2,2,0.23480317299254239,,120.0,
44,7,11,2,2,2,2,3,0.2110454799985746,,120.0,
44,7,11,2,2,2,3,1,0.017545959999551997,,,2.0
44,7,11,2,2,2,3,2,2.5095155320013873,,,2.0
44,7,11,2,2,2,3,3,2.41205992900359,,,2.0
45,7,6,2,2,2,1,1,0.5353928029944655,15.0,,
45,7,6,2,2,2,1,2,0.40017860900843516,15.0,,
45,7,6,2,2,2,1,3,0.3991033799975412,15.0,,
45,7,6,2,2,2,2,1,0.00043151700810994953,,5.0,
45,7,6,2,2,2,2,2,0.26899087100173347,,5.0,
45,7,6,2,2,2,2,3,0.23834264199831523,,5.0,
45,7,6,2,2,2,3,1,0.00016702299762982875,,,0.0
45,7,6,2,2,2,3,2,0.24255717900814489,,,0.0
45,7,6,2,2,2,3,3,0.00019088000408373773,,,0.0
45,7,7,2,2,2,1,1,0.626967317002709,54.0,,
45,7,7,2,2,2,1,2,0.43352565000532195,54.0,,
45,7,7,2,2,2,1,3,0.4237817560060648,54.0,,
45,7,7,2,2,2,2,1,0.0009406280005350709,,132.0,
45,7,7,2,2,2,2,2,0.25538565999886487,,132.0,
45,7,7,2,2,2,2,3,0.24805483799718786,,132.0,
45,7,7,2,2,2,3,1,0.5615098229900468,,,1024.0
45,7,7,2,2,2,3,2,1.4953758209885564,,,1024.0
45,7,7,2,2,2,3,3,1.5660630679922178,,,1024.0
45,7,8,2,2,2,1,1,0.8147864299971843,57.0,,
45,7,8,2,2,2,1,2,0.3877420539938612,57.0,,
45,7,8,2,2,2,1,3,0.39552060700953007,57.0,,
45,7,8,2,2,2,2,1,0.0007142969989217818,,228.0,
45,7,8,2,2,2,2,2,0.21836045700183604,,228.0,
45,7,8,2,2,2,2,3,0.21401890501147136,,228.0,
45,7,8,2,2,2,3,1,2.1611326099955477,,,2187.0
45,7,8,2,2,2,3,2,2.436067399001331,,,2187.0
45,7,8,2,2,2,3,3,2.3541527680063155,,,2187.0
45,7,9,2,2,2,1,1,0.7219888099934906,32.0,,
45,7,9,2,2,2,1,2,0.3647097819921328,32.0,,
45,7,9,2,2,2,1,3,0.5007228019967442,32.0,,
45,7,9,2,2,2,2,1,0.0005200930027058348,,98.0,
45,7,9,2,2,2,2,2,0.21976653499586973,,98.0,
45,7,9,2,2,2,2,3,0.22759768601099495,,98.0,
45,7,9,2,2,2,3,1,0.12201909600116778,,,128.0
45,7,9,2,2,2,3,2,1.7448992089921376,,,128.0
45,7,9,2,2,2,3,3,1.961818265990587,,,128.0
45,7,10,2,2,2,1,1,0.9819431330106454,33.0,,
45,7,10,2,2,2,1,2,0.4121320190024562,33.0,,
45,7,10,2,2,2,1,3,0.4148785690049408,33.0,,
45,7,10,2,2,2,2,1,0.0007800629973644391,,152.0,
45,7,10,2,2,2,2,2,0.2747725280059967,,152.0,
45,7,10,2,2,2,2,3,0.2896442119963467,,152.0,
45,7,10,2,2,2,3,1,0.23681030799343716,,,128.0
45,7,10,2,2,2,3,2,2.5283588689926546,,,128.0
45,7,10,2,2,2,3,3,2.2590080899972236,,,128.0
45,7,11,2,2,2,1,1,0.5430684339953586,22.0,,
45,7,11,2,2,2,1,2,0.357476574004977,22.0,,
45,7,11,2,2,2,1,3,0.32691433699801564,22.0,,
45,7,11,2,2,2,2,1,0.0005357430054573342,,58.0,
45,7,11,2,2,2,2,2,0.2593110479938332,,58.0,
45,7,11,2,2,2,2,3,0.23546069700387307,,58.0,
45,7,11,2,2,2,3,1,0.0019503669900586829,,,1.0
45,7,11,2,2,2,3,2,2.3150174180045724,,,1.0
45,7,11,2,2,2,3,3,2.288982455007499,,,1.0
46,7,6,2,2,2,1,1,0.6272560939978575,30.0,,
46,7,6,2,2,2,1,2,0.4119902539969189,30.0,,
46,7,6,2,2,2,1,3,0.42248981399461627,30.0,,
46,7,6,2,2,2,2,1,0.0005110519996378571,,46.0,
46,7,6,2,2,2,2,2,0.24615224300941918,,46.0,
46,7,6,2,2,2,2,3,0.2303999799914891,,46.0,
46,7,6,2,2,2,3,1,0.0009918060095515102,,,4.0
46,7,6,2,2,2,3,2,1.2476753230002942,,,4.0
46,7,6,2,2,2,3,3,1.6168050410051364,,,4.0
46,7,7,2,2,2,1,1,0.5839188579993788,45.0,,
46,7,7,2,2,2,1,2,0.3844585430051666,45.0,,
46,7,7,2,2,2,1,3,0.42261349099862855,45.0,,
46,7,7,2,2,2,2,1,0.000528792996192351,,153.0,
46,7,7,2,2,2,2,2,0.23371969599975273,,153.0,
46,7,7,2,2,2,2,3,0.2258387910114834,,153.0,
46,7,7,2,2,2,3,1,0.5559842030052096,,,2187.0
46,7,7,2,2,2,3,2,1.783377968997229,,,2187.0
46,7,7,2,2,2,3,3,1.5698061059956672,,,2187.0
46,7,8,2,2,2,1,1,1.003922974006855,56.0,,
46,7,8,2,2,2,1,2,0.4856546170049114,56.0,,
46,7,8,2,2,2,1,3,0.5062808460061206,56.0,,
46,7,8,2,2,2,2,1,0.0009135580039583147,,240.0,
46,7,8,2,2,2,2,2,0.24862010398646817,,240.0,
46,7,8,2,2,2,2,3,0.2412184690037975,,240.0,
46,7,8,2,2,2,3,1,3.1016047059965786,,,2916.0
46,7,8,2,2,2,3,2,2.9344428370095557,,,2916.0
46,7,8,2,2,2,3,3,2.873351015994558,,,2916.0
46,7,9,2,2,2,1,1,0.5521185609977692,32.0,,
46,7,9,2,2,2,1,2,0.3096547609893605,32.0,,
46,7,9,2,2,2,1,3,0.33230724299210124,32.0,,
46,7,9,2,2,2,2,1,0.0006371979980031028,,94.0,
46,7,9,2,2,2,2,2,0.25978306199249346,,94.0,
46,7,9,2,2,2,2,3,0.23105609300546348,,94.0,
46,7,9,2,2,2,3,1,0.004822204005904496,,,4.0
46,7,9,2,2,2,3,2,1.7875851900025737,,,4.0
46,7,9,2,2,2,3,3,1.8439078079973115,,,4.0
46,7,10,2,2,2,1,1,1.1896653150033671,92.0,,
46,7,10,2,2,2,1,2,0.5064315909985453,92.0,,
46,7,10,2,2,2,1,3,0.5170127820019843,92.0,,
46,7,10,2,2,2,2,1,0.001971966994460672,,1344.0,
46,7,10,2,2,2,2,2,0.23664653299783822,,1344.0,
46,7,10,2,2,2,2,3,0.22187367000151426,,1344.0,
46,7,10,2,2,2,3,1,2506.976036995009,,,279936.0
46,7,10,2,2,2,3,2,926.2717303489917,,,279936.0
46,7,10,2,2,2,3,3,929.7482185879926,,,279936.0
