i_sample,n_cores,step,method,execution_time
1,2,1,1,
1,2,1,2,0.26284529600161477
1,2,1,3,0.25235974499810254
1,2,2,1,
1,2,2,2,0.02262703900123597
1,2,2,3,0.026601148001645925
1,2,3,1,
1,2,3,2,10.040987615000631
1,2,3,3,9.768296164002095
1,4,1,1,
1,4,1,2,0.12303366199921584
1,4,1,3,0.1322805089985195
1,4,2,1,
1,4,2,2,0.033207575001142686
1,4,2,3,0.035752521001995774
1,4,3,1,
1,4,3,2,0.44391552899833187
1,4,3,3,0.19096185300077195
1,8,1,1,
1,8,1,2,0.10780533000070136
1,8,1,3,0.09800527000334114
1,8,2,1,
1,8,2,2,0.04220075799821643
1,8,2,3,0.052825432998361066
1,8,3,1,
1,8,3,2,0.35523651399853406
1,8,3,3,0.34644726799888304
1,12,1,1,
1,12,1,2,0.10799173600025824
1,12,1,3,0.1357785089967365
1,12,2,1,
1,12,2,2,0.06718479999835836
1,12,2,3,0.08252425099999527
1,12,3,1,
1,12,3,2,0.35520913599975756
1,12,3,3,0.36358666800151695
1,16,1,1,
1,16,1,2,0.3384197109990055
1,16,1,3,0.165015188002144
1,16,2,1,
1,16,2,2,0.08686244199998328
1,16,2,3,0.07145364000098198
1,16,3,1,
1,16,3,2,0.4691345880019071
1,16,3,3,0.6940223339988734
1,20,1,1,
1,20,1,2,0.3793516619989532
1,20,1,3,0.1986409730016021
1,20,2,1,
1,20,2,2,0.07724578700072016
1,20,2,3,0.09606626700042398
1,20,3,1,
1,20,3,2,0.6008708930021385
1,20,3,3,0.5692490639994503
1,24,1,1,
1,24,1,2,0.21190823199867737
1,24,1,3,0.18792187200233457
1,24,2,1,
1,24,2,2,0.11699190200306475
1,24,2,3,0.12732687599782366
1,24,3,1,
1,24,3,2,0.6629330450014095
1,24,3,3,0.7310586079984205
2,2,1,1,
2,2,1,2,0.3155097439994279
2,2,1,3,0.33312127200042596
2,2,2,1,
2,2,2,2,0.031367396000860026
2,2,2,3,0.030237435003073188
2,2,3,1,
2,2,3,2,0.11567888599893195
2,2,3,3,0.1172116929992626
2,4,1,1,
2,4,1,2,0.12942225399820018
2,4,1,3,0.1423952030017972
2,4,2,1,
2,4,2,2,0.03609222999875783
2,4,2,3,0.044778600000427105
2,4,3,1,
2,4,3,2,0.15440476100047817
2,4,3,3,0.16247394300080487
2,8,1,1,
2,8,1,2,0.14549811100005172
2,8,1,3,0.15745738400073606
2,8,2,1,
2,8,2,2,0.0486609369982034
2,8,2,3,0.07993970399911632
2,8,3,1,
2,8,3,2,1.2786690259999887
2,8,3,3,1.4575630040017131
2,12,1,1,
2,12,1,2,0.20025877599982778
2,12,1,3,0.2026869479996094
2,12,2,1,
2,12,2,2,0.06721581000238075
2,12,2,3,0.057447249000688316
2,12,3,1,
2,12,3,2,0.39416415999949095
2,12,3,3,0.379540583002381
2,16,1,1,
2,16,1,2,0.20531284000026062
2,16,1,3,0.2168631220010866
2,16,2,1,
2,16,2,2,0.07193722100055311
2,16,2,3,0.09364004999952158
2,16,3,1,
2,16,3,2,0.4799944879996474
2,16,3,3,0.47106737500143936
2,20,1,1,
2,20,1,2,0.1940385720008635
2,20,1,3,0.18295671500163735
2,20,2,1,
2,20,2,2,0.10098679400107358
2,20,2,3,0.10637882099763374
2,20,3,1,
2,20,3,2,0.0833126200013794
2,20,3,3,5.803800013381988e-05
2,24,1,1,
2,24,1,2,0.18677989800198702
2,24,1,3,0.1934020379994763
2,24,2,1,
2,24,2,2,0.11117964100048994
2,24,2,3,0.11114925999936531
2,24,3,1,
2,24,3,2,0.6964054579984804
2,24,3,3,0.6879372019975563
3,2,1,1,
3,2,1,2,0.41485422199912136
3,2,1,3,0.6797039630000654
3,2,2,1,
3,2,2,2,0.038961099002335686
3,2,2,3,0.03644388100292417
3,2,3,1,
3,2,3,2,144.24931334100256
3,2,3,3,143.9087386780011
3,4,1,1,
3,4,1,2,0.20881957199890167
3,4,1,3,0.17825108900069608
