i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,2,2,2,3,6,6,1,0.20627331733703613,0.00011014938354492188,0.00010156631469726562
1,4,5,2,2,2,4,10,20,1,0.5412993431091309,0.00032019615173339844,0.00030875205993652344
1,5,5,2,2,2,5,13,29,1,0.7202346324920654,0.00022149085998535156,0.00036716461181640625
1,6,5,2,2,2,6,16,36,1,0.9240212440490723,0.00026607513427734375,0.00044083595275878906
1,7,5,2,2,2,7,17,28,1,0.9172375202178955,0.0005166530609130859,0.0009601116180419922
1,8,5,2,2,2,8,20,36,1,1.0906257629394531,0.00041556358337402344,0.0006258487701416016
1,9,5,2,2,2,9,22,32,1,1.2229797840118408,0.0005171298980712891,0.0005855560302734375
2,3,5,2,2,2,3,9,13,3,0.38571953773498535,0.00015211105346679688,0.00018334388732910156
2,4,5,2,2,2,4,12,25,4,0.5156450271606445,0.000156402587890625,0.00038695335388183594
2,5,5,2,2,2,5,15,34,7,0.6597442626953125,0.0002846717834472656,0.0010554790496826172
2,6,5,2,2,2,6,18,44,8,0.8026742935180664,0.00022220611572265625,0.001043081283569336
2,7,5,2,2,2,7,23,61,22,0.9621236324310303,0.0003535747528076172,0.004171609878540039
2,8,5,2,2,2,8,26,65,20,0.869870662689209,0.00032711029052734375,0.002944469451904297
2,9,5,2,2,2,9,29,74,30,0.9379010200500488,0.00035500526428222656,0.006034374237060547
3,3,5,2,2,2,3,12,24,10,0.22826910018920898,0.00013828277587890625,0.0005717277526855469
3,4,5,2,2,2,4,18,32,16,0.34637951850891113,0.00018286705017089844,0.0017304420471191406
3,5,5,2,2,2,5,22,44,32,0.435868501663208,0.00023794174194335938,0.0037283897399902344
3,6,5,2,2,2,6,26,64,64,1.9511184692382812,0.00038695335388183594,0.012245893478393555
3,7,5,2,2,2,7,30,68,128,0.8681600093841553,0.000385284423828125,0.01672053337097168
3,8,5,2,2,2,8,34,84,256,0.9422383308410645,0.0003147125244140625,0.018979310989379883
3,9,5,2,2,2,9,40,112,512,1.1041529178619385,0.000347137451171875,0.10090494155883789
4,3,5,2,2,2,3,16,42,8,0.5572519302368164,0.00019884109497070312,0.0012404918670654297
4,4,5,2,2,2,4,21,43,20,0.671635627746582,0.0002205371856689453,0.002196073532104492
4,5,5,2,2,2,5,26,56,32,0.8773839473724365,0.0002830028533935547,0.005586147308349609
4,6,5,2,2,2,6,31,73,64,0.9948363304138184,0.00022459030151367188,0.015002965927124023
4,7,5,2,2,2,7,36,90,144,1.1092700958251953,0.0003857612609863281,0.06937003135681152
4,8,5,2,2,2,8,41,83,336,1.2368686199188232,0.00044846534729003906,0.1205911636352539
4,9,5,2,2,2,9,50,129,672,1.5430114269256592,0.0004627704620361328,0.2164316177368164
5,3,5,2,2,2,3,15,18,8,0.4548628330230713,0.00021648406982421875,0.0003769397735595703
5,4,5,2,2,2,4,20,24,16,0.5697338581085205,0.0002639293670654297,0.0012645721435546875
5,5,5,2,2,2,5,26,40,32,0.847487211227417,0.00020885467529296875,0.003642559051513672
5,6,5,2,2,2,6,32,68,64,1.054816722869873,0.000347137451171875,0.0110015869140625
5,7,5,2,2,2,7,37,70,128,1.1828317642211914,0.0002727508544921875,0.054368019104003906
5,8,5,2,2,2,8,41,54,256,1.2500371932983398,0.00029850006103515625,0.047223806381225586
5,9,5,2,2,2,9,46,72,512,1.3950300216674805,0.0004596710205078125,0.08469176292419434
6,3,5,2,2,2,3,9,2,0,0.4042501449584961,0.00015306472778320312,7.867813110351562e-05
6,4,5,2,2,2,4,12,4,0,0.5270206928253174,0.0002067089080810547,9.512901306152344e-05
6,5,5,2,2,2,5,17,8,0,0.6757552623748779,0.00030803680419921875,0.00015497207641601562
6,6,5,2,2,2,6,20,9,0,0.795626163482666,0.00037479400634765625,0.00014781951904296875
6,7,5,2,2,2,7,23,9,0,1.0513060092926025,0.00036334991455078125,0.00010609626770019531
6,8,5,2,2,2,8,26,11,0,1.0420360565185547,0.00045561790466308594,0.0001697540283203125
6,9,5,2,2,2,9,29,13,0,1.2474873065948486,0.0005898475646972656,0.00016760826110839844
7,3,5,2,2,2,3,6,6,0,0.24879002571105957,0.00016880035400390625,0.00016832351684570312
7,4,5,2,2,2,4,10,14,1,0.3969748020172119,0.0002570152282714844,0.000301361083984375
7,5,5,2,2,2,5,12,18,1,0.4751121997833252,0.00023126602172851562,0.00030994415283203125
7,6,5,2,2,2,6,14,20,2,0.5436367988586426,0.0002627372741699219,0.0003418922424316406
7,7,5,2,2,2,7,18,28,4,0.7662026882171631,0.0004467964172363281,0.0009081363677978516
7,8,5,2,2,2,8,20,26,4,0.7793200016021729,0.0003523826599121094,0.0006403923034667969
7,9,5,2,2,2,9,24,38,4,0.9421110153198242,0.0005612373352050781,0.0018246173858642578
8,3,5,2,2,2,3,8,12,2,0.30196452140808105,0.000194549560546875,0.00019693374633789062
8,4,5,2,2,2,4,8,8,1,0.32900166511535645,0.00018525123596191406,0.000133514404296875
8,5,5,2,2,2,5,12,16,2,0.368696928024292,0.00020837783813476562,0.0002961158752441406
8,6,5,2,2,2,6,14,16,2,0.4858510494232178,0.0002722740173339844,0.00033020973205566406
8,7,5,2,2,2,7,16,20,2,0.6150288581848145,0.0004057884216308594,0.0006248950958251953
8,8,5,2,2,2,8,20,30,2,1.149360179901123,0.0005655288696289062,0.0012021064758300781
8,9,5,2,2,2,9,22,32,2,0.8735980987548828,0.00064849853515625,0.0014679431915283203
9,3,5,2,2,2,3,6,3,0,0.22443103790283203,0.00018668174743652344,0.00010728836059570312
9,4,5,2,2,2,4,9,4,0,0.33091163635253906,0.0002200603485107422,9.5367431640625e-05
9,5,5,2,2,2,5,11,4,0,0.4326756000518799,0.00019216537475585938,8.511543273925781e-05
9,6,5,2,2,2,6,13,6,0,0.46424341201782227,0.0002918243408203125,0.00012969970703125
9,7,5,2,2,2,7,15,8,0,0.5432693958282471,0.00026988983154296875,0.0001049041748046875
9,8,5,2,2,2,8,18,10,0,0.6337921619415283,0.0003292560577392578,0.00010228157043457031
9,9,5,2,2,2,9,20,11,0,0.7301032543182373,0.0005576610565185547,0.0001671314239501953
