,i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
273,137,10,5,3,2,2,20,20,1,0.6952531337738037,0.00030994415283203125,0.0002300739288330078
274,138,10,5,4,2,2,19,17,1,0.645113468170166,0.00026607513427734375,0.00014019012451171875
275,138,10,5,3,2,2,20,20,1,0.6645569801330566,0.0002474784851074219,0.00021719932556152344
276,139,10,5,4,2,2,19,17,1,0.697540283203125,0.00034117698669433594,0.0001552104949951172
277,139,10,5,3,2,2,20,20,1,0.8619768619537354,0.0002512931823730469,0.00022935867309570312
278,140,10,5,4,2,2,28,25,1,0.7825982570648193,0.00033211708068847656,0.00021409988403320312
279,140,10,5,3,2,2,30,30,1,0.8472323417663574,0.0003674030303955078,0.0004699230194091797
280,141,10,5,4,2,2,19,17,1,0.7184970378875732,0.00039887428283691406,0.00019693374633789062
281,141,10,5,3,2,2,20,20,1,0.7623264789581299,0.00043201446533203125,0.0003077983856201172
282,142,10,5,4,2,2,19,17,1,0.7523224353790283,0.0003323554992675781,0.00018358230590820312
283,142,10,5,3,2,2,20,20,1,0.7700340747833252,0.00041413307189941406,0.0002732276916503906
284,143,10,5,4,2,2,19,17,1,0.550703763961792,0.0004107952117919922,0.000209808349609375
285,143,10,5,3,2,2,20,20,1,0.5699162483215332,0.0004887580871582031,0.0003292560577392578
286,144,10,5,4,2,2,19,17,1,0.6568300724029541,0.0003826618194580078,0.000194549560546875
287,144,10,5,3,2,2,20,20,1,0.7172064781188965,0.0004291534423828125,0.0002827644348144531
288,145,10,5,4,2,2,19,17,1,0.6907553672790527,0.0003554821014404297,0.0001857280731201172
289,145,10,5,3,2,2,20,20,1,0.9206206798553467,0.0003764629364013672,0.00031566619873046875
290,146,10,5,4,2,2,19,17,1,1.1239886283874512,0.00027251243591308594,0.00013637542724609375
291,146,10,5,3,2,2,20,20,1,0.8763659000396729,0.0003819465637207031,0.0002970695495605469
292,147,10,5,4,2,2,29,52,1024,1.0733726024627686,0.0006277561187744141,0.031023502349853516
293,147,10,5,3,2,2,30,60,1024,1.0621161460876465,0.0003609657287597656,0.09261274337768555
294,148,10,5,4,2,2,38,68,1024,0.967534065246582,0.0002884864807128906,0.032431840896606445
295,148,10,5,3,2,2,40,80,1024,1.0604753494262695,0.00061798095703125,0.22713994979858398
296,149,10,5,4,2,2,29,26,2,0.7836833000183105,0.0003044605255126953,0.00026488304138183594
297,149,10,5,3,2,2,30,30,1,0.9221682548522949,0.00029087066650390625,0.00034880638122558594
298,150,10,5,4,2,2,29,52,1024,0.8083491325378418,0.0003237724304199219,0.028438806533813477
299,150,10,5,3,2,2,30,60,1024,0.8257801532745361,0.0003666877746582031,0.1274712085723877
300,151,10,5,4,2,2,29,26,2,0.8301057815551758,0.00039505958557128906,0.00034499168395996094
301,151,10,5,3,2,2,30,30,1,0.8794028759002686,0.0004093647003173828,0.0005242824554443359
302,152,10,5,4,2,2,38,32,0,0.811007022857666,0.00040149688720703125,8.559226989746094e-05
303,152,10,5,3,2,2,40,40,1024,0.8548274040222168,0.00047087669372558594,0.049310922622680664
304,153,10,5,4,2,2,38,68,1024,1.2186353206634521,0.00052642822265625,0.05127716064453125
305,153,10,5,3,2,2,40,80,1024,1.046809434890747,0.0004687309265136719,0.19570446014404297
306,154,10,5,4,2,2,29,26,2,0.8051676750183105,0.00040340423583984375,0.00034117698669433594
307,154,10,5,3,2,2,30,30,1,0.8159909248352051,0.00035762786865234375,0.0005338191986083984
308,155,10,5,4,2,2,29,52,1024,0.8555185794830322,0.0003345012664794922,0.023783206939697266
309,155,10,5,3,2,2,30,60,1024,0.8561294078826904,0.0003948211669921875,0.0904688835144043
310,156,10,5,4,2,2,29,50,512,0.7973935604095459,0.0003349781036376953,0.012585639953613281
311,156,10,5,3,2,2,30,60,1024,0.8342647552490234,0.00037407875061035156,0.11628365516662598
312,157,10,5,4,2,2,48,129,59049,1.1175076961517334,0.0003485679626464844,2.871001958847046
313,157,10,5,3,2,2,50,150,59049,1.0713987350463867,0.0004405975341796875,17.038702487945557
314,158,10,5,4,2,2,19,17,1,0.8440661430358887,0.0003418922424316406,0.0001926422119140625
315,158,10,5,3,2,2,20,20,1,0.9261415004730225,0.00032448768615722656,0.00023746490478515625
316,159,10,5,4,2,2,19,17,1,0.7878997325897217,0.0003464221954345703,0.00017404556274414062
317,159,10,5,3,2,2,20,20,1,0.8029842376708984,0.00040602684020996094,0.00029277801513671875
318,160,10,5,4,2,2,38,68,1024,0.904716968536377,0.00037384033203125,0.03308749198913574
319,160,10,5,3,2,2,40,80,1024,0.9843509197235107,0.00040912628173828125,0.16547441482543945
320,161,10,5,4,2,2,57,153,59049,1.0747778415679932,0.00036406517028808594,3.6362063884735107
321,161,10,5,3,2,2,60,180,59050,1.1273219585418701,0.00040721893310546875,18.423218488693237
322,162,10,5,4,2,2,38,68,1024,0.8627817630767822,0.0005581378936767578,0.06145071983337402
323,162,10,5,3,2,2,40,80,1024,0.8631904125213623,0.0003819465637207031,0.16288995742797852
324,163,10,5,4,2,2,19,17,1,0.6944236755371094,0.0002853870391845703,0.00015234947204589844
325,163,10,5,3,2,2,20,20,1,0.7351489067077637,0.00035119056701660156,0.00026798248291015625
326,164,10,5,4,2,2,48,43,3,1.0863852500915527,0.0003600120544433594,0.0006113052368164062
327,164,10,5,3,2,2,50,50,1,1.1105265617370605,0.0005421638488769531,0.0013880729675292969
328,165,10,5,4,2,2,29,26,2,0.8257946968078613,0.00035691261291503906,0.0003294944763183594
329,165,10,5,3,2,2,30,30,1,0.8690989017486572,0.00043201446533203125,0.0005576610565185547
330,166,10,5,4,2,2,29,26,2,0.8319230079650879,0.0003972053527832031,0.00034737586975097656
331,166,10,5,3,2,2,30,30,1,0.8345530033111572,0.00028824806213378906,0.000453948974609375
332,167,10,5,4,2,2,29,52,1024,0.9438815116882324,0.0003228187561035156,0.030670642852783203
333,167,10,5,3,2,2,30,60,1024,1.05283784866333,0.00045752525329589844,0.11687922477722168
334,168,10,5,4,2,2,29,52,1024,0.8260633945465088,0.00030922889709472656,0.031059980392456055
335,168,10,5,3,2,2,30,60,1024,0.8837621212005615,0.00034046173095703125,0.10463476181030273
336,169,10,5,4,2,2,19,17,1,0.588592529296875,0.0003120899200439453,0.00016236305236816406
337,169,10,5,3,2,2,20,20,1,0.5888040065765381,0.0004582405090332031,0.0003256797790527344
338,170,10,5,4,2,2,19,17,1,0.6797206401824951,0.00037288665771484375,0.0002105236053466797
339,170,10,5,3,2,2,20,20,1,0.8242664337158203,0.0007383823394775391,0.0005998611450195312
340,171,10,5,4,2,2,29,26,2,0.871143102645874,0.00033402442932128906,0.0003325939178466797
341,171,10,5,3,2,2,30,30,1,0.8839619159698486,0.000461578369140625,0.0005793571472167969
342,172,10,5,4,2,2,19,17,1,0.6979913711547852,0.00032448768615722656,0.00018024444580078125
343,172,10,5,3,2,2,20,20,1,0.7339894771575928,0.0002682209014892578,0.00019598007202148438
344,173,10,5,4,2,2,48,86,1536,1.0704822540283203,0.0003895759582519531,0.09248709678649902
345,173,10,5,3,2,2,50,100,1024,1.4945642948150635,0.000377655029296875,0.36613988876342773
346,174,10,5,4,2,2,19,17,1,0.7495827674865723,0.00038933753967285156,0.00020265579223632812
347,174,10,5,3,2,2,20,20,1,0.7243950366973877,0.00045180320739746094,0.00033974647521972656
348,175,10,5,4,2,2,39,105,59049,0.9606015682220459,0.00038886070251464844,2.444136619567871
349,175,10,5,3,2,2,40,120,59049,0.9888806343078613,0.0003216266632080078,9.89958119392395
350,176,10,5,4,2,2,31,56,2048,0.6799767017364502,0.00034546852111816406,0.09749960899353027
351,176,10,5,3,2,2,30,60,1024,0.7052628993988037,0.0004680156707763672,0.12801837921142578
352,177,10,5,4,2,2,29,26,2,0.8295979499816895,0.0003819465637207031,0.00032401084899902344
353,177,10,5,3,2,2,30,30,1,0.8981046676635742,0.0003533363342285156,0.0004591941833496094
354,178,10,5,4,2,2,20,18,2,0.6481270790100098,0.0003707408905029297,0.00027251243591308594
355,178,10,5,3,2,2,20,20,1,0.7112786769866943,0.00041103363037109375,0.0002980232238769531
356,179,10,5,4,2,2,39,35,3,0.8460590839385986,0.00034999847412109375,0.0005497932434082031
357,179,10,5,3,2,2,40,40,1,0.8727211952209473,0.0003848075866699219,0.0007569789886474609
358,180,10,5,4,2,2,28,50,512,0.7777140140533447,0.00043773651123046875,0.019991159439086914
359,180,10,5,3,2,2,30,60,1024,1.0516974925994873,0.0007545948028564453,0.15933656692504883
360,181,10,5,4,2,2,29,26,2,0.967411994934082,0.0004048347473144531,0.00038433074951171875
361,181,10,5,3,2,2,30,30,1,1.125182867050171,0.00036597251892089844,0.0004742145538330078
362,182,10,5,4,2,2,38,68,1024,0.9266631603240967,0.00040650367736816406,0.0363614559173584
363,182,10,5,3,2,2,40,80,1024,1.023888349533081,0.0003726482391357422,0.24070954322814941
364,183,10,5,4,2,2,29,26,2,1.1396474838256836,0.0005958080291748047,0.0005476474761962891
365,183,10,5,3,2,2,30,30,1,0.8669204711914062,0.00034809112548828125,0.0004668235778808594
366,184,10,5,4,2,2,31,28,4,0.8421809673309326,0.0002875328063964844,0.00044798851013183594
367,184,10,5,3,2,2,30,30,1,0.8227267265319824,0.00029730796813964844,0.00039505958557128906
368,185,10,5,4,2,2,28,25,1,0.7708244323730469,0.00019812583923339844,0.00012183189392089844
369,185,10,5,3,2,2,30,30,1,0.8673355579376221,0.00030422210693359375,0.00043082237243652344
370,186,10,5,4,2,2,29,52,1024,0.895751953125,0.0003857612609863281,0.030925750732421875
371,186,10,5,3,2,2,30,60,1024,0.9202768802642822,0.00037026405334472656,0.10881567001342773
372,187,10,5,4,2,2,19,17,1,0.5838124752044678,0.00031828880310058594,0.00016689300537109375
373,187,10,5,3,2,2,20,20,1,0.5991313457489014,0.00031828880310058594,0.0002503395080566406
374,188,10,5,4,2,2,19,17,1,0.6968739032745361,0.0003809928894042969,0.00021076202392578125
375,188,10,5,3,2,2,20,20,1,0.9594619274139404,0.0004532337188720703,0.0003638267517089844
376,189,10,5,4,2,2,29,52,1024,0.8196451663970947,0.00029277801513671875,0.026419639587402344
377,189,10,5,3,2,2,30,60,1024,0.8223965167999268,0.0004553794860839844,0.11848664283752441
378,190,10,5,4,2,2,29,52,1024,0.6788876056671143,0.00039768218994140625,0.03226923942565918
379,190,10,5,3,2,2,30,60,1024,0.703615665435791,0.0003325939178466797,0.10732340812683105
380,191,10,5,4,2,2,19,17,1,0.6462702751159668,0.0003979206085205078,0.00023102760314941406
381,191,10,5,3,2,2,20,20,1,0.7646496295928955,0.00032591819763183594,0.0002601146697998047
382,192,10,5,4,2,2,29,26,2,0.9784412384033203,0.0005123615264892578,0.00048041343688964844
383,192,10,5,3,2,2,30,30,1,1.050478458404541,0.00040030479431152344,0.0005240440368652344
384,193,10,5,4,2,2,19,17,1,0.6674783229827881,0.0003192424774169922,0.00016689300537109375
385,193,10,5,3,2,2,20,20,1,0.7121527194976807,0.0003230571746826172,0.0002491474151611328
386,194,10,5,4,2,2,19,17,1,0.6670262813568115,0.00031256675720214844,0.0001685619354248047
387,194,10,5,3,2,2,20,20,1,0.7379097938537598,0.00027370452880859375,0.00020456314086914062
388,195,10,5,4,2,2,19,17,1,0.6994798183441162,0.00035309791564941406,0.00019741058349609375
389,195,10,5,3,2,2,20,20,1,0.7334091663360596,0.0005238056182861328,0.0004622936248779297
390,196,10,5,4,2,2,29,52,1024,0.8067443370819092,0.0003266334533691406,0.02696824073791504
391,196,10,5,3,2,2,30,60,1024,0.8273904323577881,0.00046133995056152344,0.11469197273254395
392,197,10,5,4,2,2,19,17,1,0.8276762962341309,0.00046896934509277344,0.0002467632293701172
393,197,10,5,3,2,2,20,20,1,1.0933151245117188,0.0002536773681640625,0.00019550323486328125
394,198,10,5,4,2,2,28,50,512,0.8256349563598633,0.0003559589385986328,0.017654895782470703
395,198,10,5,3,2,2,30,60,1024,0.9170310497283936,0.00038933753967285156,0.1143491268157959
396,199,10,5,4,2,2,28,25,1,0.8060674667358398,0.0002963542938232422,0.00018334388732910156
397,199,10,5,3,2,2,30,30,1,0.832404613494873,0.00036215782165527344,0.0004432201385498047
398,200,10,5,4,2,2,38,68,1024,0.8372230529785156,0.0003819465637207031,0.039351463317871094
399,200,10,5,3,2,2,40,80,1024,0.9167780876159668,0.0003991127014160156,0.22795605659484863
400,201,10,5,4,2,2,96,516,60466176,2.92706298828125,0.0006165504455566406,4402.571333169937
