i_sample,n_cores,step,method,execution_time
6,16,2,2,10.040640500000336
6,16,2,3,11.176902865000557
6,20,1,1,89.04017595300047
6,20,1,2,7.9564019620002
6,20,1,3,7.482210928999848
6,20,2,1,0.9954513650000081
6,20,2,2,19.948146155999893
6,20,2,3,19.982728206000502
6,24,1,1,69.52228116200058
6,24,1,2,6.123048709999239
6,24,1,3,7.514319067000542
6,24,2,1,1.023348050000095
6,24,2,2,22.591552869000225
6,24,2,3,26.415308892999747
7,2,1,1,69.16435375499987
7,2,1,2,34.908207690999916
7,2,1,3,35.11570767400008
7,2,2,1,1.2417962720001015
7,2,2,2,2.2294046090000847
7,2,2,3,3.1293760999997176
7,4,1,1,97.50049297699934
7,4,1,2,24.721463825000683
7,4,1,3,24.39802655099993
7,4,2,1,1.2069179669997538
7,4,2,2,5.259007087999635
7,4,2,3,5.1069191730002785
7,8,1,1,55.98336406500039
7,8,1,2,9.303758232999826
7,8,1,3,9.621549925000181
7,8,2,1,1.1500383989996408
7,8,2,2,5.8498161500001515
7,8,2,3,5.466173210999841
7,12,1,1,54.09957036099968
7,12,1,2,5.948394607999944
7,12,1,3,5.253609606999817
7,12,2,1,0.97936491100063
7,12,2,2,6.69481948000066
7,12,2,3,6.841751158000079
7,16,1,1,54.354306171000644
7,16,1,2,5.175348095000118
7,16,1,3,5.6255562549995375
7,16,2,1,0.971126827000262
7,16,2,2,9.018903152999883
7,16,2,3,9.263070877000246
7,20,1,1,72.42156934200011
7,20,1,2,6.31754386800003
7,20,1,3,8.559542404999775
7,20,2,1,0.9750860019994434
7,20,2,2,21.491386710999905
7,20,2,3,22.30963903799966
7,24,1,1,65.39369193200037
7,24,1,2,6.275517254999613
7,24,1,3,6.198036706000494
7,24,2,1,1.0148362320005617
7,24,2,2,13.89759348699954
7,24,2,3,14.5492034100007
8,2,1,1,53.62117231999946
8,2,1,2,29.356765910999457
8,2,1,3,29.130883669999093
8,2,2,1,1.168334658999811
8,2,2,2,2.1310335690013744
8,2,2,3,2.2027664780016494
8,4,1,1,69.032680454
8,4,1,2,17.023038037999868
8,4,1,3,17.509183510001094
8,4,2,1,1.2141748760004702
8,4,2,2,5.122440723998807
8,4,2,3,5.101376216000062
8,8,1,1,97.29504718200042
8,8,1,2,12.93427773700023
8,8,1,3,13.753170997999405
8,8,2,1,1.2446955720006372
8,8,2,2,9.993404365999595
8,8,2,3,9.022713079999448
8,12,1,1,136.33977325900014
8,12,1,2,14.51710842799912
8,12,1,3,14.875440854999397
8,12,2,1,1.236160391001249
8,12,2,2,16.463715152998702
8,12,2,3,14.722456898000019
8,16,1,1,90.8267995820006
8,16,1,2,8.990719883000565
8,16,1,3,8.27424316899851
8,16,2,1,0.9558329090014013
8,16,2,2,10.781631903999369
8,16,2,3,12.480833652000001
8,20,1,1,55.945538062000196
8,20,1,2,6.436543970999992
8,20,1,3,5.421196543999031
8,20,2,1,1.2380286789993988
8,20,2,2,10.94239356000071
8,20,2,3,11.140489043000343
8,24,1,1,65.29018321500007
8,24,1,2,5.255914634999499
8,24,1,3,6.042113547999179
8,24,2,1,0.9965237140004319
8,24,2,2,17.07713698400039
8,24,2,3,17.809832293998625
9,2,1,1,75.05305497699919
9,2,1,2,39.844983211
9,2,1,3,39.653857864999736
9,2,2,1,1.1729105779995734
9,2,2,2,2.1191090659995098
9,2,2,3,2.283830288999525
9,4,1,1,93.92498946500018
9,4,1,2,22.59565138799917
9,4,1,3,22.416521498998918
9,4,2,1,1.2121742800009088
9,4,2,2,3.736541047999708
9,4,2,3,3.875951695999902
9,8,1,1,86.54333540999869
9,8,1,2,11.904200558999946
9,8,1,3,11.290090683000017
9,8,2,1,1.165968386001623
9,8,2,2,8.480907897999714
9,8,2,3,8.215152523998768
9,12,1,1,92.91686894900158
9,12,1,2,10.237477072001639
9,12,1,3,10.032943341000646
9,12,2,1,0.9885106370002177
9,12,2,2,8.189348660998803
9,12,2,3,9.381975029999012
9,16,1,1,96.63550957100051
9,16,1,2,8.955879727000138
9,16,1,3,9.072772424000505
9,16,2,1,1.2088816310006223
9,16,2,2,18.77812464499948
9,16,2,3,18.81970678899961
9,20,1,1,65.83391203599967
9,20,1,2,7.057325337000293
9,20,1,3,8.18461419599953
9,20,2,1,1.001352852999844
9,20,2,2,11.841986640998584
9,20,2,3,11.97421057900101
9,24,1,1,111.73042337599873
9,24,1,2,10.418446454999867
9,24,1,3,11.096222704998581
9,24,2,1,0.9778417969992006
9,24,2,2,16.7321184070006
9,24,2,3,17.804565240001466
10,2,1,1,72.85751365999931
10,2,1,2,35.29260052000063
10,2,1,3,35.766335477999746
10,2,2,1,1.1882128130000638
10,2,2,2,2.6496359419998043
10,2,2,3,2.7123066570002266
10,4,1,1,103.71665607599971
10,4,1,2,24.108227871000054
10,4,1,3,23.82697138399999
10,4,2,1,1.2360073340005329
10,4,2,2,4.12920263200067
10,4,2,3,4.071789477999118
10,8,1,1,74.89702647100057
10,8,1,2,10.658723794000252
10,8,1,3,10.535422262999418
10,8,2,1,1.2539098809993448
10,8,2,2,9.06380595399969
10,8,2,3,8.083092210999894
10,12,1,1,54.11088055100117
10,12,1,2,5.52482596200025
10,12,1,3,5.89013332399918
10,12,2,1,0.9707970170002227
10,12,2,2,7.054368078001062
10,12,2,3,7.245835767998869
10,16,1,1,66.49740291000126
10,16,1,2,5.741343526000492
10,16,1,3,7.257231511999635
10,16,2,1,0.968895148998854
10,16,2,2,9.347324792001018
10,16,2,3,10.714784976998999
10,20,1,1,102.8762198759996
10,20,1,2,7.671812881999358
10,20,1,3,9.19955619099892
10,20,2,1,0.9922564989992679
10,20,2,2,21.47360927400041
10,20,2,3,21.556185138999354
10,24,1,1,105.38105229600114
10,24,1,2,8.476214612001058
10,24,1,3,9.32426541699897
10,24,2,1,0.9565825030003907
10,24,2,2,15.755762265000158
10,24,2,3,17.463118829999075
11,2,1,1,103.78025235200039
11,2,1,2,51.254698645001554
11,2,1,3,51.60489175700059
11,2,2,1,1.2171386589998292
11,2,2,2,3.148170818998551
11,2,2,3,3.1909378450000077
11,4,1,1,104.32971667399943
11,4,1,2,25.914028438999594
11,4,1,3,26.140235892999044
11,4,2,1,1.1950377600005595
11,4,2,2,3.756754477000868
11,4,2,3,4.340629476000686
11,8,1,1,82.3835993979992
11,8,1,2,10.857118976999118
11,8,1,3,12.975808274999508
11,8,2,1,1.199542285001371
11,8,2,2,6.524283242999445
11,8,2,3,6.565614728999208
11,12,1,1,83.84960037000019
11,12,1,2,8.671856266999384
11,12,1,3,9.352079006999702
11,12,2,1,0.9852599580008246
11,12,2,2,11.829879196000547
11,12,2,3,11.896938549998595
11,16,1,1,132.34548438300044
11,16,1,2,13.010272266999891
11,16,1,3,12.490978609999729
11,16,2,1,1.2832259309998335
11,16,2,2,13.107161255000392
11,16,2,3,14.75027210799999
11,20,1,1,73.26701410399983
11,20,1,2,7.651910193000731
11,20,1,3,7.641929800000071
11,20,2,1,0.9901577689997794
11,20,2,2,12.961227194999083
11,20,2,3,12.852969290999681
11,24,1,1,90.86284152100052
11,24,1,2,8.585596447999706
11,24,1,3,10.084626080000817
11,24,2,1,1.031726968001749
11,24,2,2,15.94432743699872
11,24,2,3,15.66450254099982
12,2,1,1,69.03933996699925
12,2,1,2,34.78438419200029
12,2,1,3,34.11913147999985
12,2,2,1,1.1966405769999255
12,2,2,2,2.1705975080003554
12,2,2,3,2.353016020000723
12,4,1,1,78.18039053199936
12,4,1,2,18.081128515001183
12,4,1,3,19.35457176899945
12,4,2,1,1.239974969999821
12,4,2,2,4.608396632000222
12,4,2,3,4.368860728000072
12,8,1,1,73.3382468130003
12,8,1,2,10.67182307099938
12,8,1,3,9.461312772999008
12,8,2,1,1.2014334840005176
12,8,2,2,6.813479460000963
12,8,2,3,6.492601800999182
12,12,1,1,86.5788441879995
12,12,1,2,9.050339952998911
12,12,1,3,8.61810775199956
12,12,2,1,1.0325531540001975
12,12,2,2,11.831553631000133
12,12,2,3,12.14390564200039
12,16,1,1,103.94626287200117
12,16,1,2,9.477836908999961
12,16,1,3,10.568679878000694
12,16,2,1,1.0261248979986703
12,16,2,2,17.497315694001372
12,16,2,3,17.608474986000147
12,20,1,1,85.73129048900046
12,20,1,2,8.124181459001193
12,20,1,3,7.1882847160013625
12,20,2,1,0.9790687240001716
12,20,2,2,19.322097334999853
12,20,2,3,20.356509309998728
12,24,1,1,81.29130014600014
12,24,1,2,7.88664799199978
12,24,1,3,7.882334441999774
12,24,2,1,0.9785512830003427
12,24,2,2,15.725832238000294
12,24,2,3,15.850657816999956
13,2,1,1,145.9910551489993
13,2,1,2,72.26204049099942
13,2,1,3,71.62740959300027
13,2,2,1,1.2517509349981992
13,2,2,2,3.468444451000323
13,2,2,3,4.048996326000633
13,4,1,1,82.9041488089988
13,4,1,2,21.32850535199941
13,4,1,3,20.979154331000245
13,4,2,1,1.2116676159985218
13,4,2,2,5.0500628579993645
13,4,2,3,5.046327595000548
13,8,1,1,100.38639549000072
13,8,1,2,14.400663983999038
13,8,1,3,14.78302020600131
13,8,2,1,1.227189911000096
13,8,2,2,9.87018579299911
13,8,2,3,9.838474141000916
13,12,1,1,97.03812730299978
13,12,1,2,12.976848390999294
13,12,1,3,10.108982790998198
13,12,2,1,0.9796045319999394
13,12,2,2,8.398302499999772
13,12,2,3,8.609897604999787
13,16,1,1,110.30605904500044
13,16,1,2,11.20267884200075
13,16,1,3,8.61427836799885
13,16,2,1,1.3629622049993486
13,16,2,2,13.255642620999424
13,16,2,3,13.461463018998984
13,20,1,1,75.5773037630006
13,20,1,2,7.530015065998668
13,20,1,3,7.389564004000931
13,20,2,1,1.007945182000185
13,20,2,2,21.426925691001088
13,20,2,3,20.063323947000754
13,24,1,1,82.29802813999959
13,24,1,2,7.853434571999969
13,24,1,3,8.257329377000133
13,24,2,1,0.9740991379985644
13,24,2,2,24.49031884299984
13,24,2,3,24.977132547999645
14,2,1,1,63.82298414199977
14,2,1,2,32.96469600100136
14,2,1,3,33.63818426999933
14,2,2,1,1.2312487140006851
14,2,2,2,2.1593743060002453
14,2,2,3,2.3618063909998455
14,4,1,1,63.39378697700158
14,4,1,2,16.321027800000593
14,4,1,3,16.21247566400052
14,4,2,1,1.2468956840002647
14,4,2,2,3.974350661999779
14,4,2,3,4.097945611998512
14,8,1,1,81.80628282700127
14,8,1,2,11.905722302000868
14,8,1,3,10.180984051999985
14,8,2,1,1.1856083480015513
14,8,2,2,6.001816343001337
14,8,2,3,5.898346414000116
14,12,1,1,75.17326310899989
14,12,1,2,8.710766820999197
14,12,1,3,7.925036147998981
14,12,2,1,0.9997355509985937
14,12,2,2,11.584645762999571
14,12,2,3,11.685081505998824
14,16,1,1,87.46675088100164
14,16,1,2,9.008981356000731
14,16,1,3,8.648040182000841
14,16,2,1,0.982567195998854
14,16,2,2,11.650207250000676
14,16,2,3,11.18592235700089
14,20,1,1,108.59876225599874
14,20,1,2,8.216744064999148
14,20,1,3,8.076221772000281
14,20,2,1,1.3882862630016461
14,20,2,2,23.59324251200087
14,20,2,3,21.49027746899992
14,24,1,1,69.37326743300036
14,24,1,2,5.711493936998522
14,24,1,3,5.400835188998826
14,24,2,1,0.9627032480002526
14,24,2,2,13.916272054999354
14,24,2,3,13.945072325001092
15,2,1,1,53.36119443499956
15,2,1,2,27.775982723000197
15,2,1,3,27.87468707199878
15,2,2,1,1.1916048120001506
15,2,2,2,2.1272685680014547
15,2,2,3,2.295567174998723
15,4,1,1,77.2523557200002
15,4,1,2,19.655401302999962
15,4,1,3,19.203323863999685
15,4,2,1,1.2283498120013974
15,4,2,2,3.4461262120003084
15,4,2,3,3.4476704110002174
15,8,1,1,69.28450140899986
15,8,1,2,9.056209799999124
15,8,1,3,9.929427463999673
15,8,2,1,1.2231060660014919
15,8,2,2,8.493795760001376
15,8,2,3,7.855882827998357
15,12,1,1,65.39803283800029
15,12,1,2,6.330315164999774
15,12,1,3,6.70256666000023
15,12,2,1,0.9604386169994541
15,12,2,2,7.561347605000265
15,12,2,3,7.700438665000547
15,16,1,1,92.10229367900138
15,16,1,2,7.364309148000757
15,16,1,3,8.540048643999398
15,16,2,1,1.0070781510003144
15,16,2,2,16.82607703499889
15,16,2,3,19.4373905249995
15,20,1,1,122.54040014200109
15,20,1,2,10.583534190000137
15,20,1,3,10.553863704999458
15,20,2,1,1.5855557270006102
15,20,2,2,22.62622360900059
15,20,2,3,23.155887155000528
15,24,1,1,70.89141926999946
15,24,1,2,5.332584657999178
15,24,1,3,7.915634512999532
15,24,2,1,0.9789626639994822
15,24,2,2,13.455956693998814
15,24,2,3,13.964902244000768
16,2,1,1,77.91235039099956
16,2,1,2,38.924350727000274
16,2,1,3,38.97259556000063
16,2,2,1,1.1874410290001833
16,2,2,2,2.270801255999686
16,2,2,3,2.3309447929987073
16,4,1,1,111.21722756499912
16,4,1,2,27.64229276899823
16,4,1,3,27.184718321999753
16,4,2,1,1.2328483679993951
16,4,2,2,5.173139128999537
16,4,2,3,5.8583727209988865
16,8,1,1,125.11216884299938
16,8,1,2,18.263477873999364
16,8,1,3,17.62608714000089
16,8,2,1,1.231219722001697
16,8,2,2,8.973130009999295
16,8,2,3,8.24629572699996
16,12,1,1,55.24679862999983
16,12,1,2,6.047607835000235
16,12,1,3,5.820926167001744
16,12,2,1,0.9552399359999981
16,12,2,2,7.257173997000791
16,12,2,3,7.34770947600191
16,16,1,1,72.91907557100058
16,16,1,2,6.900900633001584
16,16,1,3,7.304744802000641
16,16,2,1,1.2037705900002038
16,16,2,2,12.799873493000632
16,16,2,3,11.04972863200237
16,20,1,1,54.37666108000121
16,20,1,2,5.117174601000443
16,20,1,3,5.463084278002498
16,20,2,1,0.9625360710015229
16,20,2,2,12.25819223200233
16,20,2,3,11.874292225998943
16,24,1,1,77.16539699199711
16,24,1,2,8.897474594003143
16,24,1,3,7.723044826998375
16,24,2,1,0.9624853559980693
16,24,2,2,14.106522162001056
16,24,2,3,14.794345947000693
17,2,1,1,74.5269813269988
17,2,1,2,39.632143829003326
17,2,1,3,39.43196308699771
17,2,2,1,1.2202229520007677
17,2,2,2,2.9891414170015196
17,2,2,3,2.965530731002218
17,4,1,1,63.28773904400077
17,4,1,2,15.68215264399987
17,4,1,3,15.949985069000832
17,4,2,1,1.1577350879997539
17,4,2,2,3.1218827739976405
17,4,2,3,3.297239441999409
17,8,1,1,73.38064207000207
17,8,1,2,9.68547410300016
17,8,1,3,9.335320799000328
17,8,2,1,1.1708169029989222
17,8,2,2,6.086193475002801
17,8,2,3,6.039422202000424
17,12,1,1,64.2021467279992
17,12,1,2,7.10988133399951
17,12,1,3,7.745784114998969
17,12,2,1,0.9597187389990722
17,12,2,2,6.96301350900103
17,12,2,3,7.199383456001669
17,16,1,1,102.56773083000007
17,16,1,2,9.013135252000211
17,16,1,3,9.647521148999658
17,16,2,1,1.0529688269998587
17,16,2,2,11.99273152800015
17,16,2,3,10.933556677002343
17,20,1,1,75.0437067089988
17,20,1,2,8.666425439001614
17,20,1,3,6.5356817610008875
17,20,2,1,0.9865075929992599
17,20,2,2,14.994771854999271
17,20,2,3,15.612681456997962
17,24,1,1,127.83583548699971
17,24,1,2,12.441031652000675
17,24,1,3,11.832215497997822
17,24,2,1,1.3740844990024925
17,24,2,2,26.992265811000834
17,24,2,3,26.287678136999602
18,2,1,1,97.32261752499835
18,2,1,2,44.45110311700046
18,2,1,3,43.859646714998235
18,2,2,1,1.2001060490001692
18,2,2,2,2.327733605001413
18,2,2,3,2.465060013000766
18,4,1,1,63.207859189999
18,4,1,2,15.691059608001524
18,4,1,3,15.868198323001707
18,4,2,1,1.2043160799985344
18,4,2,2,3.9122623920011392
18,4,2,3,3.8497087819996523
18,8,1,1,88.80909770799917
18,8,1,2,13.295474489001208
18,8,1,3,12.253946098000597
18,8,2,1,1.1869756909982243
18,8,2,2,5.9073746020003455
18,8,2,3,5.900729524000781
18,12,1,1,69.89050419099658
18,12,1,2,7.784705299000052
18,12,1,3,8.56741409100141
18,12,2,1,1.0090699829997902
18,12,2,2,11.90182911699958
18,12,2,3,12.213806242998544
18,16,1,1,76.22827966399927
18,16,1,2,8.394391672001802
18,16,1,3,7.6426665959988895
18,16,2,1,0.9623381499986863
18,16,2,2,9.767664048002189
18,16,2,3,9.921006828000827
18,20,1,1,162.14413102199978
18,20,1,2,14.14169202499761
18,20,1,3,15.17383284600146
18,20,2,1,1.027102158001071
18,20,2,2,26.900503418997687
18,20,2,3,28.955021116998978
18,24,1,1,90.08127279899782
18,24,1,2,9.544594995997613
18,24,1,3,8.787331312996685
18,24,2,1,1.0296208019972255
18,24,2,2,23.454433675000473
18,24,2,3,25.12369418599701
19,2,1,1,92.23947821399997
19,2,1,2,47.088636699001654
19,2,1,3,45.64468454100279
19,2,2,1,1.2265036039971164
19,2,2,2,2.302803825998126
19,2,2,3,2.4948325650002516
19,4,1,1,81.67804525800238
19,4,1,2,17.785508923003363
19,4,1,3,18.514845051999146
19,4,2,1,1.2238859540011617
19,4,2,2,4.780568692996894
19,4,2,3,4.38710879700011
19,8,1,1,70.4904963700028
19,8,1,2,8.834664573998452
19,8,1,3,9.922677176000434
19,8,2,1,1.1789792540002964
19,8,2,2,5.595590282999183
19,8,2,3,5.304328949001501
19,12,1,1,73.40286501599985
19,12,1,2,7.52678554600061
19,12,1,3,7.798687764003262
19,12,2,1,1.0006371950003086
19,12,2,2,11.791691946000356
19,12,2,3,12.750114121001388
19,16,1,1,129.87957142399682
19,16,1,2,15.395231512000464
19,16,1,3,16.341909009999654
19,16,2,1,1.4481149900020682
19,16,2,2,12.166485328998533
19,16,2,3,12.954942497999582
19,20,1,1,81.69574467499842
19,20,1,2,8.104614612999285
19,20,1,3,6.37882122299925
19,20,2,1,0.9969681680013309
19,20,2,2,12.877036663998297
19,20,2,3,13.421352516998013
19,24,1,1,130.16803778599933
19,24,1,2,10.549525829999766
19,24,1,3,13.116230661002191
19,24,2,1,1.697606060999533
19,24,2,2,19.092882918001123
19,24,2,3,18.495789717999287
20,2,1,1,52.65567608100173
20,2,1,2,26.764452843999607
20,2,1,3,27.288862695000716
20,2,2,1,1.1751110040022468
20,2,2,2,2.0885087120004755
20,2,2,3,2.1678907519999484
20,4,1,1,89.72811085099966
20,4,1,2,22.047725844000524
20,4,1,3,21.403802720000385
20,4,2,1,1.222015957999247
20,4,2,2,5.071161668001878
20,4,2,3,4.439356801998656
20,8,1,1,66.11835874200187
20,8,1,2,9.09526973100219
20,8,1,3,9.995967130998906
20,8,2,1,1.1842568520005443
20,8,2,2,5.69314493300044
20,8,2,3,5.8864575830011745
20,12,1,1,102.11267995700109
20,12,1,2,11.169576897002116
20,12,1,3,10.326882617999217
20,12,2,1,1.0225235010002507
20,12,2,2,12.898715487001027
20,12,2,3,13.084754073999648
20,16,1,1,65.89431757900093
20,16,1,2,8.068539646999852
20,16,1,3,6.158272101998591
20,16,2,1,1.0008319189983013
20,16,2,2,12.056460163999873
20,16,2,3,12.168899959000555
20,20,1,1,65.61930917599966
20,20,1,2,6.646472456999618
20,20,1,3,5.804987160001474
20,20,2,1,0.9977239059990097
20,20,2,2,11.933705379000457
20,20,2,3,12.328824050997355
20,24,1,1,93.18595932099925
20,24,1,2,9.34807393400115
20,24,1,3,8.208166366999649
20,24,2,1,1.0150573099999747
20,24,2,2,24.834417786001723
20,24,2,3,23.72148089500115
21,2,1,1,103.39309899499858
21,2,1,2,51.14342621600008
21,2,1,3,50.345700765999936
21,2,2,1,1.216654802999983
21,2,2,2,2.362137045001873
21,2,2,3,2.444693546000053
21,4,1,1,69.60592109400022
21,4,1,2,18.08404516399969
21,4,1,3,17.324973547998525
21,4,2,1,1.1976483969992842
21,4,2,2,4.673084267000377
21,4,2,3,4.4486414849998255
21,8,1,1,74.44370982500186
21,8,1,2,10.734391900001356
21,8,1,3,10.49019023299843
21,8,2,1,1.0152772710025602
21,8,2,2,6.660327923000295
21,8,2,3,7.067213545000413
21,12,1,1,72.18640703200072
21,12,1,2,8.591964294002537
21,12,1,3,8.197947429998749
21,12,2,1,1.0375251349978498
