i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,step,method,execution_time,n_local_attractors,n_pair_attractors
8,256,5,2,2,2,256,1,2,1.6781586370052537,1447.0,
8,256,5,2,2,2,256,1,3,1.7338087219977751,1447.0,
8,256,5,2,2,2,256,2,1,0.09992570799659006,,7533.0
8,256,5,2,2,2,256,2,2,3.9865250579896383,,7533.0
8,256,5,2,2,2,256,2,3,4.34841454900743,,7533.0
8,512,5,2,2,2,512,1,1,51.90731566499744,2961.0,
8,512,5,2,2,2,512,1,2,3.2683189829986077,2961.0,
8,512,5,2,2,2,512,1,3,4.468431738001527,2961.0,
8,512,5,2,2,2,512,2,1,0.6360895729885669,,15573.0
8,512,5,2,2,2,512,2,2,8.71804479099228,,15573.0
8,512,5,2,2,2,512,2,3,8.956388545993832,,15573.0
9,8,5,2,2,2,8,1,1,0.5381110960006481,17.0,
9,8,5,2,2,2,8,1,2,0.3297864899941487,17.0,
9,8,5,2,2,2,8,1,3,0.3334877110028174,17.0,
9,8,5,2,2,2,8,2,1,0.0005217790021561086,,19.0
9,8,5,2,2,2,8,2,2,0.19990086599136703,,19.0
9,8,5,2,2,2,8,2,3,0.2036955920048058,,19.0
9,16,5,2,2,2,16,1,1,1.419966392000788,40.0,
9,16,5,2,2,2,16,1,2,0.35369625900057144,40.0,
9,16,5,2,2,2,16,1,3,0.3380150140001206,40.0,
9,16,5,2,2,2,16,2,1,0.0010701620049076155,,72.0
9,16,5,2,2,2,16,2,2,0.2551667020015884,,72.0
9,16,5,2,2,2,16,2,3,0.2593593790079467,,72.0
9,32,5,2,2,2,32,1,1,2.7078923730005044,77.0,
9,32,5,2,2,2,32,1,2,0.38915124798950274,77.0,
9,32,5,2,2,2,32,1,3,0.35948867299885023,77.0,
9,32,5,2,2,2,32,2,1,0.00223087499034591,,130.0
9,32,5,2,2,2,32,2,2,0.42151511399424635,,130.0
9,32,5,2,2,2,32,2,3,0.4445724910037825,,130.0
9,64,5,2,2,2,64,1,1,6.013092413995764,159.0,
9,64,5,2,2,2,64,1,2,0.6480189020076068,159.0,
9,64,5,2,2,2,64,1,3,0.5387448809924535,159.0,
9,64,5,2,2,2,64,2,1,0.0065097940096165985,,274.0
9,64,5,2,2,2,64,2,2,1.2036129280022578,,274.0
9,64,5,2,2,2,64,2,3,1.3697904300061055,,274.0
9,128,5,2,2,2,128,1,1,11.459511935012415,320.0,
9,128,5,2,2,2,128,1,2,1.0128617199952714,320.0,
9,128,5,2,2,2,128,1,3,0.8698645569966175,320.0,
9,128,5,2,2,2,128,2,1,0.024924668003222905,,587.0
9,128,5,2,2,2,128,2,2,2.3442007989942795,,587.0
9,128,5,2,2,2,128,2,3,2.6321769600035623,,587.0
9,256,5,2,2,2,256,1,1,23.70692867100297,645.0,
9,256,5,2,2,2,256,1,2,2.142425829995773,645.0,
9,256,5,2,2,2,256,1,3,1.62995570799103,645.0,
9,256,5,2,2,2,256,2,1,0.09817849099636078,,1138.0
9,256,5,2,2,2,256,2,2,5.173426658991957,,1138.0
9,256,5,2,2,2,256,2,3,5.762707343004877,,1138.0
9,512,5,2,2,2,512,1,1,48.45618795600603,1281.0,
9,512,5,2,2,2,512,1,2,2.967291501001455,1281.0,
9,512,5,2,2,2,512,1,3,3.3474771620094543,1281.0,
9,512,5,2,2,2,512,2,1,0.5891530649969354,,2315.0
9,512,5,2,2,2,512,2,2,11.352884526000707,,2315.0
9,512,5,2,2,2,512,2,3,10.937767534996965,,2315.0
10,8,5,2,2,2,8,1,1,0.6397492760006571,47.0,
10,8,5,2,2,2,8,1,2,0.45248729598824866,47.0,
10,8,5,2,2,2,8,1,3,0.34412337400135584,47.0,
10,8,5,2,2,2,8,2,1,0.0006306649884209037,,224.0
10,8,5,2,2,2,8,2,2,0.18485851799778175,,224.0
10,8,5,2,2,2,8,2,3,0.18525596598919947,,224.0
10,16,5,2,2,2,16,1,1,1.673064353002701,118.0,
10,16,5,2,2,2,16,1,2,0.3746653039997909,118.0,
10,16,5,2,2,2,16,1,3,0.3826358270016499,118.0,
10,16,5,2,2,2,16,2,1,0.0017236189887626097,,812.0
10,16,5,2,2,2,16,2,2,0.24598924299061764,,812.0
10,16,5,2,2,2,16,2,3,0.24257023600512184,,812.0
10,32,5,2,2,2,32,1,1,3.3765716350026196,233.0,
10,32,5,2,2,2,32,1,2,0.43721225899935234,233.0,
10,32,5,2,2,2,32,1,3,0.4112846239877399,233.0,
10,32,5,2,2,2,32,2,1,0.0035337779991095886,,1660.0
10,32,5,2,2,2,32,2,2,0.3706683130003512,,1660.0
10,32,5,2,2,2,32,2,3,0.3646180610085139,,1660.0
10,64,5,2,2,2,64,1,1,6.593120838995674,463.0,
10,64,5,2,2,2,64,1,2,0.6555085800064262,463.0,
10,64,5,2,2,2,64,1,3,0.5840720459964359,463.0,
10,64,5,2,2,2,64,2,1,0.008231125000747852,,3256.0
10,64,5,2,2,2,64,2,2,0.8309905520000029,,3256.0
10,64,5,2,2,2,64,2,3,0.945404708996648,,3256.0
10,128,5,2,2,2,128,1,1,14.172153315987089,922.0,
10,128,5,2,2,2,128,1,2,1.1605776710057398,922.0,
10,128,5,2,2,2,128,1,3,1.3277138900011778,922.0,
10,128,5,2,2,2,128,2,1,0.028368145998683758,,6800.0
10,128,5,2,2,2,128,2,2,1.714512485996238,,6800.0
10,128,5,2,2,2,128,2,3,1.9501920559996506,,6800.0
10,256,5,2,2,2,256,1,1,28.415009004005697,1826.0,
10,256,5,2,2,2,256,1,2,2.3276065030077007,1826.0,
10,256,5,2,2,2,256,1,3,1.910597341004177,1826.0,
10,256,5,2,2,2,256,2,1,0.09648713299247902,,12388.0
10,256,5,2,2,2,256,2,2,3.659917236000183,,12388.0
10,256,5,2,2,2,256,2,3,4.011152186998515,,12388.0
10,512,5,2,2,2,512,1,1,58.47377033199882,3710.0,
10,512,5,2,2,2,512,1,2,3.4201582980022067,3710.0,
10,512,5,2,2,2,512,1,3,3.9818718640017323,3710.0,
10,512,5,2,2,2,512,2,1,0.3591485700017074,,25748.0
10,512,5,2,2,2,512,2,2,7.667859184002737,,25748.0
10,512,5,2,2,2,512,2,3,8.733615504999761,,25748.0
11,8,5,2,2,2,8,1,1,0.5670961090072524,26.0,
11,8,5,2,2,2,8,1,2,0.29926434099616017,26.0,
11,8,5,2,2,2,8,1,3,0.2974079500127118,26.0,
11,8,5,2,2,2,8,2,1,0.0006708340079057962,,40.0
11,8,5,2,2,2,8,2,2,0.20630664999771398,,40.0
11,8,5,2,2,2,8,2,3,0.19259512700955383,,40.0
11,16,5,2,2,2,16,1,1,1.2231005249923328,54.0,
11,16,5,2,2,2,16,1,2,0.31406903099559713,54.0,
11,16,5,2,2,2,16,1,3,0.431950163008878,54.0,
11,16,5,2,2,2,16,2,1,0.0009195309976348653,,98.0
11,16,5,2,2,2,16,2,2,0.2473805969930254,,98.0
