i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,4,2,2,14,36,64,0.33013439178466797,0.00018024444580078125,0.0011048316955566406
2,3,5,4,2,2,8,10,8,0.2534477710723877,0.00012683868408203125,0.00016236305236816406
3,3,5,4,2,2,13,24,27,0.339916467666626,0.00017595291137695312,0.0006148815155029297
4,3,5,4,2,2,5,3,1,0.22830986976623535,0.00015044212341308594,0.00011301040649414062
5,3,5,4,2,2,8,10,8,0.24443769454956055,0.00014328956604003906,0.00018596649169921875
6,3,5,4,2,2,5,3,1,0.20257854461669922,0.00015115737915039062,0.00011539459228515625
7,3,5,4,2,2,10,12,8,0.23204541206359863,0.00015592575073242188,0.00021505355834960938
8,3,5,4,2,2,8,5,2,0.2585024833679199,0.00014710426330566406,0.00012683868408203125
9,3,5,4,2,2,5,0,0,0.27791714668273926,0.00012373924255371094,6.246566772460938e-05
10,3,5,4,2,2,5,3,1,0.22305631637573242,0.0001647472381591797,0.00011992454528808594
11,3,5,4,2,2,9,12,12,0.2639331817626953,0.00014829635620117188,0.0002434253692626953
12,3,5,4,2,2,5,3,1,0.1903228759765625,0.00013327598571777344,9.655952453613281e-05
13,3,5,4,2,2,5,3,1,0.21398687362670898,0.00028896331787109375,0.00012493133544921875
14,3,5,4,2,2,5,3,1,0.21424293518066406,0.0001583099365234375,0.00012135505676269531
15,3,5,4,2,2,5,3,1,0.24742889404296875,0.00014829635620117188,0.00011181831359863281
16,3,5,4,2,2,8,10,8,0.20443487167358398,0.000156402587890625,0.00020003318786621094
17,3,5,4,2,2,8,6,2,0.2895345687866211,0.00012254714965820312,0.00010991096496582031
18,3,5,4,2,2,5,3,1,0.21783828735351562,0.00012636184692382812,9.608268737792969e-05
19,3,5,4,2,2,8,5,2,0.2546677589416504,0.00016427040100097656,0.0001354217529296875
20,3,5,4,2,2,11,7,3,0.2938108444213867,0.0001628398895263672,0.00016617774963378906
21,3,5,4,2,2,10,8,2,0.33541274070739746,0.00016188621520996094,0.00015401840209960938
22,3,5,4,2,2,8,10,8,0.2579843997955322,0.00012922286987304688,0.00016117095947265625
23,3,5,4,2,2,11,4,0,0.2976675033569336,0.00015878677368164062,0.00011396408081054688
24,3,5,4,2,2,5,3,1,0.17636871337890625,0.0001277923583984375,9.799003601074219e-05
25,3,5,4,2,2,5,3,1,0.21237468719482422,0.00013685226440429688,0.00010514259338378906
26,3,5,4,2,2,8,5,2,0.2593545913696289,0.00014662742614746094,0.000125885009765625
27,3,5,4,2,2,11,7,3,0.3012046813964844,0.00018072128295898438,0.0001709461212158203
28,3,5,4,2,2,5,3,1,0.22710347175598145,0.00025534629821777344,0.00020384788513183594
29,3,5,4,2,2,5,3,1,0.2049238681793213,0.00015306472778320312,0.00011754035949707031
30,3,5,4,2,2,10,6,2,0.28661370277404785,0.00013685226440429688,0.00013017654418945312
31,3,5,4,2,2,10,12,8,0.24831032752990723,0.00015282630920410156,0.00021028518676757812
32,3,5,4,2,2,15,27,27,0.3563845157623291,0.00022292137145996094,0.0008587837219238281
33,3,5,4,2,2,8,5,2,0.26153063774108887,0.00012493133544921875,0.00011086463928222656
34,3,5,4,2,2,8,5,2,0.3025321960449219,0.00014591217041015625,0.00013208389282226562
35,3,5,4,2,2,8,5,2,0.26073598861694336,0.00018143653869628906,0.0001590251922607422
36,3,5,4,2,2,5,3,1,0.19260525703430176,0.00019741058349609375,0.00014472007751464844
37,3,5,4,2,2,5,3,1,0.2103748321533203,0.00012183189392089844,9.298324584960938e-05
38,3,5,4,2,2,5,3,1,0.22676753997802734,0.00015807151794433594,0.00011944770812988281
39,3,5,4,2,2,5,1,0,0.23273873329162598,0.00011444091796875,6.508827209472656e-05
40,3,5,4,2,2,5,0,0,0.27210521697998047,0.0001513957977294922,7.390975952148438e-05
41,3,5,4,2,2,5,3,1,0.21342682838439941,0.00015878677368164062,0.00012111663818359375
