i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,step,method,execution_time,n_local_attractors,n_pair_attractors,n_attractor_fields
1,3,5,2,2,2,3,1,1,0.22505019599338993,16.0,,
1,3,5,2,2,2,3,1,2,0.16581193800084293,16.0,,
1,3,5,2,2,2,3,1,3,0.16306473000440747,16.0,,
1,3,5,2,2,2,3,2,1,7.144801202230155e-05,,0.0,
1,3,5,2,2,2,3,2,2,0.04033082700334489,,0.0,
1,3,5,2,2,2,3,2,3,0.03680754400556907,,0.0,
1,3,5,2,2,2,3,3,1,6.648799171671271e-05,,,0.0
1,3,5,2,2,2,3,3,2,0.041575328999897465,,,0.0
1,3,5,2,2,2,3,3,3,0.00012515499838627875,,,0.0
1,4,5,2,2,2,4,1,1,0.2916556640120689,21.0,,
1,4,5,2,2,2,4,1,2,0.17165842099348083,21.0,,
1,4,5,2,2,2,4,1,3,0.17546044100890867,21.0,,
1,4,5,2,2,2,4,2,1,6.257698987610638e-05,,0.0,
1,4,5,2,2,2,4,2,2,0.05341775601846166,,0.0,
1,4,5,2,2,2,4,2,3,0.04134101199451834,,0.0,
1,4,5,2,2,2,4,3,1,7.354200351983309e-05,,,0.0
1,4,5,2,2,2,4,3,2,0.04155053501017392,,,0.0
1,4,5,2,2,2,4,3,3,8.897800580598414e-05,,,0.0
1,5,5,2,2,2,5,1,1,0.33521895500598475,26.0,,
1,5,5,2,2,2,5,1,2,0.1694091829995159,26.0,,
1,5,5,2,2,2,5,1,3,0.16916355097782798,26.0,,
1,5,5,2,2,2,5,2,1,0.0001854279835242778,,0.0,
1,5,5,2,2,2,5,2,2,0.046871813014149666,,0.0,
1,5,5,2,2,2,5,2,3,0.05063814399181865,,0.0,
1,5,5,2,2,2,5,3,1,7.528901915065944e-05,,,0.0
1,5,5,2,2,2,5,3,2,0.036996882990933955,,,0.0
1,5,5,2,2,2,5,3,3,8.58349958434701e-05,,,0.0
1,6,5,2,2,2,6,1,1,0.41121814399957657,31.0,,
1,6,5,2,2,2,6,1,2,0.17713090500910766,31.0,,
1,6,5,2,2,2,6,1,3,0.16473624200443737,31.0,,
1,6,5,2,2,2,6,2,1,7.731499499641359e-05,,0.0,
1,6,5,2,2,2,6,2,2,0.04611480300081894,,0.0,
1,6,5,2,2,2,6,2,3,0.04244045299128629,,0.0,
1,6,5,2,2,2,6,3,1,4.630500916391611e-05,,,0.0
1,6,5,2,2,2,6,3,2,0.03506884499802254,,,0.0
1,6,5,2,2,2,6,3,3,8.513699867762625e-05,,,0.0
1,7,5,2,2,2,7,1,1,0.48717494000447914,36.0,,
1,7,5,2,2,2,7,1,2,0.1772944730182644,36.0,,
1,7,5,2,2,2,7,1,3,0.18012311501661316,36.0,,
1,7,5,2,2,2,7,2,1,8.54159879963845e-05,,0.0,
