i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,step,method,execution_time,n_local_attractors,n_pair_attractors
240,256,5,2,2,2,256,1,2,2.050488988024881,1274.0,
240,256,5,2,2,2,256,1,3,2.003110346995527,1274.0,
240,256,5,2,2,2,256,2,1,0.09548872298910283,,4352.0
240,256,5,2,2,2,256,2,2,3.0920722269802354,,4352.0
240,256,5,2,2,2,256,2,3,3.5885842069983482,,4352.0
240,512,5,2,2,2,512,1,1,46.73611493699718,2538.0,
240,512,5,2,2,2,512,1,2,4.126692157995421,2538.0,
240,512,5,2,2,2,512,1,3,3.485827012016671,2538.0,
240,512,5,2,2,2,512,2,1,0.36477342899888754,,8940.0
240,512,5,2,2,2,512,2,2,7.218711214984069,,8940.0
240,512,5,2,2,2,512,2,3,7.561881820001872,,8940.0
240,1024,5,2,2,2,1024,1,1,92.7030693369743,5074.0,
240,1024,5,2,2,2,1024,1,2,7.237667932000477,5074.0,
240,1024,5,2,2,2,1024,1,3,6.953194437024649,5074.0,
240,1024,5,2,2,2,1024,2,1,1.402920708002057,,17604.0
240,1024,5,2,2,2,1024,2,2,16.36600008798996,,17604.0
240,1024,5,2,2,2,1024,2,3,20.394500216003507,,17604.0
241,8,5,2,2,2,8,1,1,0.47340263199293986,17.0,
241,8,5,2,2,2,8,1,2,0.39673263201257214,17.0,
241,8,5,2,2,2,8,1,3,0.4099696190096438,17.0,
241,8,5,2,2,2,8,2,1,0.0005396959895733744,,7.0
241,8,5,2,2,2,8,2,2,0.2651843640196603,,7.0
241,8,5,2,2,2,8,2,3,0.2644786959863268,,7.0
241,16,5,2,2,2,16,1,1,1.2930313750111964,38.0,
241,16,5,2,2,2,16,1,2,0.41339696300565265,38.0,
241,16,5,2,2,2,16,1,3,0.41035114601254463,38.0,
241,16,5,2,2,2,16,2,1,0.0009108369995374233,,21.0
241,16,5,2,2,2,16,2,2,0.3111406249809079,,21.0
241,16,5,2,2,2,16,2,3,0.31922315701376647,,21.0
241,32,5,2,2,2,32,1,1,3.0064583079947624,81.0,
241,32,5,2,2,2,32,1,2,0.48784905998036265,81.0,
241,32,5,2,2,2,32,1,3,0.4649081359966658,81.0,
241,32,5,2,2,2,32,2,1,0.002321283012861386,,46.0
241,32,5,2,2,2,32,2,2,0.4957706179993693,,46.0
241,32,5,2,2,2,32,2,3,0.5363456279737875,,46.0
241,64,5,2,2,2,64,1,1,6.213283781980863,160.0,
241,64,5,2,2,2,64,1,2,0.6731005890178494,160.0,
241,64,5,2,2,2,64,1,3,0.6579254120006226,160.0,
241,64,5,2,2,2,64,2,1,0.008190041990019381,,83.0
241,64,5,2,2,2,64,2,2,1.234018877003109,,83.0
241,64,5,2,2,2,64,2,3,1.6200927790196147,,83.0
241,128,5,2,2,2,128,1,1,11.230689360003453,316.0,
241,128,5,2,2,2,128,1,2,1.1948707239935175,316.0,
241,128,5,2,2,2,128,1,3,1.2691889270208776,316.0,
241,128,5,2,2,2,128,2,1,0.024104166979668662,,177.0
241,128,5,2,2,2,128,2,2,2.1927037889836356,,177.0
241,128,5,2,2,2,128,2,3,2.6250973010028247,,177.0
241,256,5,2,2,2,256,1,1,23.58005461000721,619.0,
241,256,5,2,2,2,256,1,2,1.9532579520018771,619.0,
241,256,5,2,2,2,256,1,3,2.0215350039943587,619.0,
241,256,5,2,2,2,256,2,1,0.08949531699181534,,358.0
241,256,5,2,2,2,256,2,2,4.530750684993109,,358.0
241,256,5,2,2,2,256,2,3,5.24835966899991,,358.0
241,512,5,2,2,2,512,1,1,46.88590647600358,1263.0,
241,512,5,2,2,2,512,1,2,4.0034392030211166,1263.0,
241,512,5,2,2,2,512,1,3,3.5005886309954803,1263.0,
241,512,5,2,2,2,512,2,1,0.34258276398759335,,729.0
241,512,5,2,2,2,512,2,2,10.330120024009375,,729.0
241,512,5,2,2,2,512,2,3,10.514837437018286,,729.0
241,1024,5,2,2,2,1024,1,1,90.98802764402353,2539.0,
241,1024,5,2,2,2,1024,1,2,6.196637125976849,2539.0,
241,1024,5,2,2,2,1024,1,3,6.899983051000163,2539.0,
241,1024,5,2,2,2,1024,2,1,1.3866359670064412,,1476.0
241,1024,5,2,2,2,1024,2,2,26.656685616006143,,1476.0
241,1024,5,2,2,2,1024,2,3,22.948276127979625,,1476.0
242,8,5,2,2,2,8,1,1,0.7398274739971384,27.0,
242,8,5,2,2,2,8,1,2,0.50460849297815,27.0,
242,8,5,2,2,2,8,1,3,0.4773533610277809,27.0,
242,8,5,2,2,2,8,2,1,0.000501365982927382,,32.0
242,8,5,2,2,2,8,2,2,0.3218261000001803,,32.0
242,8,5,2,2,2,8,2,3,0.3074519319925457,,32.0
242,16,5,2,2,2,16,1,1,1.6997755139891524,65.0,
242,16,5,2,2,2,16,1,2,0.49284305301262066,65.0,
242,16,5,2,2,2,16,1,3,0.5089517630112823,65.0,
242,16,5,2,2,2,16,2,1,0.0012380399857647717,,134.0
242,16,5,2,2,2,16,2,2,0.37774425200768746,,134.0
242,16,5,2,2,2,16,2,3,0.3703367839916609,,134.0
242,32,5,2,2,2,32,1,1,3.390541750995908,126.0,
242,32,5,2,2,2,32,1,2,0.6142981040175073,126.0,
242,32,5,2,2,2,32,1,3,0.5424349989916664,126.0,
242,32,5,2,2,2,32,2,1,0.002244834991870448,,258.0
242,32,5,2,2,2,32,2,2,0.49749391700606793,,258.0
242,32,5,2,2,2,32,2,3,0.48641894600586966,,258.0
242,64,5,2,2,2,64,1,1,8.297663378994912,267.0,
242,64,5,2,2,2,64,1,2,0.7896335949772038,267.0,
242,64,5,2,2,2,64,1,3,0.72671771000023,267.0,
242,64,5,2,2,2,64,2,1,0.007687257981160656,,570.0
242,64,5,2,2,2,64,2,2,1.3498768240096979,,570.0
242,64,5,2,2,2,64,2,3,1.544369789015036,,570.0
242,128,5,2,2,2,128,1,1,14.240403539995896,517.0,
242,128,5,2,2,2,128,1,2,1.7814241070009302,517.0,
242,128,5,2,2,2,128,1,3,1.5606025159941055,517.0,
242,128,5,2,2,2,128,2,1,0.02702231999137439,,1074.0
242,128,5,2,2,2,128,2,2,2.558707966003567,,1074.0
242,128,5,2,2,2,128,2,3,2.810440749017289,,1074.0
242,256,5,2,2,2,256,1,1,30.29334701600601,1008.0,
242,256,5,2,2,2,256,1,2,1.9955914589809254,1008.0,
242,256,5,2,2,2,256,1,3,2.2807762009906583,1008.0,
242,256,5,2,2,2,256,2,1,0.09302915100124665,,1938.0
242,256,5,2,2,2,256,2,2,5.113006614992628,,1938.0
242,256,5,2,2,2,256,2,3,5.675138035003329,,1938.0
242,512,5,2,2,2,512,1,1,55.80739730800269,2094.0,
242,512,5,2,2,2,512,1,2,4.227423442003783,2094.0,
242,512,5,2,2,2,512,1,3,4.40610439502052,2094.0,
242,512,5,2,2,2,512,2,1,0.38143209999543615,,4332.0
242,512,5,2,2,2,512,2,2,11.596908798004733,,4332.0
242,512,5,2,2,2,512,2,3,12.196795009978814,,4332.0
242,1024,5,2,2,2,1024,1,1,115.56891857198207,4187.0,
242,1024,5,2,2,2,1024,1,2,7.687518077000277,4187.0,
242,1024,5,2,2,2,1024,1,3,8.751327820005827,4187.0,
242,1024,5,2,2,2,1024,2,1,1.4279708819813095,,8866.0
242,1024,5,2,2,2,1024,2,2,25.880648021993693,,8866.0
242,1024,5,2,2,2,1024,2,3,24.955435290001333,,8866.0
243,8,5,2,2,2,8,1,1,0.8046059829939622,64.0,
243,8,5,2,2,2,8,1,2,0.40583378600422293,64.0,
243,8,5,2,2,2,8,1,3,0.4033470199792646,64.0,
243,8,5,2,2,2,8,2,1,0.0007605949940625578,,304.0
243,8,5,2,2,2,8,2,2,0.28707063299953006,,304.0
243,8,5,2,2,2,8,2,3,0.29188225700636394,,304.0
243,16,5,2,2,2,16,1,1,2.4350684639939573,172.0,
243,16,5,2,2,2,16,1,2,0.5842335140041541,172.0,
243,16,5,2,2,2,16,1,3,0.5513735050044488,172.0,
243,16,5,2,2,2,16,2,1,0.0022737690014764667,,1353.0
243,16,5,2,2,2,16,2,2,0.3462390439817682,,1353.0
243,16,5,2,2,2,16,2,3,0.37828617499326356,,1353.0
243,32,5,2,2,2,32,1,1,4.68076781599666,341.0,
243,32,5,2,2,2,32,1,2,0.6316563290019985,341.0,
243,32,5,2,2,2,32,1,3,0.6556259189965203,341.0,
243,32,5,2,2,2,32,2,1,0.003727652016095817,,2677.0
243,32,5,2,2,2,32,2,2,0.43662468300317414,,2677.0
243,32,5,2,2,2,32,2,3,0.5206810540112201,,2677.0
243,64,5,2,2,2,64,1,1,9.454318365984363,669.0,
243,64,5,2,2,2,64,1,2,0.9491002810245845,669.0,
243,64,5,2,2,2,64,1,3,1.191519004991278,669.0,
243,64,5,2,2,2,64,2,1,0.010364929999923334,,5523.0
243,64,5,2,2,2,64,2,2,1.1192131229909137,,5523.0
243,64,5,2,2,2,64,2,3,1.244156581000425,,5523.0
243,128,5,2,2,2,128,1,1,19.607929361984134,1339.0,
243,128,5,2,2,2,128,1,2,1.689255420002155,1339.0,
243,128,5,2,2,2,128,1,3,1.8929047260025982,1339.0,
243,128,5,2,2,2,128,2,1,0.030112211999949068,,10615.0
243,128,5,2,2,2,128,2,2,1.9573235120042227,,10615.0
243,128,5,2,2,2,128,2,3,2.3144484649819788,,10615.0
243,256,5,2,2,2,256,1,1,42.23490022000624,2773.0,
243,256,5,2,2,2,256,1,2,3.3948343410156667,2773.0,
243,256,5,2,2,2,256,1,3,2.984155946993269,2773.0,
243,256,5,2,2,2,256,2,1,0.10785553199821152,,24544.0
243,256,5,2,2,2,256,2,2,3.9814375980058685,,24544.0
243,256,5,2,2,2,256,2,3,4.3501441219996195,,24544.0
243,512,5,2,2,2,512,1,1,83.96143761498388,5422.0,
243,512,5,2,2,2,512,1,2,5.5820943749859,5422.0,
243,512,5,2,2,2,512,1,3,5.981093239999609,5422.0,
243,512,5,2,2,2,512,2,1,0.4126461129926611,,46329.0
243,512,5,2,2,2,512,2,2,9.476921314984793,,46329.0
243,512,5,2,2,2,512,2,3,10.207798022020143,,46329.0
243,1024,5,2,2,2,1024,1,1,163.44354639798985,10816.0,
243,1024,5,2,2,2,1024,1,2,10.624481022008695,10816.0,
243,1024,5,2,2,2,1024,1,3,11.842657011991832,10816.0,
243,1024,5,2,2,2,1024,2,1,1.7676957999938168,,89082.0
243,1024,5,2,2,2,1024,2,2,23.460756813001353,,89082.0
243,1024,5,2,2,2,1024,2,3,23.58050915200147,,89082.0
244,8,5,2,2,2,8,1,1,0.462194419989828,17.0,
244,8,5,2,2,2,8,1,2,0.45065252599306405,17.0,
244,8,5,2,2,2,8,1,3,0.4395349529804662,17.0,
244,8,5,2,2,2,8,2,1,0.0005320390046108514,,17.0
244,8,5,2,2,2,8,2,2,0.33165471800020896,,17.0
244,8,5,2,2,2,8,2,3,0.3489504070021212,,17.0
244,16,5,2,2,2,16,1,1,1.0689616380259395,37.0,
244,16,5,2,2,2,16,1,2,0.46805848597432487,37.0,
244,16,5,2,2,2,16,1,3,0.47203079200698994,37.0,
244,16,5,2,2,2,16,2,1,0.0008313500147778541,,53.0
244,16,5,2,2,2,16,2,2,0.38096348399994895,,53.0
244,16,5,2,2,2,16,2,3,0.38357654900755733,,53.0
244,32,5,2,2,2,32,1,1,2.287456115009263,75.0,
244,32,5,2,2,2,32,1,2,0.5666397520108148,75.0,
244,32,5,2,2,2,32,1,3,0.5131493689841591,75.0,
244,32,5,2,2,2,32,2,1,0.002137483999831602,,119.0
244,32,5,2,2,2,32,2,2,0.542136105010286,,119.0
244,32,5,2,2,2,32,2,3,0.5554363300034311,,119.0
244,64,5,2,2,2,64,1,1,5.092991165991407,154.0,
244,64,5,2,2,2,64,1,2,0.7907238620100543,154.0,
244,64,5,2,2,2,64,1,3,0.7568203170085326,154.0,
244,64,5,2,2,2,64,2,1,0.0060183640161994845,,269.0
244,64,5,2,2,2,64,2,2,1.1755830479960423,,269.0
244,64,5,2,2,2,64,2,3,1.3576295350212604,,269.0
244,128,5,2,2,2,128,1,1,11.314340888988227,312.0,
244,128,5,2,2,2,128,1,2,1.0472111949929968,312.0,
244,128,5,2,2,2,128,1,3,0.9785761670209467,312.0,
244,128,5,2,2,2,128,2,1,0.024167442985344678,,535.0
244,128,5,2,2,2,128,2,2,2.312053968984401,,535.0
244,128,5,2,2,2,128,2,3,2.5626309550134465,,535.0
244,256,5,2,2,2,256,1,1,20.2451078070153,628.0,
244,256,5,2,2,2,256,1,2,1.7572276069840882,628.0,
244,256,5,2,2,2,256,1,3,1.751206410001032,628.0,
244,256,5,2,2,2,256,2,1,0.09241450700210407,,1089.0
244,256,5,2,2,2,256,2,2,4.966165518009802,,1089.0
244,256,5,2,2,2,256,2,3,5.933652556006564,,1089.0
244,512,5,2,2,2,512,1,1,43.214616512996145,1280.0,
244,512,5,2,2,2,512,1,2,3.303355948999524,1280.0,
244,512,5,2,2,2,512,1,3,3.7843556629959494,1280.0,
244,512,5,2,2,2,512,2,1,0.367706836987054,,2246.0
244,512,5,2,2,2,512,2,2,10.912894464010606,,2246.0
244,512,5,2,2,2,512,2,3,11.127558667998528,,2246.0
244,1024,5,2,2,2,1024,1,1,95.95896992000053,2546.0,
244,1024,5,2,2,2,1024,1,2,6.5728965360031,2546.0,
244,1024,5,2,2,2,1024,1,3,6.750881735002622,2546.0,
244,1024,5,2,2,2,1024,2,1,1.4264836559887044,,4424.0
244,1024,5,2,2,2,1024,2,2,23.6656885400007,,4424.0
244,1024,5,2,2,2,1024,2,3,22.968039061990567,,4424.0
245,8,5,2,2,2,8,1,1,0.5281155820121057,24.0,
245,8,5,2,2,2,8,1,2,0.36847594199934974,24.0,
245,8,5,2,2,2,8,1,3,0.3515554220066406,24.0,
245,8,5,2,2,2,8,2,1,0.0004204139986541122,,40.0
245,8,5,2,2,2,8,2,2,0.29066810000222176,,40.0
245,8,5,2,2,2,8,2,3,0.2995123699947726,,40.0
245,16,5,2,2,2,16,1,1,1.8401631849992555,68.0,
245,16,5,2,2,2,16,1,2,0.5165866779861972,68.0,
245,16,5,2,2,2,16,1,3,0.5114800890150946,68.0,
245,16,5,2,2,2,16,2,1,0.0011775569873861969,,196.0
245,16,5,2,2,2,16,2,2,0.35271423700032756,,196.0
245,16,5,2,2,2,16,2,3,0.36545468799886294,,196.0
245,32,5,2,2,2,32,1,1,3.3364403900050092,122.0,
245,32,5,2,2,2,32,1,2,0.5444465839827899,122.0,
245,32,5,2,2,2,32,1,3,0.5176010800059885,122.0,
245,32,5,2,2,2,32,2,1,0.0022136479965411127,,333.0
245,32,5,2,2,2,32,2,2,0.485872046003351,,333.0
245,32,5,2,2,2,32,2,3,0.5371989969862625,,333.0
245,64,5,2,2,2,64,1,1,7.097218128008535,260.0,
245,64,5,2,2,2,64,1,2,0.7896140789962374,260.0,
245,64,5,2,2,2,64,1,3,0.696714035992045,260.0,
245,64,5,2,2,2,64,2,1,0.007286927022505552,,761.0
245,64,5,2,2,2,64,2,2,1.2550863829965238,,761.0
245,64,5,2,2,2,64,2,3,1.452293587004533,,761.0
245,128,5,2,2,2,128,1,1,13.825275668001268,525.0,
245,128,5,2,2,2,128,1,2,1.3427976710081566,525.0,
245,128,5,2,2,2,128,1,3,1.763632393995067,525.0,
245,128,5,2,2,2,128,2,1,0.0258083020162303,,1509.0
245,128,5,2,2,2,128,2,2,2.459477402997436,,1509.0
245,128,5,2,2,2,128,2,3,2.737092474999372,,1509.0
245,256,5,2,2,2,256,1,1,28.125812969985418,1048.0,
245,256,5,2,2,2,256,1,2,2.4753574960050173,1048.0,
245,256,5,2,2,2,256,1,3,2.128424274007557,1048.0,
245,256,5,2,2,2,256,2,1,0.09814982701209374,,3096.0
245,256,5,2,2,2,256,2,2,5.498030427988851,,3096.0
245,256,5,2,2,2,256,2,3,5.849599111999851,,3096.0
245,512,5,2,2,2,512,1,1,57.24704817298334,2103.0,
245,512,5,2,2,2,512,1,2,4.487397688993951,2103.0,
245,512,5,2,2,2,512,1,3,4.320176823006477,2103.0,
245,512,5,2,2,2,512,2,1,0.37303737000911497,,6497.0
245,512,5,2,2,2,512,2,2,11.376236744021298,,6497.0
245,512,5,2,2,2,512,2,3,11.894603152002674,,6497.0
245,1024,5,2,2,2,1024,1,1,108.43848019698635,4228.0,
245,1024,5,2,2,2,1024,1,2,7.862438255979214,4228.0,
245,1024,5,2,2,2,1024,1,3,9.080133060982917,4228.0,
245,1024,5,2,2,2,1024,2,1,1.4956363170058466,,13007.0
245,1024,5,2,2,2,1024,2,2,25.82516888101236,,13007.0
245,1024,5,2,2,2,1024,2,3,25.924660328018945,,13007.0
246,8,5,2,2,2,8,1,1,0.3849278800189495,17.0,
246,8,5,2,2,2,8,1,2,0.35914251097710803,17.0,
246,8,5,2,2,2,8,1,3,0.3873450399842113,17.0,
246,8,5,2,2,2,8,2,1,0.0005399420042522252,,21.0
246,8,5,2,2,2,8,2,2,0.2848382859956473,,21.0
246,8,5,2,2,2,8,2,3,0.29578085799585097,,21.0
246,16,5,2,2,2,16,1,1,0.8271019459934905,36.0,
246,16,5,2,2,2,16,1,2,0.38128431397490203,36.0,
246,16,5,2,2,2,16,1,3,0.40145313399261795,36.0,
246,16,5,2,2,2,16,2,1,0.0007842560007702559,,53.0
246,16,5,2,2,2,16,2,2,0.31878443600726314,,53.0
246,16,5,2,2,2,16,2,3,0.3118696629826445,,53.0
246,32,5,2,2,2,32,1,1,1.7853051220008638,76.0,
246,32,5,2,2,2,32,1,2,0.47321518999524415,76.0,
246,32,5,2,2,2,32,1,3,0.4409003709733952,76.0,
246,32,5,2,2,2,32,2,1,0.0020709349773824215,,122.0
246,32,5,2,2,2,32,2,2,0.42003354098415,,122.0
246,32,5,2,2,2,32,2,3,0.4336826750077307,,122.0
246,64,5,2,2,2,64,1,1,3.662492249015486,152.0,
246,64,5,2,2,2,64,1,2,0.6103890489903279,152.0,
246,64,5,2,2,2,64,1,3,1.4126939619891346,152.0,
246,64,5,2,2,2,64,2,1,0.006366179994074628,,230.0
246,64,5,2,2,2,64,2,2,0.9021424679958727,,230.0
246,64,5,2,2,2,64,2,3,0.8765624900115654,,230.0
246,128,5,2,2,2,128,1,1,7.932391384994844,313.0,
246,128,5,2,2,2,128,1,2,0.8818805229966529,313.0,
246,128,5,2,2,2,128,1,3,0.8284078270080499,313.0,
246,128,5,2,2,2,128,2,1,0.02333950498723425,,517.0
246,128,5,2,2,2,128,2,2,1.5054189270013012,,517.0
246,128,5,2,2,2,128,2,3,1.6424021740094759,,517.0
246,256,5,2,2,2,256,1,1,17.320006093010306,629.0,
246,256,5,2,2,2,256,1,2,1.4860870290140156,629.0,
246,256,5,2,2,2,256,1,3,1.645326601981651,629.0,
246,256,5,2,2,2,256,2,1,0.09517540800152346,,1084.0
246,256,5,2,2,2,256,2,2,2.6621776570100337,,1084.0
246,256,5,2,2,2,256,2,3,3.1211089999997057,,1084.0
246,512,5,2,2,2,512,1,1,33.21125869700336,1268.0,
246,512,5,2,2,2,512,1,2,2.7248793769977055,1268.0,
246,512,5,2,2,2,512,1,3,3.0550469369918574,1268.0,
246,512,5,2,2,2,512,2,1,0.3402536009962205,,2246.0
246,512,5,2,2,2,512,2,2,6.050135876983404,,2246.0
246,512,5,2,2,2,512,2,3,6.293530315975659,,2246.0
246,1024,5,2,2,2,1024,1,1,66.73156516201561,2533.0,
246,1024,5,2,2,2,1024,1,2,5.332392723008525,2533.0,
246,1024,5,2,2,2,1024,1,3,5.632017463998636,2533.0,
246,1024,5,2,2,2,1024,2,1,1.3633450389897916,,4333.0
246,1024,5,2,2,2,1024,2,2,13.649216146004619,,4333.0
246,1024,5,2,2,2,1024,2,3,14.44072577400948,,4333.0
247,8,5,2,2,2,8,1,1,0.5643428309995215,40.0,
247,8,5,2,2,2,8,1,2,0.4297734970168676,40.0,
247,8,5,2,2,2,8,1,3,0.46618527499958873,40.0,
247,8,5,2,2,2,8,2,1,0.0006888899952173233,,105.0
247,8,5,2,2,2,8,2,2,0.3120348949742038,,105.0
247,8,5,2,2,2,8,2,3,0.3171055059938226,,105.0
247,16,5,2,2,2,16,1,1,1.1565170130052138,88.0,
247,16,5,2,2,2,16,1,2,0.4794530439830851,88.0,
247,16,5,2,2,2,16,1,3,0.46295996601111256,88.0,
247,16,5,2,2,2,16,2,1,0.0009815590165089816,,237.0
247,16,5,2,2,2,16,2,2,0.35033162898616865,,237.0
247,16,5,2,2,2,16,2,3,0.3387433899915777,,237.0
247,32,5,2,2,2,32,1,1,2.6885526239930186,170.0,
247,32,5,2,2,2,32,1,2,0.5719468960014638,170.0,
247,32,5,2,2,2,32,1,3,0.4769423629913945,170.0,
247,32,5,2,2,2,32,2,1,0.0025218839873559773,,519.0
247,32,5,2,2,2,32,2,2,0.4630114570027217,,519.0
247,32,5,2,2,2,32,2,3,0.4343720249889884,,519.0
247,64,5,2,2,2,64,1,1,5.9509897559764795,366.0,
247,64,5,2,2,2,64,1,2,0.7271565980045125,366.0,
247,64,5,2,2,2,64,1,3,0.6617209569958504,366.0,
247,64,5,2,2,2,64,2,1,0.007066044985549524,,1221.0
247,64,5,2,2,2,64,2,2,1.1792625350062735,,1221.0
247,64,5,2,2,2,64,2,3,0.8681997100065928,,1221.0
247,128,5,2,2,2,128,1,1,12.638113747991156,768.0,
247,128,5,2,2,2,128,1,2,1.154280230985023,768.0,
247,128,5,2,2,2,128,1,3,1.0774151100195013,768.0,
247,128,5,2,2,2,128,2,1,0.030909419001545757,,2850.0
247,128,5,2,2,2,128,2,2,1.6995105590031017,,2850.0
247,128,5,2,2,2,128,2,3,2.391731051990064,,2850.0
247,256,5,2,2,2,256,1,1,22.087099307012977,1554.0,
247,256,5,2,2,2,256,1,2,1.8564982319949195,1554.0,
247,256,5,2,2,2,256,1,3,2.146980588993756,1554.0,
247,256,5,2,2,2,256,2,1,0.09487312499550171,,5958.0
247,256,5,2,2,2,256,2,2,3.434002635010984,,5958.0
247,256,5,2,2,2,256,2,3,3.8418286939850077,,5958.0
247,512,5,2,2,2,512,1,1,48.87040370699833,3126.0,
247,512,5,2,2,2,512,1,2,3.493785528000444,3126.0,
247,512,5,2,2,2,512,1,3,3.893770955997752,3126.0,
247,512,5,2,2,2,512,2,1,0.37156096601393074,,11925.0
247,512,5,2,2,2,512,2,2,7.75051506201271,,11925.0
247,512,5,2,2,2,512,2,3,8.246811499993782,,11925.0
247,1024,5,2,2,2,1024,1,1,93.30167074099882,6246.0,
247,1024,5,2,2,2,1024,1,2,7.341306727001211,6246.0,
247,1024,5,2,2,2,1024,1,3,7.406271168001695,6246.0,
247,1024,5,2,2,2,1024,2,1,1.4568733960040845,,23817.0
247,1024,5,2,2,2,1024,2,2,17.156940217973897,,23817.0
247,1024,5,2,2,2,1024,2,3,17.704829934984446,,23817.0
248,8,5,2,2,2,8,1,1,0.6113635619985871,17.0,
248,8,5,2,2,2,8,1,2,0.4267606560024433,17.0,
248,8,5,2,2,2,8,1,3,0.42868707797606476,17.0,
248,8,5,2,2,2,8,2,1,0.0005140650027897209,,10.0
248,8,5,2,2,2,8,2,2,0.28565661498578265,,10.0
248,8,5,2,2,2,8,2,3,0.28700401599053293,,10.0
248,16,5,2,2,2,16,1,1,1.2872711030067876,38.0,
248,16,5,2,2,2,16,1,2,0.4631303350033704,38.0,
248,16,5,2,2,2,16,1,3,0.45767261399305426,38.0,
248,16,5,2,2,2,16,2,1,0.0010174409835599363,,39.0
248,16,5,2,2,2,16,2,2,0.3401299600081984,,39.0
248,16,5,2,2,2,16,2,3,0.33218519200454466,,39.0
248,32,5,2,2,2,32,1,1,2.9279309019912034,79.0,
248,32,5,2,2,2,32,1,2,0.5018799370154738,79.0,
248,32,5,2,2,2,32,1,3,0.4970835660060402,79.0,
248,32,5,2,2,2,32,2,1,0.002094002004014328,,82.0
248,32,5,2,2,2,32,2,2,0.48069562698947266,,82.0
248,32,5,2,2,2,32,2,3,0.5871536939812358,,82.0
248,64,5,2,2,2,64,1,1,6.118344151997007,158.0,
248,64,5,2,2,2,64,1,2,0.7301009520015214,158.0,
248,64,5,2,2,2,64,1,3,0.6880175219848752,158.0,
248,64,5,2,2,2,64,2,1,0.006156307004857808,,170.0
248,64,5,2,2,2,64,2,2,1.2213451759889722,,170.0
248,64,5,2,2,2,64,2,3,1.4167048139788676,,170.0
248,128,5,2,2,2,128,1,1,10.934498478018213,314.0,
248,128,5,2,2,2,128,1,2,1.0264091179997195,314.0,
248,128,5,2,2,2,128,1,3,1.038671930989949,314.0,
248,128,5,2,2,2,128,2,1,0.02491661300882697,,362.0
248,128,5,2,2,2,128,2,2,2.3418673270207364,,362.0
248,128,5,2,2,2,128,2,3,2.635330195975257,,362.0
248,256,5,2,2,2,256,1,1,26.159234666003613,642.0,
248,256,5,2,2,2,256,1,2,1.9529668879986275,642.0,
248,256,5,2,2,2,256,1,3,2.0922754729981534,642.0,
248,256,5,2,2,2,256,2,1,0.11487155998474918,,715.0
248,256,5,2,2,2,256,2,2,5.001256957999431,,715.0
248,256,5,2,2,2,256,2,3,5.558497234014794,,715.0
248,512,5,2,2,2,512,1,1,50.550848718005,1290.0,
248,512,5,2,2,2,512,1,2,3.745560027018655,1290.0,
248,512,5,2,2,2,512,1,3,4.594815894990461,1290.0,
248,512,5,2,2,2,512,2,1,0.46487336698919535,,1528.0
248,512,5,2,2,2,512,2,2,12.766450057009934,,1528.0
248,512,5,2,2,2,512,2,3,13.02032044698717,,1528.0
248,1024,5,2,2,2,1024,1,1,99.35526994100655,2562.0,
248,1024,5,2,2,2,1024,1,2,7.30973502600682,2562.0,
248,1024,5,2,2,2,1024,1,3,8.159244381007738,2562.0,
248,1024,5,2,2,2,1024,2,1,1.4311033050180413,,2984.0
248,1024,5,2,2,2,1024,2,2,24.508997325989185,,2984.0
248,1024,5,2,2,2,1024,2,3,24.305611937015783,,2984.0
249,8,5,2,2,2,8,1,1,0.6928960809891578,32.0,
249,8,5,2,2,2,8,1,2,0.3925153029849753,32.0,
249,8,5,2,2,2,8,1,3,0.3687685710028745,32.0,
249,8,5,2,2,2,8,2,1,0.0005658440059050918,,48.0
249,8,5,2,2,2,8,2,2,0.2849303010152653,,48.0
249,8,5,2,2,2,8,2,3,0.2861966540222056,,48.0
249,16,5,2,2,2,16,1,1,1.8630837020173203,85.0,
249,16,5,2,2,2,16,1,2,0.5431432900077198,85.0,
249,16,5,2,2,2,16,1,3,0.533052841987228,85.0,
249,16,5,2,2,2,16,2,1,0.001267582003492862,,153.0
249,16,5,2,2,2,16,2,2,0.3520338800153695,,153.0
249,16,5,2,2,2,16,2,3,0.3605279879993759,,153.0
249,32,5,2,2,2,32,1,1,3.937101037008688,172.0,
249,32,5,2,2,2,32,1,2,0.63981874397723,172.0,
249,32,5,2,2,2,32,1,3,0.5909755380125716,172.0,
249,32,5,2,2,2,32,2,1,0.0030863319989293814,,351.0
249,32,5,2,2,2,32,2,2,0.5810166989977006,,351.0
249,32,5,2,2,2,32,2,3,0.5949797579960432,,351.0
249,64,5,2,2,2,64,1,1,8.664485812012572,353.0,
249,64,5,2,2,2,64,1,2,0.8925448540248908,353.0,
249,64,5,2,2,2,64,1,3,0.9169966890185606,353.0,
249,64,5,2,2,2,64,2,1,0.00748579201172106,,783.0
249,64,5,2,2,2,64,2,2,1.3343925029912498,,783.0
249,64,5,2,2,2,64,2,3,1.5536360359983519,,783.0
249,128,5,2,2,2,128,1,1,16.53342897098628,699.0,
249,128,5,2,2,2,128,1,2,1.635530954983551,699.0,
249,128,5,2,2,2,128,1,3,1.4326264450210147,699.0,
249,128,5,2,2,2,128,2,1,0.024251085007563233,,1443.0
249,128,5,2,2,2,128,2,2,2.709158233978087,,1443.0
249,128,5,2,2,2,128,2,3,2.9553971599962097,,1443.0
