i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,step,method,execution_time,n_local_attractors,n_pair_attractors
2,8,5,2,2,2,8,2,2,0.20173021299706306,,56.0
2,8,5,2,2,2,8,2,3,0.20111190300667658,,56.0
2,16,5,2,2,2,16,1,1,1.5765239129978,61.0,
2,16,5,2,2,2,16,1,2,0.388361014003749,61.0,
2,16,5,2,2,2,16,1,3,0.39550002600299194,61.0,
2,16,5,2,2,2,16,2,1,0.0013007219968130812,,178.0
2,16,5,2,2,2,16,2,2,0.2588394049962517,,178.0
2,16,5,2,2,2,16,2,3,0.248718173999805,,178.0
2,32,5,2,2,2,32,1,1,3.4111689339915756,132.0,
2,32,5,2,2,2,32,1,2,0.4831498689891305,132.0,
2,32,5,2,2,2,32,1,3,0.46356087099411525,132.0,
2,32,5,2,2,2,32,2,1,0.003340937997563742,,522.0
2,32,5,2,2,2,32,2,2,0.48605106500326656,,522.0
2,32,5,2,2,2,32,2,3,0.49043624599289615,,522.0
2,64,5,2,2,2,64,1,1,7.293074495988549,258.0,
2,64,5,2,2,2,64,1,2,0.7020171839976683,258.0,
2,64,5,2,2,2,64,1,3,0.611041757001658,258.0,
2,64,5,2,2,2,64,2,1,0.007410403995891102,,888.0
2,64,5,2,2,2,64,2,2,1.1965782240004046,,888.0
2,64,5,2,2,2,64,2,3,1.407009640999604,,888.0
2,128,5,2,2,2,128,1,1,15.517192130006151,533.0,
2,128,5,2,2,2,128,1,2,1.2146945870044874,533.0,
2,128,5,2,2,2,128,1,3,1.6376899570022942,533.0,
2,128,5,2,2,2,128,2,1,0.02603991999058053,,1844.0
2,128,5,2,2,2,128,2,2,3.1111541480058804,,1844.0
2,128,5,2,2,2,128,2,3,2.778692112013232,,1844.0
2,256,5,2,2,2,256,1,1,29.084310464008013,1027.0,
2,256,5,2,2,2,256,1,2,2.5274246570043033,1027.0,
2,256,5,2,2,2,256,1,3,2.134119545997237,1027.0,
2,256,5,2,2,2,256,2,1,0.10726715700002387,,3552.0
2,256,5,2,2,2,256,2,2,4.830641178996302,,3552.0
2,256,5,2,2,2,256,2,3,6.470835765998345,,3552.0
2,512,5,2,2,2,512,1,1,60.902336886007106,2115.0,
2,512,5,2,2,2,512,1,2,4.700862035999307,2115.0,
2,512,5,2,2,2,512,1,3,5.153710718994262,2115.0,
2,512,5,2,2,2,512,2,1,0.6029591359983897,,7482.0
2,512,5,2,2,2,512,2,2,11.476724829000887,,7482.0
2,512,5,2,2,2,512,2,3,13.348002534010448,,7482.0
2,1024,5,2,2,2,1024,1,1,117.57542764599202,4164.0,
2,1024,5,2,2,2,1024,1,2,8.675726733010379,4164.0,
2,1024,5,2,2,2,1024,1,3,9.012910154997371,4164.0,
2,1024,5,2,2,2,1024,2,1,1.7287517769873375,,14434.0
2,1024,5,2,2,2,1024,2,2,30.760492814006284,,14434.0
2,1024,5,2,2,2,1024,2,3,26.849751103000017,,14434.0
3,8,5,2,2,2,8,1,1,0.606561339009204,27.0,
3,8,5,2,2,2,8,1,2,0.4102534220000962,27.0,
3,8,5,2,2,2,8,1,3,0.3800154350028606,27.0,
3,8,5,2,2,2,8,2,1,0.0005531040078494698,,14.0
3,8,5,2,2,2,8,2,2,0.22686868699383922,,14.0
3,8,5,2,2,2,8,2,3,0.2210621539998101,,14.0
3,16,5,2,2,2,16,1,1,1.6667082909989404,57.0,
3,16,5,2,2,2,16,1,2,0.4218494460073998,57.0,
3,16,5,2,2,2,16,1,3,0.43070988899853546,57.0,
3,16,5,2,2,2,16,2,1,0.0008247319929068908,,28.0
3,16,5,2,2,2,16,2,2,0.27254187699873,,28.0
3,16,5,2,2,2,16,2,3,0.2677326510020066,,28.0
3,32,5,2,2,2,32,1,1,3.6222616329905577,132.0,
3,32,5,2,2,2,32,1,2,0.5183618610026315,132.0,
3,32,5,2,2,2,32,1,3,0.4814784689951921,132.0,
3,32,5,2,2,2,32,2,1,0.0021575989958364516,,80.0
3,32,5,2,2,2,32,2,2,0.4131608729949221,,80.0
3,32,5,2,2,2,32,2,3,0.41435987800650764,,80.0
3,64,5,2,2,2,64,1,1,8.009752408994245,263.0,
3,64,5,2,2,2,64,1,2,0.758883489004802,263.0,
3,64,5,2,2,2,64,1,3,0.7092456069949549,263.0,
3,64,5,2,2,2,64,2,1,0.007172329991590232,,184.0
3,64,5,2,2,2,64,2,2,1.2599262729927432,,184.0
3,64,5,2,2,2,64,2,3,1.4388936559989816,,184.0
3,128,5,2,2,2,128,1,1,13.542449415996089,500.0,
3,128,5,2,2,2,128,1,2,1.1796581529924879,500.0,
3,128,5,2,2,2,128,1,3,1.145716064987937,500.0,
3,128,5,2,2,2,128,2,1,0.024602295001386665,,344.0
3,128,5,2,2,2,128,2,2,2.372116892991471,,344.0
3,128,5,2,2,2,128,2,3,2.7200309990003007,,344.0
3,256,5,2,2,2,256,1,1,28.90037799900165,1007.0,
3,256,5,2,2,2,256,1,2,2.4597624220041325,1007.0,
3,256,5,2,2,2,256,1,3,1.973676597001031,1007.0,
3,256,5,2,2,2,256,2,1,0.08925489999819547,,698.0
3,256,5,2,2,2,256,2,2,5.061447776999557,,698.0
3,256,5,2,2,2,256,2,3,5.604234676997294,,698.0
3,512,5,2,2,2,512,1,1,62.37868825800251,2070.0,
3,512,5,2,2,2,512,1,2,4.34961999701045,2070.0,
3,512,5,2,2,2,512,1,3,4.359703738999087,2070.0,
3,512,5,2,2,2,512,2,1,0.3595383520005271,,1448.0
3,512,5,2,2,2,512,2,2,11.396442805009428,,1448.0
3,512,5,2,2,2,512,2,3,10.914429199998267,,1448.0
3,1024,5,2,2,2,1024,1,1,126.53763539899956,4172.0,
3,1024,5,2,2,2,1024,1,2,8.851115263998508,4172.0,
3,1024,5,2,2,2,1024,1,3,8.93870751200302,4172.0,
3,1024,5,2,2,2,1024,2,1,1.4131664489977993,,2960.0
3,1024,5,2,2,2,1024,2,2,25.872383001013077,,2960.0
3,1024,5,2,2,2,1024,2,3,25.297039858996868,,2960.0
4,8,5,2,2,2,8,1,1,0.4800388510047924,17.0,
4,8,5,2,2,2,8,1,2,0.33607761601160746,17.0,
4,8,5,2,2,2,8,1,3,0.3608233580016531,17.0,
4,8,5,2,2,2,8,2,1,0.0005031280015828088,,9.0
4,8,5,2,2,2,8,2,2,0.22202356898924336,,9.0
4,8,5,2,2,2,8,2,3,0.2209116550075123,,9.0
4,16,5,2,2,2,16,1,1,1.1518368830002146,37.0,
4,16,5,2,2,2,16,1,2,0.35347681399434805,37.0,
4,16,5,2,2,2,16,1,3,0.35752548099844716,37.0,
4,16,5,2,2,2,16,2,1,0.0008680239989189431,,17.0
4,16,5,2,2,2,16,2,2,0.27222477599570993,,17.0
4,16,5,2,2,2,16,2,3,0.2753953259962145,,17.0
4,32,5,2,2,2,32,1,1,2.784284598004888,77.0,
4,32,5,2,2,2,32,1,2,0.4171252610103693,77.0,
4,32,5,2,2,2,32,1,3,0.45735310499730986,77.0,
4,32,5,2,2,2,32,2,1,0.002389914996456355,,44.0
4,32,5,2,2,2,32,2,2,0.4568096470029559,,44.0
4,32,5,2,2,2,32,2,3,0.46115988299425226,,44.0
4,64,5,2,2,2,64,1,1,5.190067044997704,155.0,
4,64,5,2,2,2,64,1,2,0.5964600089937449,155.0,
4,64,5,2,2,2,64,1,3,0.5835074359929422,155.0,
4,64,5,2,2,2,64,2,1,0.006309372998657636,,87.0
4,64,5,2,2,2,64,2,2,1.1032721460069297,,87.0
4,64,5,2,2,2,64,2,3,1.2650502089963993,,87.0
4,128,5,2,2,2,128,1,1,11.098143451003125,325.0,
4,128,5,2,2,2,128,1,2,0.9553624179970939,325.0,
4,128,5,2,2,2,128,1,3,0.92080800999247,325.0,
4,128,5,2,2,2,128,2,1,0.025087614005315118,,198.0
4,128,5,2,2,2,128,2,2,2.3410145829984685,,198.0
4,128,5,2,2,2,128,2,3,2.560672263993183,,198.0
4,256,5,2,2,2,256,1,1,22.954295545001514,640.0,
4,256,5,2,2,2,256,1,2,1.8941937369963853,640.0,
4,256,5,2,2,2,256,1,3,1.8062790600088192,640.0,
4,256,5,2,2,2,256,2,1,0.11226020401227288,,395.0
4,256,5,2,2,2,256,2,2,4.976309603007394,,395.0
4,256,5,2,2,2,256,2,3,5.4378705020062625,,395.0
4,512,5,2,2,2,512,1,1,44.12170271499781,1276.0,
4,512,5,2,2,2,512,1,2,3.426623927007313,1276.0,
4,512,5,2,2,2,512,1,3,3.5347742160083726,1276.0,
4,512,5,2,2,2,512,2,1,0.36386404500808567,,761.0
4,512,5,2,2,2,512,2,2,10.56472410200513,,761.0
4,512,5,2,2,2,512,2,3,10.309210972991423,,761.0
4,1024,5,2,2,2,1024,1,1,88.24847761599813,2529.0,
4,1024,5,2,2,2,1024,1,2,6.456413791005616,2529.0,
4,1024,5,2,2,2,1024,1,3,7.287091075006174,2529.0,
4,1024,5,2,2,2,1024,2,1,1.3887995249970118,,1488.0
4,1024,5,2,2,2,1024,2,2,23.209010694001336,,1488.0
4,1024,5,2,2,2,1024,2,3,23.296626809009467,,1488.0
5,8,5,2,2,2,8,1,1,0.5339520129928133,17.0,
5,8,5,2,2,2,8,1,2,0.32993647499824874,17.0,
5,8,5,2,2,2,8,1,3,0.33377024000219535,17.0,
5,8,5,2,2,2,8,2,1,0.00047177899978123605,,19.0
5,8,5,2,2,2,8,2,2,0.21603225599392317,,19.0
5,8,5,2,2,2,8,2,3,0.21020520899037365,,19.0
5,16,5,2,2,2,16,1,1,1.070771283004433,35.0,
5,16,5,2,2,2,16,1,2,0.3729867740039481,35.0,
5,16,5,2,2,2,16,1,3,0.3451717190037016,35.0,
5,16,5,2,2,2,16,2,1,0.0008331290009664372,,41.0
5,16,5,2,2,2,16,2,2,0.2552329650061438,,41.0
5,16,5,2,2,2,16,2,3,0.2599676029931288,,41.0
5,32,5,2,2,2,32,1,1,2.5932318620034494,75.0,
5,32,5,2,2,2,32,1,2,0.43958416100940667,75.0,
5,32,5,2,2,2,32,1,3,0.40307164899422787,75.0,
5,32,5,2,2,2,32,2,1,0.002013944002101198,,106.0
5,32,5,2,2,2,32,2,2,0.44377518200781196,,106.0
5,32,5,2,2,2,32,2,3,0.46179406000010204,,106.0
5,64,5,2,2,2,64,1,1,5.484785471999203,155.0,
5,64,5,2,2,2,64,1,2,0.5983309090079274,155.0,
5,64,5,2,2,2,64,1,3,0.768422556007863,155.0,
5,64,5,2,2,2,64,2,1,0.006140771001810208,,238.0
5,64,5,2,2,2,64,2,2,1.0766622859955532,,238.0
5,64,5,2,2,2,64,2,3,1.2612176959955832,,238.0
5,128,5,2,2,2,128,1,1,10.695949521003058,309.0,
5,128,5,2,2,2,128,1,2,0.9716935420001391,309.0,
5,128,5,2,2,2,128,1,3,0.9898542879964225,309.0,
5,128,5,2,2,2,128,2,1,0.02298659000371117,,476.0
5,128,5,2,2,2,128,2,2,2.0380292129993904,,476.0
5,128,5,2,2,2,128,2,3,2.4025446560117416,,476.0
5,256,5,2,2,2,256,1,1,22.1407874860015,622.0,
5,256,5,2,2,2,256,1,2,1.7624086900032125,622.0,
5,256,5,2,2,2,256,1,3,1.9705978220008546,622.0,
5,256,5,2,2,2,256,2,1,0.0905423690128373,,1045.0
5,256,5,2,2,2,256,2,2,4.2698388019925915,,1045.0
5,256,5,2,2,2,256,2,3,4.966487914003665,,1045.0
5,512,5,2,2,2,512,1,1,46.02049651701236,1256.0,
5,512,5,2,2,2,512,1,2,3.4104644719918724,1256.0,
5,512,5,2,2,2,512,1,3,3.267952256006538,1256.0,
5,512,5,2,2,2,512,2,1,0.35740359099872876,,2123.0
5,512,5,2,2,2,512,2,2,9.860044579996611,,2123.0
5,512,5,2,2,2,512,2,3,9.973670547013171,,2123.0
5,1024,5,2,2,2,1024,1,1,85.26358884699584,2507.0,
5,1024,5,2,2,2,1024,1,2,6.359298836992821,2507.0,
5,1024,5,2,2,2,1024,1,3,6.669610696990276,2507.0,
5,1024,5,2,2,2,1024,2,1,1.323010398002225,,4265.0
5,1024,5,2,2,2,1024,2,2,21.71740884099563,,4265.0
5,1024,5,2,2,2,1024,2,3,22.52389951501391,,4265.0
6,8,5,2,2,2,8,1,1,0.42965697598992847,24.0,
6,8,5,2,2,2,8,1,2,0.3130748020048486,24.0,
6,8,5,2,2,2,8,1,3,0.300491462010541,24.0,
6,8,5,2,2,2,8,2,1,0.0005000450037186965,,26.0
6,8,5,2,2,2,8,2,2,0.1996390409913147,,26.0
6,8,5,2,2,2,8,2,3,0.19063002600159962,,26.0
6,16,5,2,2,2,16,1,1,0.9347962000028929,52.0,
6,16,5,2,2,2,16,1,2,0.31041268599801697,52.0,
6,16,5,2,2,2,16,1,3,0.3104504819930298,52.0,
6,16,5,2,2,2,16,2,1,0.0009366849990328774,,80.0
6,16,5,2,2,2,16,2,2,0.2308217899990268,,80.0
6,16,5,2,2,2,16,2,3,0.24567503199796192,,80.0
6,32,5,2,2,2,32,1,1,2.0431488340109354,106.0,
6,32,5,2,2,2,32,1,2,0.3632007260021055,106.0,
6,32,5,2,2,2,32,1,3,0.3772913620050531,106.0,
6,32,5,2,2,2,32,2,1,0.0019860620086546987,,175.0
6,32,5,2,2,2,32,2,2,0.33667632499418687,,175.0
6,32,5,2,2,2,32,2,3,0.3389796920091612,,175.0
6,64,5,2,2,2,64,1,1,4.569371254998259,216.0,
6,64,5,2,2,2,64,1,2,0.6276063209952554,216.0,
6,64,5,2,2,2,64,1,3,0.7111889989901101,216.0,
6,64,5,2,2,2,64,2,1,0.006139250006526709,,376.0
6,64,5,2,2,2,64,2,2,0.711527086008573,,376.0
6,64,5,2,2,2,64,2,3,0.8428668400010793,,376.0
6,128,5,2,2,2,128,1,1,9.420194783000625,432.0,
6,128,5,2,2,2,128,1,2,1.1176725230034208,432.0,
6,128,5,2,2,2,128,1,3,0.9472720310004661,432.0,
6,128,5,2,2,2,128,2,1,0.024038703995756805,,780.0
6,128,5,2,2,2,128,2,2,1.35666552199109,,780.0
6,128,5,2,2,2,128,2,3,1.7848665960045764,,780.0
6,256,5,2,2,2,256,1,1,18.4725468599936,848.0,
6,256,5,2,2,2,256,1,2,1.4683562389982399,848.0,
6,256,5,2,2,2,256,1,3,1.6656431760056876,848.0,
6,256,5,2,2,2,256,2,1,0.09635082300519571,,1438.0
6,256,5,2,2,2,256,2,2,2.760211836997769,,1438.0
6,256,5,2,2,2,256,2,3,3.111736327991821,,1438.0
6,512,5,2,2,2,512,1,1,36.225482262991136,1732.0,
6,512,5,2,2,2,512,1,2,3.062782660999801,1732.0,
6,512,5,2,2,2,512,1,3,2.838246233004611,1732.0,
6,512,5,2,2,2,512,2,1,0.3554330399929313,,3010.0
6,512,5,2,2,2,512,2,2,6.610319815998082,,3010.0
6,512,5,2,2,2,512,2,3,7.847990850001224,,3010.0
6,1024,5,2,2,2,1024,1,1,70.2072127359861,3446.0,
6,1024,5,2,2,2,1024,1,2,5.802145102003124,3446.0,
6,1024,5,2,2,2,1024,1,3,5.965781946986681,3446.0,
6,1024,5,2,2,2,1024,2,1,1.4078199920040788,,5941.0
6,1024,5,2,2,2,1024,2,2,14.499505052008317,,5941.0
6,1024,5,2,2,2,1024,2,3,14.377312797005288,,5941.0
7,8,5,2,2,2,8,1,1,0.5882073070097249,32.0,
7,8,5,2,2,2,8,1,2,0.28252303299086634,32.0,
7,8,5,2,2,2,8,1,3,0.26791170799697284,32.0,
7,8,5,2,2,2,8,2,1,0.0004484230012167245,,64.0
7,8,5,2,2,2,8,2,2,0.18612589698750526,,64.0
7,8,5,2,2,2,8,2,3,0.18559029301104601,,64.0
7,16,5,2,2,2,16,1,1,1.5831131110026035,76.0,
7,16,5,2,2,2,16,1,2,0.41466110399051104,76.0,
7,16,5,2,2,2,16,1,3,0.3880109559977427,76.0,
7,16,5,2,2,2,16,2,1,0.0011052269983338192,,220.0
7,16,5,2,2,2,16,2,2,0.2560164720052853,,220.0
7,16,5,2,2,2,16,2,3,0.2631130480003776,,220.0
7,32,5,2,2,2,32,1,1,3.12731170700863,152.0,
7,32,5,2,2,2,32,1,2,0.5137866000004578,152.0,
7,32,5,2,2,2,32,1,3,0.4273844800045481,152.0,
7,32,5,2,2,2,32,2,1,0.0024511359952157363,,512.0
7,32,5,2,2,2,32,2,2,0.4185230120056076,,512.0
7,32,5,2,2,2,32,2,3,0.420615145994816,,512.0
7,64,5,2,2,2,64,1,1,7.667928237002343,306.0,
7,64,5,2,2,2,64,1,2,0.7300778299977537,306.0,
7,64,5,2,2,2,64,1,3,0.6524184540030546,306.0,
7,64,5,2,2,2,64,2,1,0.00726980299805291,,1052.0
7,64,5,2,2,2,64,2,2,1.126968291006051,,1052.0
7,64,5,2,2,2,64,2,3,1.3567568129947176,,1052.0
7,128,5,2,2,2,128,1,1,14.460980895993998,630.0,
7,128,5,2,2,2,128,1,2,1.291493389988318,630.0,
7,128,5,2,2,2,128,1,3,1.3950649609905668,630.0,
7,128,5,2,2,2,128,2,1,0.024360943993087858,,2208.0
7,128,5,2,2,2,128,2,2,2.244865075001144,,2208.0
7,128,5,2,2,2,128,2,3,2.589745855992078,,2208.0
7,256,5,2,2,2,256,1,1,27.46689939100179,1224.0,
7,256,5,2,2,2,256,1,2,2.323052559993812,1224.0,
7,256,5,2,2,2,256,1,3,2.0710229630058166,1224.0,
7,256,5,2,2,2,256,2,1,0.09729650300869253,,3848.0
7,256,5,2,2,2,256,2,2,4.596490162992268,,3848.0
7,256,5,2,2,2,256,2,3,4.7115884509985335,,3848.0
7,512,5,2,2,2,512,1,1,57.091796116990736,2510.0,
7,512,5,2,2,2,512,1,2,4.28215610999905,2510.0,
7,512,5,2,2,2,512,1,3,4.826107961998787,2510.0,
7,512,5,2,2,2,512,2,1,0.3671547870035283,,8256.0
7,512,5,2,2,2,512,2,2,11.634432858001674,,8256.0
7,512,5,2,2,2,512,2,3,10.598563114996068,,8256.0
7,1024,5,2,2,2,1024,1,1,120.7679274869879,5046.0,
7,1024,5,2,2,2,1024,1,2,7.786889189999783,5046.0,
7,1024,5,2,2,2,1024,1,3,8.958877629993367,5046.0,
7,1024,5,2,2,2,1024,2,1,1.3813760820048628,,17548.0
7,1024,5,2,2,2,1024,2,2,25.980310946004465,,17548.0
7,1024,5,2,2,2,1024,2,3,26.63076875200204,,17548.0
8,8,5,2,2,2,8,1,1,0.6551350800000364,44.0,
8,8,5,2,2,2,8,1,2,0.3692539320036303,44.0,
8,8,5,2,2,2,8,1,3,0.3807088820030913,44.0,
8,8,5,2,2,2,8,2,1,0.0004805509961443022,,88.0
8,8,5,2,2,2,8,2,2,0.23403044500446413,,88.0
8,8,5,2,2,2,8,2,3,0.22899534599855542,,88.0
8,16,5,2,2,2,16,1,1,1.5051181839953642,102.0,
8,16,5,2,2,2,16,1,2,0.4018572640052298,102.0,
8,16,5,2,2,2,16,1,3,0.4071229989931453,102.0,
8,16,5,2,2,2,16,2,1,0.001084457995602861,,305.0
8,16,5,2,2,2,16,2,2,0.25512479498866014,,305.0
8,16,5,2,2,2,16,2,3,0.2730558380135335,,305.0
8,32,5,2,2,2,32,1,1,2.9782814549980685,200.0,
8,32,5,2,2,2,32,1,2,0.4427218460041331,200.0,
8,32,5,2,2,2,32,1,3,0.4230792960006511,200.0,
8,32,5,2,2,2,32,2,1,0.0027614540013018996,,586.0
8,32,5,2,2,2,32,2,2,0.3956555430049775,,586.0
8,32,5,2,2,2,32,2,3,0.39177864900557324,,586.0
8,64,5,2,2,2,64,1,1,6.228549658000702,420.0,
8,64,5,2,2,2,64,1,2,0.7715294800000265,420.0,
8,64,5,2,2,2,64,1,3,0.6570910299924435,420.0,
8,64,5,2,2,2,64,2,1,0.007346897997194901,,1394.0
8,64,5,2,2,2,64,2,2,0.8360370409936877,,1394.0
8,64,5,2,2,2,64,2,3,0.9688763500016648,,1394.0
8,128,5,2,2,2,128,1,1,14.017451035993872,816.0,
8,128,5,2,2,2,128,1,2,1.0984500049962662,816.0,
8,128,5,2,2,2,128,1,3,1.3100897199910833,816.0,
8,128,5,2,2,2,128,2,1,0.024775385012617335,,2816.0
8,128,5,2,2,2,128,2,2,1.5977488789940253,,2816.0
8,128,5,2,2,2,128,2,3,1.8060037499963073,,2816.0
8,256,5,2,2,2,256,1,1,25.842988517004414,1652.0,
8,256,5,2,2,2,256,1,2,2.067685310001252,1652.0,
8,256,5,2,2,2,256,1,3,2.5535576800029958,1652.0,
8,256,5,2,2,2,256,2,1,0.09214134699141141,,5796.0
8,256,5,2,2,2,256,2,2,3.1794352760043694,,5796.0
8,256,5,2,2,2,256,2,3,3.5450958470028127,,5796.0
8,512,5,2,2,2,512,1,1,52.44133675599005,3300.0,
8,512,5,2,2,2,512,1,2,4.682877301995177,3300.0,
8,512,5,2,2,2,512,1,3,4.2149399210029515,3300.0,
8,512,5,2,2,2,512,2,1,0.3517812789941672,,11570.0
8,512,5,2,2,2,512,2,2,7.088554109999677,,11570.0
8,512,5,2,2,2,512,2,3,9.015925638988847,,11570.0
8,1024,5,2,2,2,1024,1,1,101.72573334099434,6630.0,
8,1024,5,2,2,2,1024,1,2,8.533565179997822,6630.0,
8,1024,5,2,2,2,1024,1,3,9.310409931000322,6630.0,
8,1024,5,2,2,2,1024,2,1,1.3651531770010479,,23507.0
8,1024,5,2,2,2,1024,2,2,16.724218319999636,,23507.0
8,1024,5,2,2,2,1024,2,3,16.191443934003473,,23507.0
9,8,5,2,2,2,8,1,1,0.6755157940060599,27.0,
9,8,5,2,2,2,8,1,2,0.4017934629955562,27.0,
9,8,5,2,2,2,8,1,3,0.3957380369974999,27.0,
9,8,5,2,2,2,8,2,1,0.0006289680022746325,,0.0
9,8,5,2,2,2,8,2,2,0.2162197239958914,,0.0
9,8,5,2,2,2,8,2,3,0.21219116999418475,,0.0
9,16,5,2,2,2,16,1,1,1.9981170520040905,64.0,
9,16,5,2,2,2,16,1,2,0.41850844500004314,64.0,
9,16,5,2,2,2,16,1,3,0.4113532409974141,64.0,
9,16,5,2,2,2,16,2,1,0.00118590600322932,,0.0
9,16,5,2,2,2,16,2,2,0.2762294900021516,,0.0
9,16,5,2,2,2,16,2,3,0.2748806520103244,,0.0
9,32,5,2,2,2,32,1,1,3.960825100992224,133.0,
9,32,5,2,2,2,32,1,2,0.5354201900045155,133.0,
9,32,5,2,2,2,32,1,3,0.4684566109935986,133.0,
9,32,5,2,2,2,32,2,1,0.0025407790089957416,,0.0
9,32,5,2,2,2,32,2,2,0.45730037399334833,,0.0
9,32,5,2,2,2,32,2,3,0.524189703995944,,0.0
9,64,5,2,2,2,64,1,1,7.642740616996889,254.0,
9,64,5,2,2,2,64,1,2,0.7538014599995222,254.0,
9,64,5,2,2,2,64,1,3,0.9039282050071051,254.0,
9,64,5,2,2,2,64,2,1,0.006157019000966102,,0.0
9,64,5,2,2,2,64,2,2,1.2506032300007064,,0.0
9,64,5,2,2,2,64,2,3,1.431604850004078,,0.0
9,128,5,2,2,2,128,1,1,15.359944071009522,491.0,
9,128,5,2,2,2,128,1,2,1.1740053630055627,491.0,
9,128,5,2,2,2,128,1,3,1.0689499959989917,491.0,
9,128,5,2,2,2,128,2,1,0.02638882699829992,,0.0
9,128,5,2,2,2,128,2,2,2.6462794490071246,,0.0
9,128,5,2,2,2,128,2,3,2.6525990730006015,,0.0
9,256,5,2,2,2,256,1,1,30.49763745900418,1030.0,
9,256,5,2,2,2,256,1,2,2.00276199200016,1030.0,
9,256,5,2,2,2,256,1,3,2.889657157007605,1030.0,
9,256,5,2,2,2,256,2,1,0.09552965899638366,,0.0
9,256,5,2,2,2,256,2,2,5.313371737007401,,0.0
9,256,5,2,2,2,256,2,3,5.84520457299368,,0.0
9,512,5,2,2,2,512,1,1,63.56476295400353,2079.0,
9,512,5,2,2,2,512,1,2,5.329103673007921,2079.0,
9,512,5,2,2,2,512,1,3,4.592397576998337,2079.0,
9,512,5,2,2,2,512,2,1,0.44879556699015666,,0.0
9,512,5,2,2,2,512,2,2,13.514915039995685,,0.0
9,512,5,2,2,2,512,2,3,11.5404437410034,,0.0
9,1024,5,2,2,2,1024,1,1,124.62620021299517,4170.0,
9,1024,5,2,2,2,1024,1,2,9.237307292001788,4170.0,
9,1024,5,2,2,2,1024,1,3,10.354816938997828,4170.0,
