i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,step,method,execution_time,n_local_attractors,n_pair_attractors
1,8,5,2,2,2,8,1,1,0.6032007750000048,32.0,
1,8,5,2,2,2,8,1,2,0.17223645999999349,32.0,
1,8,5,2,2,2,8,1,3,0.17040026300000477,32.0,
1,8,5,2,2,2,8,2,1,0.000447147000016912,,96.0
1,8,5,2,2,2,8,2,2,0.09916340399999513,,96.0
1,8,5,2,2,2,8,2,3,0.10995382999999492,,96.0
1,16,5,2,2,2,16,1,1,1.2919751499999848,85.0,
1,16,5,2,2,2,16,1,2,0.28184841699999197,85.0,
1,16,5,2,2,2,16,1,3,0.3177568410000049,85.0,
1,16,5,2,2,2,16,2,1,0.0009987950000152068,,372.0
1,16,5,2,2,2,16,2,2,0.13945823800000312,,372.0
1,16,5,2,2,2,16,2,3,0.14804964699999346,,372.0
1,32,5,2,2,2,32,1,1,3.2864736920000155,190.0,
1,32,5,2,2,2,32,1,2,0.35102174799999375,190.0,
1,32,5,2,2,2,32,1,3,0.33788366699999983,190.0,
1,32,5,2,2,2,32,2,1,0.002566865999995116,,849.0
1,32,5,2,2,2,32,2,2,0.2755578300000252,,849.0
1,32,5,2,2,2,32,2,3,0.2668540999999891,,849.0
1,64,5,2,2,2,64,1,1,6.513264856999996,349.0,
1,64,5,2,2,2,64,1,2,0.4959194789999515,349.0,
1,64,5,2,2,2,64,1,3,0.45431847999998354,349.0,
1,64,5,2,2,2,64,2,1,0.006183313999997608,,1608.0
1,64,5,2,2,2,64,2,2,0.6329312689999824,,1608.0
1,64,5,2,2,2,64,2,3,0.641296011999998,,1608.0
1,128,5,2,2,2,128,1,1,11.692210627999998,711.0,
1,128,5,2,2,2,128,1,2,0.8387608949999503,711.0,
1,128,5,2,2,2,128,1,3,0.9994119859999842,711.0,
1,128,5,2,2,2,128,2,1,0.022134014000016577,,3705.0
1,128,5,2,2,2,128,2,2,1.3173133280000116,,3705.0
1,128,5,2,2,2,128,2,3,1.531243633000031,,3705.0
2,8,5,2,2,2,8,1,1,0.6547651110000174,28.0,
2,8,5,2,2,2,8,1,2,0.26381497099998796,28.0,
2,8,5,2,2,2,8,1,3,0.26580998999997973,28.0,
2,8,5,2,2,2,8,2,1,0.00044543700005306164,,48.0
2,8,5,2,2,2,8,2,2,0.11751679999997577,,48.0
2,8,5,2,2,2,8,2,3,0.12905314099998577,,48.0
2,16,5,2,2,2,16,1,1,1.3191721819999884,60.0,
2,16,5,2,2,2,16,1,2,0.27874980200004984,60.0,
2,16,5,2,2,2,16,1,3,0.280436270999985,60.0,
2,16,5,2,2,2,16,2,1,0.0009299490000103106,,150.0
2,16,5,2,2,2,16,2,2,0.16880572000002303,,150.0
2,16,5,2,2,2,16,2,3,0.17490049399998497,,150.0
2,32,5,2,2,2,32,1,1,3.402338126000018,136.0,
2,32,5,2,2,2,32,1,2,0.3838622459999783,136.0,
2,32,5,2,2,2,32,1,3,0.32959303299998055,136.0,
2,32,5,2,2,2,32,2,1,0.0025147759999981645,,430.0
2,32,5,2,2,2,32,2,2,0.36473722499999894,,430.0
2,32,5,2,2,2,32,2,3,0.36564578399998027,,430.0
2,64,5,2,2,2,64,1,1,6.518551948999971,276.0,
2,64,5,2,2,2,64,1,2,0.5843379789999972,276.0,
2,64,5,2,2,2,64,1,3,0.5257380080000189,276.0,
2,64,5,2,2,2,64,2,1,0.0076829289999977846,,876.0
2,64,5,2,2,2,64,2,2,1.0000749150000274,,876.0
2,64,5,2,2,2,64,2,3,1.2210895569999707,,876.0
2,128,5,2,2,2,128,1,1,12.276012637999997,524.0,
2,128,5,2,2,2,128,1,2,0.9341557669999929,524.0,
2,128,5,2,2,2,128,1,3,1.0743722699999694,524.0,
2,128,5,2,2,2,128,2,1,0.02181172799998876,,1554.0
2,128,5,2,2,2,128,2,2,2.0157237170000144,,1554.0
2,128,5,2,2,2,128,2,3,2.1258730600000035,,1554.0
3,8,5,2,2,2,8,1,1,0.6505382510000004,24.0,
3,8,5,2,2,2,8,1,2,0.26348689399998193,24.0,
3,8,5,2,2,2,8,1,3,0.26775162000001274,24.0,
3,8,5,2,2,2,8,2,1,0.0007455740000068545,,18.0
3,8,5,2,2,2,8,2,2,0.13220930399995723,,18.0
3,8,5,2,2,2,8,2,3,0.12469064999999091,,18.0
3,16,5,2,2,2,16,1,1,1.3440684999999917,48.0,
3,16,5,2,2,2,16,1,2,0.2813495630000489,48.0,
3,16,5,2,2,2,16,1,3,0.2816234750000035,48.0,
3,16,5,2,2,2,16,2,1,0.0009572720000505797,,42.0
3,16,5,2,2,2,16,2,2,0.18508763200003386,,42.0
3,16,5,2,2,2,16,2,3,0.1889354769999727,,42.0
3,32,5,2,2,2,32,1,1,3.1254187419999653,104.0,
3,32,5,2,2,2,32,1,2,0.34219076699997686,104.0,
3,32,5,2,2,2,32,1,3,0.3189633410000283,104.0,
3,32,5,2,2,2,32,2,1,0.0022021209999820712,,66.0
3,32,5,2,2,2,32,2,2,0.36967641100000037,,66.0
3,32,5,2,2,2,32,2,3,0.3863381939999613,,66.0
3,64,5,2,2,2,64,1,1,6.06305211199998,212.0,
3,64,5,2,2,2,64,1,2,0.8283175000000256,212.0,
3,64,5,2,2,2,64,1,3,0.6312505129999977,212.0,
3,64,5,2,2,2,64,2,1,0.005902893000040876,,150.0
3,64,5,2,2,2,64,2,2,1.0851646450000203,,150.0
3,64,5,2,2,2,64,2,3,1.2833515650000322,,150.0
3,128,5,2,2,2,128,1,1,12.116780687000016,422.0,
3,128,5,2,2,2,128,1,2,0.9124105369999711,422.0,
3,128,5,2,2,2,128,1,3,0.8934154290000151,422.0,
3,128,5,2,2,2,128,2,1,0.0217488289999892,,347.0
3,128,5,2,2,2,128,2,2,2.281690685000001,,347.0
3,128,5,2,2,2,128,2,3,2.357790505999958,,347.0
4,8,5,2,2,2,8,1,1,0.6585051629999725,44.0,
4,8,5,2,2,2,8,1,2,0.2980541100000096,44.0,
4,8,5,2,2,2,8,1,3,0.2864400509999996,44.0,
4,8,5,2,2,2,8,2,1,0.0006596679999688604,,108.0
4,8,5,2,2,2,8,2,2,0.14508637099999078,,108.0
4,8,5,2,2,2,8,2,3,0.12335624600001438,,108.0
4,16,5,2,2,2,16,1,1,1.6933940409999764,110.0,
4,16,5,2,2,2,16,1,2,0.303836691000015,110.0,
4,16,5,2,2,2,16,1,3,0.2844129700000053,110.0,
4,16,5,2,2,2,16,2,1,0.0014546350000159691,,390.0
4,16,5,2,2,2,16,2,2,0.16916149799999403,,390.0
4,16,5,2,2,2,16,2,3,0.16993466799999624,,390.0
4,32,5,2,2,2,32,1,1,2.9113018959999977,196.0,
4,32,5,2,2,2,32,1,2,0.3803435400000126,196.0,
4,32,5,2,2,2,32,1,3,0.3257773589999715,196.0,
4,32,5,2,2,2,32,2,1,0.0029764889999910338,,684.0
4,32,5,2,2,2,32,2,2,0.30400351399998726,,684.0
4,32,5,2,2,2,32,2,3,0.3117867340000089,,684.0
4,64,5,2,2,2,64,1,1,6.638853510999979,420.0,
4,64,5,2,2,2,64,1,2,0.5428136179999683,420.0,
4,64,5,2,2,2,64,1,3,0.5185499650000338,420.0,
4,64,5,2,2,2,64,2,1,0.007604018999984419,,1704.0
4,64,5,2,2,2,64,2,2,0.7351824059999785,,1704.0
4,64,5,2,2,2,64,2,3,0.9068526589999806,,1704.0
4,128,5,2,2,2,128,1,1,13.587601037000013,850.0,
4,128,5,2,2,2,128,1,2,0.9566353339999978,850.0,
4,128,5,2,2,2,128,1,3,0.9352482679999525,850.0,
4,128,5,2,2,2,128,2,1,0.024370363000002726,,3168.0
4,128,5,2,2,2,128,2,2,1.7848184169999968,,3168.0
4,128,5,2,2,2,128,2,3,1.7482548629999997,,3168.0
5,8,5,2,2,2,8,1,1,0.5534587700000202,17.0,
5,8,5,2,2,2,8,1,2,0.2544921129999693,17.0,
5,8,5,2,2,2,8,1,3,0.2780246689999899,17.0,
5,8,5,2,2,2,8,2,1,0.0005235279999737941,,16.0
5,8,5,2,2,2,8,2,2,0.13388209200002166,,16.0
5,8,5,2,2,2,8,2,3,0.127303822999977,,16.0
5,16,5,2,2,2,16,1,1,1.1314084979999848,36.0,
5,16,5,2,2,2,16,1,2,0.2665016120000132,36.0,
5,16,5,2,2,2,16,1,3,0.27464695800000527,36.0,
5,16,5,2,2,2,16,2,1,0.0007998139999472187,,45.0
5,16,5,2,2,2,16,2,2,0.1788066340000114,,45.0
5,16,5,2,2,2,16,2,3,0.18549190100003443,,45.0
5,32,5,2,2,2,32,1,1,2.8923782649999907,76.0,
5,32,5,2,2,2,32,1,2,0.34958200800002714,76.0,
5,32,5,2,2,2,32,1,3,0.3194350730000224,76.0,
5,32,5,2,2,2,32,2,1,0.0021380119999889757,,131.0
5,32,5,2,2,2,32,2,2,0.36281099300003916,,131.0
5,32,5,2,2,2,32,2,3,0.4216539060000173,,131.0
5,64,5,2,2,2,64,1,1,6.018484505999993,160.0,
5,64,5,2,2,2,64,1,2,0.5326992269999664,160.0,
5,64,5,2,2,2,64,1,3,0.4780261610000025,160.0,
5,64,5,2,2,2,64,2,1,0.0075025430000437154,,292.0
5,64,5,2,2,2,64,2,2,1.330653562000009,,292.0
5,64,5,2,2,2,64,2,3,1.103402898000013,,292.0
5,128,5,2,2,2,128,1,1,11.51952856400004,318.0,
5,128,5,2,2,2,128,1,2,1.2911076600000229,318.0,
5,128,5,2,2,2,128,1,3,0.7903913740000235,318.0,
5,128,5,2,2,2,128,2,1,0.023065895000002,,536.0
5,128,5,2,2,2,128,2,2,2.0107777069999884,,536.0
5,128,5,2,2,2,128,2,3,2.371498943000006,,536.0
6,8,5,2,2,2,8,1,1,0.591372218999993,27.0,
6,8,5,2,2,2,8,1,2,0.27360649700000295,27.0,
6,8,5,2,2,2,8,1,3,0.27530349599999226,27.0,
6,8,5,2,2,2,8,2,1,0.00044605099998307196,,30.0
6,8,5,2,2,2,8,2,2,0.12043289799999002,,30.0
6,8,5,2,2,2,8,2,3,0.12378576699995847,,30.0
6,16,5,2,2,2,16,1,1,1.4156945139999948,62.0,
6,16,5,2,2,2,16,1,2,0.3143795359999899,62.0,
6,16,5,2,2,2,16,1,3,0.406441645999962,62.0,
6,16,5,2,2,2,16,2,1,0.0009717440000258648,,118.0
6,16,5,2,2,2,16,2,2,0.1683140670000398,,118.0
6,16,5,2,2,2,16,2,3,0.1695238969999764,,118.0
6,32,5,2,2,2,32,1,1,2.6170098389999907,130.0,
6,32,5,2,2,2,32,1,2,0.3842812759999674,130.0,
6,32,5,2,2,2,32,1,3,0.3476974310000287,130.0,
6,32,5,2,2,2,32,2,1,0.0024798619999728544,,230.0
6,32,5,2,2,2,32,2,2,0.32987553200001685,,230.0
6,32,5,2,2,2,32,2,3,0.34542158499999687,,230.0
6,64,5,2,2,2,64,1,1,5.386480695999978,265.0,
6,64,5,2,2,2,64,1,2,0.5096486639999966,265.0,
6,64,5,2,2,2,64,1,3,0.47252919699997165,265.0,
6,64,5,2,2,2,64,2,1,0.0071411970000099245,,537.0
6,64,5,2,2,2,64,2,2,0.7971013650000032,,537.0
6,64,5,2,2,2,64,2,3,0.9427395129999923,,537.0
6,128,5,2,2,2,128,1,1,11.653597339999976,533.0,
6,128,5,2,2,2,128,1,2,0.9756586870000206,533.0,
6,128,5,2,2,2,128,1,3,0.8631686850000051,533.0,
6,128,5,2,2,2,128,2,1,0.025359365999975125,,1031.0
6,128,5,2,2,2,128,2,2,1.7294949060000135,,1031.0
6,128,5,2,2,2,128,2,3,1.9971166560000029,,1031.0
7,8,5,2,2,2,8,1,1,0.5305636279999817,25.0,
7,8,5,2,2,2,8,1,2,0.2374198449999767,25.0,
7,8,5,2,2,2,8,1,3,0.23105688700002247,25.0,
7,8,5,2,2,2,8,2,1,0.0006140750000440676,,38.0
7,8,5,2,2,2,8,2,2,0.13213372699999582,,38.0
7,8,5,2,2,2,8,2,3,0.12913853599997083,,38.0
7,16,5,2,2,2,16,1,1,1.2850659220000011,55.0,
7,16,5,2,2,2,16,1,2,0.26639091800001324,55.0,
7,16,5,2,2,2,16,1,3,0.24173865299997033,55.0,
7,16,5,2,2,2,16,2,1,0.0010474059999978635,,95.0
7,16,5,2,2,2,16,2,2,0.18338953900001798,,95.0
7,16,5,2,2,2,16,2,3,0.19773086500003956,,95.0
7,32,5,2,2,2,32,1,1,2.5229178970000135,106.0,
7,32,5,2,2,2,32,1,2,0.3164211710000018,106.0,
7,32,5,2,2,2,32,1,3,0.302709961000005,106.0,
7,32,5,2,2,2,32,2,1,0.0025242639999873973,,167.0
7,32,5,2,2,2,32,2,2,0.33184631500000705,,167.0
7,32,5,2,2,2,32,2,3,0.32925908300001083,,167.0
7,64,5,2,2,2,64,1,1,5.072914358000048,224.0,
7,64,5,2,2,2,64,1,2,0.4803742550000152,224.0,
7,64,5,2,2,2,64,1,3,0.753480331999981,224.0,
7,64,5,2,2,2,64,2,1,0.006672696000009637,,388.0
7,64,5,2,2,2,64,2,2,0.9550543199999879,,388.0
7,64,5,2,2,2,64,2,3,1.1151586930000121,,388.0
7,128,5,2,2,2,128,1,1,9.419925258000035,441.0,
7,128,5,2,2,2,128,1,2,0.9666032850000192,441.0,
7,128,5,2,2,2,128,1,3,0.7462601679999921,441.0,
7,128,5,2,2,2,128,2,1,0.023870495000039682,,743.0
7,128,5,2,2,2,128,2,2,1.8005010030000221,,743.0
7,128,5,2,2,2,128,2,3,2.0293226630000163,,743.0
8,8,5,2,2,2,8,1,1,0.5638056159999678,40.0,
8,8,5,2,2,2,8,1,2,0.18772204699996564,40.0,
8,8,5,2,2,2,8,1,3,0.19149316200002886,40.0,
8,8,5,2,2,2,8,2,1,0.0004586460000268744,,64.0
8,8,5,2,2,2,8,2,2,0.12144145900003878,,64.0
8,8,5,2,2,2,8,2,3,0.12405116000002181,,64.0
8,16,5,2,2,2,16,1,1,1.6957059259999596,118.0,
8,16,5,2,2,2,16,1,2,0.32063239199999316,118.0,
8,16,5,2,2,2,16,1,3,0.31472324100002425,118.0,
8,16,5,2,2,2,16,2,1,0.0014534690000118644,,392.0
8,16,5,2,2,2,16,2,2,0.1667738790000044,,392.0
8,16,5,2,2,2,16,2,3,0.18808531899998115,,392.0
8,32,5,2,2,2,32,1,1,3.504099045999965,230.0,
8,32,5,2,2,2,32,1,2,0.36910735800000793,230.0,
8,32,5,2,2,2,32,1,3,0.35371666200001073,230.0,
8,32,5,2,2,2,32,2,1,0.002954245000012179,,664.0
8,32,5,2,2,2,32,2,2,0.34060718900002485,,664.0
8,32,5,2,2,2,32,2,3,0.3544098589999862,,664.0
8,64,5,2,2,2,64,1,1,7.430659497000022,470.0,
8,64,5,2,2,2,64,1,2,0.574354790999962,470.0,
8,64,5,2,2,2,64,1,3,0.588885112000014,470.0,
8,64,5,2,2,2,64,2,1,0.008379583000021285,,1392.0
8,64,5,2,2,2,64,2,2,0.7515454979999845,,1392.0
8,64,5,2,2,2,64,2,3,0.8364415689999873,,1392.0
8,128,5,2,2,2,128,1,1,14.118141897999976,891.0,
8,128,5,2,2,2,128,1,2,1.4289142970000057,891.0,
8,128,5,2,2,2,128,1,3,0.9435173660000373,891.0,
8,128,5,2,2,2,128,2,1,0.02451963800001522,,2608.0
8,128,5,2,2,2,128,2,2,1.6581054000000677,,2608.0
8,128,5,2,2,2,128,2,3,1.7039038169999685,,2608.0
9,8,5,2,2,2,8,1,1,0.9155024259999891,47.0,
9,8,5,2,2,2,8,1,2,0.3516978640000161,47.0,
9,8,5,2,2,2,8,1,3,0.3509301440000172,47.0,
9,8,5,2,2,2,8,2,1,0.0009090349999496539,,128.0
9,8,5,2,2,2,8,2,2,0.1449458650000679,,128.0
9,8,5,2,2,2,8,2,3,0.1337200230000235,,128.0
9,16,5,2,2,2,16,1,1,2.12488084000006,110.0,
9,16,5,2,2,2,16,1,2,0.3806049060000305,110.0,
9,16,5,2,2,2,16,1,3,0.3690255650000154,110.0,
9,16,5,2,2,2,16,2,1,0.001341607999961525,,420.0
9,16,5,2,2,2,16,2,2,0.19558451700004298,,420.0
9,16,5,2,2,2,16,2,3,0.2007079210000029,,420.0
9,32,5,2,2,2,32,1,1,4.189937127000007,220.0,
9,32,5,2,2,2,32,1,2,0.4305097389999446,220.0,
9,32,5,2,2,2,32,1,3,0.7432629790000647,220.0,
9,32,5,2,2,2,32,2,1,0.0029739010000184862,,1024.0
9,32,5,2,2,2,32,2,2,0.4079030899999907,,1024.0
9,32,5,2,2,2,32,2,3,0.42806876999998167,,1024.0
9,64,5,2,2,2,64,1,1,8.984649724000064,471.0,
9,64,5,2,2,2,64,1,2,0.7045482820000188,471.0,
9,64,5,2,2,2,64,1,3,0.671536911999965,471.0,
9,64,5,2,2,2,64,2,1,0.008588949999989381,,2203.0
9,64,5,2,2,2,64,2,2,1.319432026999948,,2203.0
9,64,5,2,2,2,64,2,3,1.378570603000071,,2203.0
9,128,5,2,2,2,128,1,1,18.00872727500007,926.0,
9,128,5,2,2,2,128,1,2,1.2141351379999605,926.0,
9,128,5,2,2,2,128,1,3,1.6313984440000695,926.0,
9,128,5,2,2,2,128,2,1,0.026921274000073936,,4528.0
9,128,5,2,2,2,128,2,2,2.4556188550000115,,4528.0
9,128,5,2,2,2,128,2,3,2.682256332999941,,4528.0
10,8,5,2,2,2,8,1,1,0.49782401499999196,27.0,
10,8,5,2,2,2,8,1,2,0.24649675699993168,27.0,
10,8,5,2,2,2,8,1,3,0.23601164400008656,27.0,
10,8,5,2,2,2,8,2,1,0.00046874399993157567,,52.0
10,8,5,2,2,2,8,2,2,0.1304533249999622,,52.0
10,8,5,2,2,2,8,2,3,0.12375038300001506,,52.0
10,16,5,2,2,2,16,1,1,1.1430057019999822,64.0,
10,16,5,2,2,2,16,1,2,0.26074433400003727,64.0,
10,16,5,2,2,2,16,1,3,0.24938992200009125,64.0,
10,16,5,2,2,2,16,2,1,0.001027665000037814,,200.0
10,16,5,2,2,2,16,2,2,0.15423411699998724,,200.0
10,16,5,2,2,2,16,2,3,0.1653021440000657,,200.0
10,32,5,2,2,2,32,1,1,2.4912393849999717,124.0,
10,32,5,2,2,2,32,1,2,0.31693978099997366,124.0,
10,32,5,2,2,2,32,1,3,0.3345515329999671,124.0,
10,32,5,2,2,2,32,2,1,0.0025974010000027192,,372.0
10,32,5,2,2,2,32,2,2,0.2980940670000791,,372.0
10,32,5,2,2,2,32,2,3,0.31886405000000195,,372.0
10,64,5,2,2,2,64,1,1,4.858848565000017,270.0,
10,64,5,2,2,2,64,1,2,0.4688771920000363,270.0,
10,64,5,2,2,2,64,1,3,0.44003809500009083,270.0,
10,64,5,2,2,2,64,2,1,0.006992242000023907,,1020.0
10,64,5,2,2,2,64,2,2,0.7073174460000473,,1020.0
10,64,5,2,2,2,64,2,3,1.0878786630000832,,1020.0
10,128,5,2,2,2,128,1,1,9.62437610400002,532.0,
10,128,5,2,2,2,128,1,2,1.3598961540000118,532.0,
10,128,5,2,2,2,128,1,3,0.7551108940000404,532.0,
10,128,5,2,2,2,128,2,1,0.025516041000059886,,1758.0
10,128,5,2,2,2,128,2,2,1.4417637259999765,,1758.0
10,128,5,2,2,2,128,2,3,1.6291876819999516,,1758.0
11,8,5,2,2,2,8,1,1,0.683488925000006,17.0,
11,8,5,2,2,2,8,1,2,0.26434458899996116,17.0,
11,8,5,2,2,2,8,1,3,0.2616573980000112,17.0,
11,8,5,2,2,2,8,2,1,0.0004277620000721072,,12.0
11,8,5,2,2,2,8,2,2,0.12786803100004818,,12.0
11,8,5,2,2,2,8,2,3,0.13401258099997904,,12.0
11,16,5,2,2,2,16,1,1,1.431094352999935,39.0,
11,16,5,2,2,2,16,1,2,0.620328652000012,39.0,
11,16,5,2,2,2,16,1,3,0.2728614139999763,39.0,
11,16,5,2,2,2,16,2,1,0.0009923169999410675,,35.0
11,16,5,2,2,2,16,2,2,0.1892383519999612,,35.0
11,16,5,2,2,2,16,2,3,0.18701656499990804,,35.0
11,32,5,2,2,2,32,1,1,2.7083225229999925,78.0,
11,32,5,2,2,2,32,1,2,0.348542942999984,78.0,
11,32,5,2,2,2,32,1,3,0.3940497889999506,78.0,
11,32,5,2,2,2,32,2,1,0.0024669990000347752,,89.0
11,32,5,2,2,2,32,2,2,0.39297269899998355,,89.0
11,32,5,2,2,2,32,2,3,0.4087482380000438,,89.0
11,64,5,2,2,2,64,1,1,5.990374057000054,159.0,
11,64,5,2,2,2,64,1,2,0.5104872569999088,159.0,
11,64,5,2,2,2,64,1,3,0.4521386879999909,159.0,
11,64,5,2,2,2,64,2,1,0.006727016000013464,,182.0
11,64,5,2,2,2,64,2,2,1.0643880360000821,,182.0
11,64,5,2,2,2,64,2,3,1.104958981999971,,182.0
11,128,5,2,2,2,128,1,1,11.052518977999966,325.0,
11,128,5,2,2,2,128,1,2,0.8801104579999901,325.0,
11,128,5,2,2,2,128,1,3,0.8583851199999799,325.0,
11,128,5,2,2,2,128,2,1,0.022701175000065632,,404.0
11,128,5,2,2,2,128,2,2,2.1656013610000855,,404.0
11,128,5,2,2,2,128,2,3,2.3398792640000465,,404.0
12,8,5,2,2,2,8,1,1,0.515738922999958,24.0,
12,8,5,2,2,2,8,1,2,0.18444041800000832,24.0,
12,8,5,2,2,2,8,1,3,0.18412361100001817,24.0,
12,8,5,2,2,2,8,2,1,0.00034229499999582913,,16.0
12,8,5,2,2,2,8,2,2,0.12624431300002925,,16.0
12,8,5,2,2,2,8,2,3,0.12728162400003384,,16.0
12,16,5,2,2,2,16,1,1,1.2282300589999977,52.0,
12,16,5,2,2,2,16,1,2,0.26348720499993306,52.0,
12,16,5,2,2,2,16,1,3,0.2671080069999334,52.0,
12,16,5,2,2,2,16,2,1,0.0009387700000615951,,58.0
12,16,5,2,2,2,16,2,2,0.1806796519999807,,58.0
12,16,5,2,2,2,16,2,3,0.18122757100002218,,58.0
12,32,5,2,2,2,32,1,1,2.5462220240000306,102.0,
12,32,5,2,2,2,32,1,2,0.3225840640000115,102.0,
12,32,5,2,2,2,32,1,3,0.29699911000000156,102.0,
12,32,5,2,2,2,32,2,1,0.002160989999993035,,114.0
12,32,5,2,2,2,32,2,2,0.533965430999956,,114.0
12,32,5,2,2,2,32,2,3,0.5434930049999593,,114.0
12,64,5,2,2,2,64,1,1,5.190170831000046,210.0,
12,64,5,2,2,2,64,1,2,0.48598867699990933,210.0,
12,64,5,2,2,2,64,1,3,0.5974663760000567,210.0,
12,64,5,2,2,2,64,2,1,0.005490235000024768,,249.0
12,64,5,2,2,2,64,2,2,1.0087337100000013,,249.0
12,64,5,2,2,2,64,2,3,1.1876344629999949,,249.0
12,128,5,2,2,2,128,1,1,10.118459006999956,420.0,
12,128,5,2,2,2,128,1,2,0.8413060259999838,420.0,
12,128,5,2,2,2,128,1,3,0.9691975399999819,420.0,
12,128,5,2,2,2,128,2,1,0.021215405999896575,,484.0
12,128,5,2,2,2,128,2,2,1.9199801360000492,,484.0
12,128,5,2,2,2,128,2,3,2.1782270510000217,,484.0
13,8,5,2,2,2,8,1,1,0.6289589770000248,34.0,
13,8,5,2,2,2,8,1,2,0.26831461300002957,34.0,
13,8,5,2,2,2,8,1,3,0.25499072499997055,34.0,
13,8,5,2,2,2,8,2,1,0.000495796999985032,,66.0
13,8,5,2,2,2,8,2,2,0.12264202900007604,,66.0
13,8,5,2,2,2,8,2,3,0.12370121000003564,,66.0
13,16,5,2,2,2,16,1,1,1.1889905870000348,78.0,
13,16,5,2,2,2,16,1,2,0.25109547800002474,78.0,
13,16,5,2,2,2,16,1,3,0.25213289999999233,78.0,
13,16,5,2,2,2,16,2,1,0.001098472999956357,,230.0
13,16,5,2,2,2,16,2,2,0.16074737499991443,,230.0
13,16,5,2,2,2,16,2,3,0.16386838300002182,,230.0
13,32,5,2,2,2,32,1,1,2.35956438300002,148.0,
13,32,5,2,2,2,32,1,2,0.2967474140000377,148.0,
13,32,5,2,2,2,32,1,3,0.30354926600000454,148.0,
13,32,5,2,2,2,32,2,1,0.0023101190000716088,,338.0
13,32,5,2,2,2,32,2,2,0.27811006900003576,,338.0
13,32,5,2,2,2,32,2,3,0.3057673189999832,,338.0
13,64,5,2,2,2,64,1,1,5.284682437000015,318.0,
13,64,5,2,2,2,64,1,2,0.501055595999901,318.0,
13,64,5,2,2,2,64,1,3,0.4660816020000311,318.0,
13,64,5,2,2,2,64,2,1,0.0069576299999880575,,922.0
13,64,5,2,2,2,64,2,2,0.7150486210000508,,922.0
13,64,5,2,2,2,64,2,3,0.7741655519999995,,922.0
13,128,5,2,2,2,128,1,1,11.030610848000038,652.0,
13,128,5,2,2,2,128,1,2,0.8129619849999017,652.0,
13,128,5,2,2,2,128,1,3,0.792928753999945,652.0,
13,128,5,2,2,2,128,2,1,0.025205712999991192,,1938.0
13,128,5,2,2,2,128,2,2,1.8973471639999389,,1938.0
13,128,5,2,2,2,128,2,3,1.6851283569999396,,1938.0
14,8,5,2,2,2,8,1,1,0.7835158310000452,44.0,
14,8,5,2,2,2,8,1,2,0.3076667909999742,44.0,
14,8,5,2,2,2,8,1,3,0.30486727899995003,44.0,
14,8,5,2,2,2,8,2,1,0.0006183980000287193,,162.0
14,8,5,2,2,2,8,2,2,0.13704479900002298,,162.0
14,8,5,2,2,2,8,2,3,0.12680752599999323,,162.0
14,16,5,2,2,2,16,1,1,2.0932651130000295,106.0,
14,16,5,2,2,2,16,1,2,0.34552313099993626,106.0,
14,16,5,2,2,2,16,1,3,0.6085518109999839,106.0,
14,16,5,2,2,2,16,2,1,0.001854192999985571,,517.0
14,16,5,2,2,2,16,2,2,0.20719435000000885,,517.0
14,16,5,2,2,2,16,2,3,0.24591990000010355,,517.0
14,32,5,2,2,2,32,1,1,4.061732033999988,212.0,
14,32,5,2,2,2,32,1,2,0.6504488929999752,212.0,
14,32,5,2,2,2,32,1,3,0.573295743000017,212.0,
14,32,5,2,2,2,32,2,1,0.0029880770000545454,,1038.0
14,32,5,2,2,2,32,2,2,0.36574844899996606,,1038.0
14,32,5,2,2,2,32,2,3,0.36736422100000254,,1038.0
14,64,5,2,2,2,64,1,1,7.830815343999916,426.0,
14,64,5,2,2,2,64,1,2,1.0038884089999556,426.0,
14,64,5,2,2,2,64,1,3,0.632961368999986,426.0,
14,64,5,2,2,2,64,2,1,0.008065187999932277,,2087.0
14,64,5,2,2,2,64,2,2,1.1420272909999767,,2087.0
14,64,5,2,2,2,64,2,3,1.2957364270000653,,2087.0
14,128,5,2,2,2,128,1,1,15.673414010999977,838.0,
14,128,5,2,2,2,128,1,2,1.348970232000056,838.0,
14,128,5,2,2,2,128,1,3,1.1340332659999603,838.0,
14,128,5,2,2,2,128,2,1,0.02905070799999976,,4280.0
14,128,5,2,2,2,128,2,2,2.3672448420001047,,4280.0
14,128,5,2,2,2,128,2,3,2.5038099380000176,,4280.0
15,8,5,2,2,2,8,1,1,0.5620722630000046,34.0,
15,8,5,2,2,2,8,1,2,0.26386586599994644,34.0,
15,8,5,2,2,2,8,1,3,0.2549486320000369,34.0,
15,8,5,2,2,2,8,2,1,0.0005186939999930473,,60.0
15,8,5,2,2,2,8,2,2,0.13331446799998048,,60.0
15,8,5,2,2,2,8,2,3,0.12796090499989532,,60.0
15,16,5,2,2,2,16,1,1,1.242965169999934,76.0,
15,16,5,2,2,2,16,1,2,0.4985846609999953,76.0,
15,16,5,2,2,2,16,1,3,0.26792632900003355,76.0,
15,16,5,2,2,2,16,2,1,0.0010659409999789204,,200.0
15,16,5,2,2,2,16,2,2,0.16995355699998527,,200.0
15,16,5,2,2,2,16,2,3,0.15854364000006171,,200.0
15,32,5,2,2,2,32,1,1,2.8432348710000497,166.0,
15,32,5,2,2,2,32,1,2,0.3360149029999775,166.0,
