i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,2,2,2,3,18,72,64,0.3469510078430176,0.00014090538024902344,0.00703883171081543
1,4,5,2,2,2,4,30,128,256,0.3421344757080078,0.00015115737915039062,0.04556751251220703
1,5,5,2,2,2,5,36,152,1024,0.4534451961517334,0.00018310546875,0.1766219139099121
1,6,5,2,2,2,6,42,176,4096,0.5499253273010254,0.0001423358917236328,0.4677255153656006
2,3,5,2,2,2,3,21,63,27,0.3388979434967041,0.00013566017150878906,0.003360748291015625
2,4,5,2,2,2,4,24,72,117,0.3752717971801758,0.0001735687255859375,0.012853622436523438
2,5,5,2,2,2,5,33,117,243,0.6512408256530762,0.000186920166015625,0.045432329177856445
2,6,5,2,2,2,6,36,108,873,0.6520302295684814,0.00011348724365234375,0.07966947555541992
3,3,5,2,2,2,3,9,18,8,0.22218704223632812,0.00015497207641601562,0.0002751350402832031
3,4,5,2,2,2,4,12,24,16,0.2854146957397461,0.00016546249389648438,0.00044727325439453125
3,5,5,2,2,2,5,18,46,32,0.4291391372680664,0.0002002716064453125,0.003917694091796875
3,6,5,2,2,2,6,21,44,64,0.48923778533935547,0.00019669532775878906,0.007485389709472656
4,3,5,2,2,2,3,22,80,64,0.4121134281158447,0.00010561943054199219,0.006982088088989258
4,4,5,2,2,2,4,27,96,256,0.5098741054534912,0.00016617774963378906,0.013119935989379883
4,5,5,2,2,2,5,32,112,1024,0.6194839477539062,0.00017762184143066406,0.04739809036254883
4,6,5,2,2,2,6,37,192,4096,0.728792667388916,0.0001666545867919922,1.631404161453247
5,3,5,2,2,2,3,9,3,0,0.2833874225616455,9.1552734375e-05,5.507469177246094e-05
5,4,5,2,2,2,4,12,3,0,0.5358860492706299,0.00010037422180175781,5.245208740234375e-05
5,5,5,2,2,2,5,15,7,0,0.6011888980865479,0.00011777877807617188,7.486343383789062e-05
5,6,5,2,2,2,6,18,7,0,0.6444735527038574,0.00022172927856445312,8.678436279296875e-05
6,3,5,2,2,2,3,18,72,64,0.3138604164123535,0.00010466575622558594,0.004706144332885742
6,4,5,2,2,2,4,30,112,256,0.45888781547546387,0.0001418590545654297,0.044538021087646484
6,5,5,2,2,2,5,36,160,1024,0.7539136409759521,0.00016498565673828125,0.03486204147338867
6,6,5,2,2,2,6,42,216,4096,0.8362405300140381,0.00023031234741210938,0.39554452896118164
7,3,5,2,2,2,3,7,2,0,0.30617690086364746,9.775161743164062e-05,5.602836608886719e-05
