i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,step,method,execution_time,n_local_attractors,n_pair_attractors
3,16,5,2,2,2,16,2,1,0.0004607999999279855,,62.0
3,16,5,2,2,2,16,2,2,0.06608280199998262,,62.0
3,16,5,2,2,2,16,2,3,0.06193760300016038,,62.0
3,32,5,2,2,2,32,1,1,1.3351404499999262,76.0,
3,32,5,2,2,2,32,1,2,0.3355627129999448,76.0,
3,32,5,2,2,2,32,1,3,0.5879504220001763,76.0,
3,32,5,2,2,2,32,2,1,0.001884200000176861,,107.0
3,32,5,2,2,2,32,2,2,0.11502240400000119,,107.0
3,32,5,2,2,2,32,2,3,0.11730310400002963,,107.0
4,8,5,2,2,2,8,1,1,0.1792321059999722,24.0,
4,8,5,2,2,2,8,1,2,0.11994210500006375,24.0,
4,8,5,2,2,2,8,1,3,0.07526490300006117,24.0,
4,8,5,2,2,2,8,2,1,0.00013940000008005882,,48.0
4,8,5,2,2,2,8,2,2,0.029129500999943048,,48.0
4,8,5,2,2,2,8,2,3,0.04413910100015528,,48.0
4,16,5,2,2,2,16,1,1,0.4838711180000246,70.0,
4,16,5,2,2,2,16,1,2,0.15027400600001783,70.0,
4,16,5,2,2,2,16,1,3,0.14212570499989852,70.0,
4,16,5,2,2,2,16,2,1,0.0005555999998705374,,210.0
4,16,5,2,2,2,16,2,2,0.08836880300009398,,210.0
4,16,5,2,2,2,16,2,3,0.048779202000105215,,210.0
4,32,5,2,2,2,32,1,1,1.0095718380000562,142.0,
4,32,5,2,2,2,32,1,2,0.32121121199998015,142.0,
4,32,5,2,2,2,32,1,3,0.33486351900000955,142.0,
4,32,5,2,2,2,32,2,1,0.0010376000000178465,,524.0
4,32,5,2,2,2,32,2,2,0.11547880700004498,,524.0
4,32,5,2,2,2,32,2,3,0.10033070600002247,,524.0
5,8,5,2,2,2,8,1,1,0.2702590159999545,27.0,
5,8,5,2,2,2,8,1,2,0.11941100700005336,27.0,
5,8,5,2,2,2,8,1,3,0.13497530799986635,27.0,
5,8,5,2,2,2,8,2,1,0.00017899999988912896,,50.0
5,8,5,2,2,2,8,2,2,0.04563900299990564,,50.0
5,8,5,2,2,2,8,2,3,0.029572201999826575,,50.0
5,16,5,2,2,2,16,1,1,0.5532184319999942,62.0,
5,16,5,2,2,2,16,1,2,0.19880511199994544,62.0,
5,16,5,2,2,2,16,1,3,0.16886200999988432,62.0,
5,16,5,2,2,2,16,2,1,0.0007908000000043103,,200.0
5,16,5,2,2,2,16,2,2,0.06179630400015412,,200.0
5,16,5,2,2,2,16,2,3,0.05093060300009711,,200.0
5,32,5,2,2,2,32,1,1,1.094710965999866,122.0,
5,32,5,2,2,2,32,1,2,0.3382242199998018,122.0,
5,32,5,2,2,2,32,1,3,0.4418033260001266,122.0,
5,32,5,2,2,2,32,2,1,0.0013145000000349683,,360.0
5,32,5,2,2,2,32,2,2,0.1733378100000209,,360.0
5,32,5,2,2,2,32,2,3,0.11037880700018832,,360.0
6,8,5,2,2,2,8,1,1,0.2186862129999554,17.0,
6,8,5,2,2,2,8,1,2,0.28057451699987723,17.0,
6,8,5,2,2,2,8,1,3,0.2197029129999919,17.0,
6,8,5,2,2,2,8,2,1,0.00019259999999121646,,19.0
6,8,5,2,2,2,8,2,2,0.08912930600013169,,19.0
6,8,5,2,2,2,8,2,3,0.06505560300001889,,19.0
6,16,5,2,2,2,16,1,1,0.5717465339998853,36.0,
6,16,5,2,2,2,16,1,2,0.37737582299996575,36.0,
6,16,5,2,2,2,16,1,3,0.22534561299994493,36.0,
6,16,5,2,2,2,16,2,1,0.0005836000000272179,,55.0
6,16,5,2,2,2,16,2,2,0.09401860599996326,,55.0
6,16,5,2,2,2,16,2,3,0.07432660400013447,,55.0
6,32,5,2,2,2,32,1,1,0.965528157000108,75.0,
6,32,5,2,2,2,32,1,2,0.3885128229999282,75.0,
6,32,5,2,2,2,32,1,3,0.2952138319999449,75.0,
6,32,5,2,2,2,32,2,1,0.0009078010000393988,,112.0
6,32,5,2,2,2,32,2,2,0.09893561100011539,,112.0
6,32,5,2,2,2,32,2,3,0.10899081200000182,,112.0
7,8,5,2,2,2,8,1,1,0.19591422200005582,32.0,
7,8,5,2,2,2,8,1,2,0.11254021300010209,32.0,
7,8,5,2,2,2,8,1,3,0.08890040999995108,32.0,
7,8,5,2,2,2,8,2,1,0.00014519999990625365,,64.0
7,8,5,2,2,2,8,2,2,0.047164005000013276,,64.0
7,8,5,2,2,2,8,2,3,0.04107090499996957,,64.0
7,16,5,2,2,2,16,1,1,0.6918782779998764,84.0,
7,16,5,2,2,2,16,1,2,0.22414082600016627,84.0,
7,16,5,2,2,2,16,1,3,0.2594579290000638,84.0,
7,16,5,2,2,2,16,2,1,0.000395400000115842,,256.0
7,16,5,2,2,2,16,2,2,0.09509341100010715,,256.0
7,16,5,2,2,2,16,2,3,0.08993691000000581,,256.0
7,32,5,2,2,2,32,1,1,1.2440339400000084,152.0,
7,32,5,2,2,2,32,1,2,0.3425213389998589,152.0,
7,32,5,2,2,2,32,1,3,0.3405497380001634,152.0,
7,32,5,2,2,2,32,2,1,0.001715699999977005,,432.0
7,32,5,2,2,2,32,2,2,0.11348581300012484,,432.0
7,32,5,2,2,2,32,2,3,0.09208340999998654,,432.0
8,8,5,2,2,2,8,1,1,0.274461330999884,32.0,
8,8,5,2,2,2,8,1,2,0.1349673160000293,32.0,
8,8,5,2,2,2,8,1,3,0.08999570999981188,32.0,
8,8,5,2,2,2,8,2,1,0.00020380000000841392,,64.0
8,8,5,2,2,2,8,2,2,0.033264604000123654,,64.0
8,8,5,2,2,2,8,2,3,0.045245905000001585,,64.0
8,16,5,2,2,2,16,1,1,0.8296724940000786,78.0,
8,16,5,2,2,2,16,1,2,0.2159478239998407,78.0,
8,16,5,2,2,2,16,1,3,0.33693033800000194,78.0,
8,16,5,2,2,2,16,2,1,0.0007543009999153583,,236.0
8,16,5,2,2,2,16,2,2,0.11859371299988197,,236.0
8,16,5,2,2,2,16,2,3,0.09361881000018002,,236.0
8,32,5,2,2,2,32,1,1,1.6433272629999465,158.0,
8,32,5,2,2,2,32,1,2,0.4500134259999413,158.0,
8,32,5,2,2,2,32,1,3,0.43128322400002617,158.0,
8,32,5,2,2,2,32,2,1,0.0010695999999370542,,544.0
8,32,5,2,2,2,32,2,2,0.11119570699997894,,544.0
8,32,5,2,2,2,32,2,3,0.12960660699991422,,544.0
9,8,5,2,2,2,8,1,1,0.24506951400007893,34.0,
9,8,5,2,2,2,8,1,2,0.11796890599998733,34.0,
9,8,5,2,2,2,8,1,3,0.1312134069999047,34.0,
9,8,5,2,2,2,8,2,1,0.0002936000000772765,,76.0
9,8,5,2,2,2,8,2,2,0.038866502000018954,,76.0
9,8,5,2,2,2,8,2,3,0.03356880199999068,,76.0
9,16,5,2,2,2,16,1,1,0.5147619290000875,74.0,
9,16,5,2,2,2,16,1,2,0.21589991200016811,74.0,
9,16,5,2,2,2,16,1,3,0.2540993149998485,74.0,
9,16,5,2,2,2,16,2,1,0.0006654999999682332,,204.0
9,16,5,2,2,2,16,2,2,0.10214850600004866,,204.0
9,16,5,2,2,2,16,2,3,0.08036380399994414,,204.0
9,32,5,2,2,2,32,1,1,1.3391778759998942,150.0,
9,32,5,2,2,2,32,1,2,0.2887226160000864,150.0,
9,32,5,2,2,2,32,1,3,0.4343644249997851,150.0,
9,32,5,2,2,2,32,2,1,0.0010056000000986387,,428.0
9,32,5,2,2,2,32,2,2,0.12936430700005985,,428.0
9,32,5,2,2,2,32,2,3,0.10489390600014303,,428.0
10,8,5,2,2,2,8,1,1,0.2919945160001589,47.0,
10,8,5,2,2,2,8,1,2,0.15040960900000755,47.0,
10,8,5,2,2,2,8,1,3,0.15119530900005884,47.0,
10,8,5,2,2,2,8,2,1,0.000269599999910497,,216.0
10,8,5,2,2,2,8,2,2,0.03920280199986337,,216.0
10,8,5,2,2,2,8,2,3,0.036668001999942135,,216.0
10,16,5,2,2,2,16,1,1,0.6764236379999602,109.0,
10,16,5,2,2,2,16,1,2,0.21050791200013919,109.0,
10,16,5,2,2,2,16,1,3,0.19412691100001211,109.0,
10,16,5,2,2,2,16,2,1,0.0005618000000140455,,672.0
10,16,5,2,2,2,16,2,2,0.056921902999874874,,672.0
10,16,5,2,2,2,16,2,3,0.06839170400007788,,672.0
10,32,5,2,2,2,32,1,1,1.4699459749999733,235.0,
10,32,5,2,2,2,32,1,2,0.3856972180001321,235.0,
10,32,5,2,2,2,32,1,3,0.42302092099998845,235.0,
10,32,5,2,2,2,32,2,1,0.002336600000035105,,1644.0
10,32,5,2,2,2,32,2,2,0.0887013039998692,,1644.0
10,32,5,2,2,2,32,2,3,0.10164970499999981,,1644.0
