i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,3,5,2,2,2,3,47,411,217,0.41083240509033203,0.00010371208190917969,0.03873801231384277
1,4,5,2,2,2,4,60,452,1498,0.49747705459594727,0.0001289844512939453,0.7692298889160156
1,5,5,2,2,2,5,79,736,9086,0.6442060470581055,0.0001697540283203125,1.0664050579071045
1,6,5,2,2,2,6,92,817,54264,0.7574796676635742,0.00018858909606933594,37.93060874938965
2,3,5,2,2,2,3,24,96,64,0.30211925506591797,9.202957153320312e-05,0.003682374954223633
2,4,5,2,2,2,4,30,120,256,0.4220421314239502,0.00010013580322265625,0.01967477798461914
2,5,5,2,2,2,5,42,280,1024,0.532141923904419,0.00016951560974121094,0.21155190467834473
2,6,5,2,2,2,6,48,304,4096,0.6147208213806152,0.00015473365783691406,0.42789483070373535
3,3,5,2,2,2,3,12,34,8,0.2469327449798584,0.0001544952392578125,0.0005145072937011719
3,4,5,2,2,2,4,15,38,16,0.29865241050720215,0.00014281272888183594,0.0011017322540283203
3,5,5,2,2,2,5,22,74,32,0.3889284133911133,0.00012636184692382812,0.002613067626953125
3,6,5,2,2,2,6,25,72,64,0.4501168727874756,0.00014662742614746094,0.005778789520263672
4,3,5,2,2,2,3,15,39,35,0.16459321975708008,7.843971252441406e-05,0.0007727146148681641
4,4,5,2,2,2,4,24,78,81,0.2568080425262451,9.560585021972656e-05,0.008483171463012695
4,5,5,2,2,2,5,33,137,243,0.3558938503265381,0.00019359588623046875,0.014001846313476562
4,6,5,2,2,2,6,40,185,729,0.4343295097351074,0.00020003318786621094,0.030837297439575195
5,3,5,2,2,2,3,6,6,2,0.11900520324707031,5.698204040527344e-05,5.0067901611328125e-05
5,4,5,2,2,2,4,9,10,1,0.19115328788757324,7.939338684082031e-05,5.984306335449219e-05
5,5,5,2,2,2,5,11,13,1,0.28033900260925293,0.00015115737915039062,0.0001347064971923828
5,6,5,2,2,2,6,13,16,1,0.5857179164886475,0.0001614093780517578,0.00016117095947265625
6,3,5,2,2,2,3,18,54,27,0.33588075637817383,0.00011348724365234375,0.00110626220703125
6,4,5,2,2,2,4,27,81,81,0.3276357650756836,0.00012445449829101562,0.010415792465209961
6,5,5,2,2,2,5,33,117,243,0.34929990768432617,0.00015974044799804688,0.04657435417175293
6,6,5,2,2,2,6,45,261,729,0.499086856842041,0.0001480579376220703,0.07414793968200684
7,3,5,2,2,2,3,8,8,2,0.17310667037963867,6.604194641113281e-05,5.841255187988281e-05
7,4,5,2,2,2,4,10,8,2,0.22849702835083008,0.00012445449829101562,8.940696716308594e-05
7,5,5,2,2,2,5,10,5,1,0.2005302906036377,7.915496826171875e-05,5.0067901611328125e-05
7,6,5,2,2,2,6,12,6,1,0.25844526290893555,9.72747802734375e-05,5.555152893066406e-05
8,3,5,2,2,2,3,9,18,8,0.169158935546875,6.532669067382812e-05,0.00011014938354492188
8,4,5,2,2,2,4,15,30,16,0.290316104888916,8.177757263183594e-05,0.0007307529449462891
8,5,5,2,2,2,5,18,36,32,0.3862006664276123,0.00014209747314453125,0.0027189254760742188
8,6,5,2,2,2,6,21,38,64,0.4131479263305664,0.00010657310485839844,0.0037784576416015625
9,3,5,2,2,2,3,12,4,0,0.25228285789489746,0.000102996826171875,4.673004150390625e-05
9,4,5,2,2,2,4,15,4,0,0.33301305770874023,7.700920104980469e-05,3.0517578125e-05
9,5,5,2,2,2,5,21,4,0,0.46237707138061523,0.0001049041748046875,3.266334533691406e-05
9,6,5,2,2,2,6,24,8,0,0.5076637268066406,0.00012302398681640625,3.457069396972656e-05
10,3,5,2,2,2,3,14,8,0,0.2602262496948242,9.584426879882812e-05,3.719329833984375e-05
10,4,5,2,2,2,4,18,20,0,0.35992956161499023,8.702278137207031e-05,3.552436828613281e-05
10,5,5,2,2,2,5,22,20,0,0.38880085945129395,9.322166442871094e-05,3.504753112792969e-05
10,6,5,2,2,2,6,30,28,0,0.5611722469329834,0.0001308917999267578,3.457069396972656e-05
