i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_edges,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
1,5,5,2,2,2,5,53,292,7637,1.1534595489501953,0.00023794174194335938,3.7763164043426514
1,5,10,2,2,2,5,29,46,28,2.5899300575256348,0.00024700164794921875,0.004903078079223633
1,5,15,2,2,2,5,29,66,72,3.0431935787200928,0.00020956993103027344,0.01326298713684082
1,5,20,2,2,2,5,104,176,512,10.353102207183838,0.00023698806762695312,0.18840336799621582
1,5,25,2,2,2,5,26,52,32,7.598891496658325,0.00031566619873046875,0.0069408416748046875
1,5,30,2,2,2,5,46,276,7776,6.995889663696289,0.0002505779266357422,3.2989554405212402
2,5,5,2,2,2,5,53,323,12391,0.905644416809082,0.00021982192993164062,6.148290395736694
2,5,10,2,2,2,5,11,11,1,0.6753113269805908,0.00018930435180664062,0.0001571178436279297
2,5,15,2,2,2,5,36,144,1024,2.3096587657928467,0.00021696090698242188,0.2534193992614746
2,5,20,2,2,2,5,29,42,72,3.2326412200927734,0.0002410411834716797,0.008782625198364258
2,5,25,2,2,2,5,88,552,21952,9.857016563415527,0.0004336833953857422,15.217778205871582
2,5,30,2,2,2,5,36,122,1024,9.351184606552124,0.00021767616271972656,0.2565321922302246
3,5,5,2,2,2,5,35,115,371,0.7972784042358398,0.00022411346435546875,0.08625292778015137
3,5,10,2,2,2,5,10,5,1,0.769005298614502,0.00019502639770507812,0.00011444091796875
3,5,15,2,2,2,5,35,100,675,1.841355323791504,0.0002086162567138672,0.12752938270568848
3,5,20,2,2,2,5,25,75,243,2.9183647632598877,0.00026416778564453125,0.03070688247680664
3,5,25,2,2,2,5,40,210,10584,9.715646982192993,0.0003273487091064453,1.7967791557312012
3,5,30,2,2,2,5,10,10,1,5.123248338699341,0.0003085136413574219,0.00023674964904785156
4,5,5,2,2,2,5,10,10,1,0.552431583404541,0.00020265579223632812,0.00013136863708496094
4,5,10,2,2,2,5,15,30,32,0.7867431640625,0.00024366378784179688,0.001077413558959961
4,5,15,2,2,2,5,20,20,32,2.1417338848114014,0.00023794174194335938,0.000743865966796875
4,5,20,2,2,2,5,40,0,0,7.6651482582092285,0.0002675056457519531,0.00013375282287597656
4,5,25,2,2,2,5,25,20,0,3.831130027770996,0.0002675056457519531,0.00018405914306640625
4,5,30,2,2,2,5,15,15,1,5.564359903335571,0.00023651123046875,0.00018930435180664062
5,5,5,2,2,2,5,15,15,1,0.7076313495635986,0.0003056526184082031,0.00019311904907226562
5,5,10,2,2,2,5,11,10,1,1.1507587432861328,0.00024366378784179688,0.00016689300537109375
5,5,15,2,2,2,5,65,385,16807,3.0409610271453857,0.00032639503479003906,0.6684191226959229
5,5,20,2,2,2,5,18,34,32,1.8513829708099365,0.00021958351135253906,0.0010950565338134766
5,5,25,2,2,2,5,62,342,7776,12.265931844711304,0.0003898143768310547,0.3573744297027588
5,5,30,2,2,2,5,25,20,9,3.942120313644409,0.00021195411682128906,0.00026488304138183594
6,5,5,2,2,2,5,25,79,119,0.7036623954772949,0.00026702880859375,0.023256778717041016
6,5,10,2,2,2,5,15,13,1,1.0238232612609863,0.0002510547637939453,0.0002357959747314453
6,5,15,2,2,2,5,19,12,0,1.6277716159820557,0.0002598762512207031,0.00022745132446289062
6,5,20,2,2,2,5,29,105,243,4.9200756549835205,0.0003464221954345703,0.0440526008605957
6,5,25,2,2,2,5,18,5,0,4.085051536560059,0.00032448768615722656,0.00018787384033203125
6,5,30,2,2,2,5,22,34,4,7.021388530731201,0.0003666877746582031,0.0019221305847167969
7,5,5,2,2,2,5,36,146,1024,0.9954514503479004,0.000293731689453125,0.12578153610229492
7,5,10,2,2,2,5,25,47,22,1.6908063888549805,0.0001926422119140625,0.002674102783203125
7,5,15,2,2,2,5,18,14,2,3.9560468196868896,0.00026035308837890625,0.00025272369384765625
7,5,20,2,2,2,5,54,342,7776,10.98329758644104,0.00028061866760253906,1.6632928848266602
7,5,25,2,2,2,5,79,180,0,21.36734175682068,0.0002770423889160156,0.005467653274536133
7,5,30,2,2,2,5,108,978,101202,30.070815086364746,0.000507354736328125,46.32592844963074
8,5,5,2,2,2,5,11,13,1,0.5614984035491943,0.00029158592224121094,0.00030040740966796875
8,5,10,2,2,2,5,11,13,1,0.8705010414123535,0.00023651123046875,0.0002346038818359375
8,5,15,2,2,2,5,22,52,32,2.579852342605591,0.00020074844360351562,0.005148649215698242
8,5,20,2,2,2,5,83,376,2792,17.591869831085205,0.0003566741943359375,1.4384393692016602
8,5,25,2,2,2,5,22,44,32,9.710378646850586,0.0003108978271484375,0.00394892692565918
8,5,30,2,2,2,5,39,37,1,15.122678279876709,0.00030159950256347656,0.0011889934539794922
9,5,5,2,2,2,5,25,58,14,0.851313591003418,0.0002741813659667969,0.004045009613037109
9,5,10,2,2,2,5,32,168,1024,1.4233489036560059,0.0002562999725341797,0.09875059127807617
9,5,15,2,2,2,5,54,324,1024,4.7585625648498535,0.0003581047058105469,0.38513994216918945
9,5,20,2,2,2,5,22,12,0,3.2343180179595947,0.00025844573974609375,0.0001385211944580078
9,5,25,2,2,2,5,32,168,1024,8.739553689956665,0.0003619194030761719,0.09897899627685547
9,5,30,2,2,2,5,103,1269,59049,14.593971490859985,0.0006251335144042969,24.86533784866333
10,5,5,2,2,2,5,25,69,243,0.7074892520904541,0.00021219253540039062,0.00516819953918457
10,5,10,2,2,2,5,32,120,1024,1.8912127017974854,0.0002789497375488281,0.023520469665527344
10,5,15,2,2,2,5,52,160,1024,5.646819114685059,0.00038051605224609375,0.03251767158508301
10,5,20,2,2,2,5,15,4,0,3.6335580348968506,0.0003311634063720703,0.00012087821960449219
10,5,25,2,2,2,5,19,13,1,2.9591968059539795,0.00020384788513183594,0.00015878677368164062
10,5,30,2,2,2,5,74,130,216,61.322160720825195,0.00023651123046875,0.003930568695068359
11,5,5,2,2,2,5,18,14,4,0.6299545764923096,0.00022029876708984375,0.0003285408020019531
11,5,10,2,2,2,5,19,12,0,1.31927490234375,0.0002589225769042969,0.0001380443572998047
11,5,15,2,2,2,5,47,235,3125,3.5904133319854736,0.00033283233642578125,1.1440162658691406
11,5,20,2,2,2,5,18,28,32,2.8763575553894043,0.0002167224884033203,0.002367734909057617
11,5,25,2,2,2,5,32,7,0,18.566494464874268,0.0003097057342529297,0.00016498565673828125
11,5,30,2,2,2,5,50,176,992,6.0906877517700195,0.0003173351287841797,0.31020545959472656
12,5,5,2,2,2,5,12,16,2,0.5414290428161621,0.0002560615539550781,0.00027823448181152344
12,5,10,2,2,2,5,22,36,32,1.5631470680236816,0.0002636909484863281,0.0017015933990478516
12,5,15,2,2,2,5,69,518,10584,3.4148967266082764,0.00034618377685546875,0.7314505577087402
12,5,20,2,2,2,5,11,13,1,2.475299835205078,0.0002124309539794922,0.00018143653869628906
12,5,25,2,2,2,5,50,108,32,6.484532594680786,0.0003676414489746094,0.009750127792358398
12,5,30,2,2,2,5,37,75,9,23.952839612960815,0.00031065940856933594,0.0030472278594970703
13,5,5,2,2,2,5,11,13,1,0.46628308296203613,0.00019741058349609375,0.00019288063049316406
13,5,10,2,2,2,5,29,78,72,2.296814203262329,0.0002238750457763672,0.005901336669921875
13,5,15,2,2,2,5,102,1126,92316,8.02440333366394,0.0005066394805908203,8.659803867340088
